File Name,Total Frames,Total Objects,Good Objects,Multiple Objects,No Objects,V measure score,Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K)
log48_1535573589898855_scene-0717.csv,39,300,149,50,101,0.8198717948717948,0.7884358974358973,0.4045128205128205,1.8431794871794869,0.879102564102564,0.2039487179487179,1.6425897435897439
log48_1535573610049839_scene-0718.csv,39,351,216,18,117,0.8573076923076925,0.7792820512820513,0.4478717948717949,2.004435897435897,0.9691025641025641,0.05215384615384615,1.6087179487179488
log48_1535573630149427_scene-0719.csv,39,168,78,37,53,0.8080769230769231,0.850871794871795,0.20633333333333334,1.185435897435897,0.8015128205128206,0.26330769230769224,1.2423589743589742
log48_1535573822900324_scene-0726.csv,33,335,177,9,149,0.8408484848484848,0.7399393939393938,0.5845757575757576,2.233242424242424,0.9822727272727273,0.032303030303030306,1.6809393939393935
log48_1535573842900351_scene-0727.csv,39,772,348,48,376,0.8130000000000002,0.7131538461538461,0.8053076923076923,2.769589743589744,0.955948717948718,0.09146153846153847,2.0555641025641025
log48_1535573862898734_scene-0728.csv,39,446,183,34,229,0.7961025641025641,0.6973333333333335,0.6980256410256408,2.2983846153846152,0.9463076923076923,0.09879487179487183,1.6990512820512818
log48_1535573939948766_scene-0730.csv,38,329,205,56,68,0.9116052631578949,0.9162105263157896,0.175,1.9055789473684208,0.9160526315789475,0.16431578947368422,1.895078947368421
log48_1535573959947690_scene-0731.csv,40,246,115,56,75,0.865,0.8706000000000002,0.21080000000000002,1.5778,0.8739000000000001,0.22637500000000005,1.5934000000000001
log48_1535573999898558_scene-0733.csv,37,229,98,70,61,0.849081081081081,0.9123243243243248,0.13635135135135135,1.47472972972973,0.8044864864864866,0.3294054054054054,1.6676756756756757
log48_1535574019899108_scene-0734.csv,40,137,48,43,46,0.692925,0.8772249999999999,0.14335,0.9665000000000001,0.6680250000000002,0.32892499999999997,1.1521750000000002
log48_1535574039949445_scene-0735.csv,38,351,164,100,87,0.7873157894736842,0.816078947368421,0.3435526315789473,1.8657894736842102,0.7854473684210524,0.3492894736842105,1.8715000000000002
log48_1535574059898606_scene-0736.csv,39,419,228,52,139,0.807051282051282,0.7297948717948717,0.5956923076923076,2.2180512820512814,0.9297435897435895,0.1278974358974359,1.7504358974358978
log48_1535574092898182_scene-0737.csv,35,267,148,56,63,0.798057142857143,0.7972,0.3652,1.7868285714285714,0.8152571428571428,0.3294857142857143,1.751257142857143
log48_1535574112898208_scene-0738.csv,40,400,163,166,71,0.7792749999999999,0.8265499999999999,0.3577250000000001,1.9555249999999997,0.7493500000000001,0.5606499999999999,2.1582250000000003
