File Name,Total Frames,Total Objects,Good Objects,Multiple Objects,No Objects,V measure score,Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K)
log49_1535656615298554_scene-0739.csv,38,388,163,57,168,0.767157894736842,0.7059473684210525,0.5752631578947368,1.9357631578947363,0.8580526315789472,0.22144736842105264,1.581921052631579
log49_1535656635299136_scene-0740.csv,40,496,268,124,104,0.8639749999999999,0.8839,0.2724,2.2684500000000005,0.854725,0.3606999999999999,2.3568
log49_1535656655299155_scene-0741.csv,41,560,296,105,159,0.8487560975609756,0.801,0.4815609756097561,2.4467804878048782,0.9071707317073173,0.1999268292682927,2.1650731707317075
log49_1535656755399930_scene-0744.csv,35,326,161,84,81,0.8532000000000001,0.8315714285714284,0.3537142857142858,2.0058,0.8832857142857143,0.22857142857142862,1.8806
log49_1535656795299891_scene-0746.csv,37,268,98,100,70,0.731837837837838,0.7759729729729731,0.3571621621621621,1.6072162162162158,0.7417837837837838,0.5433783783783784,1.7935135135135132
log49_1535656815300462_scene-0747.csv,40,266,150,22,94,0.8481000000000002,0.7886000000000002,0.37347499999999995,1.7398999999999998,0.9383250000000001,0.09595,1.4624749999999997
log49_1535656855297703_scene-0749.csv,39,258,113,83,62,0.7850256410256412,0.7663846153846153,0.3808205128205128,1.6161025641025641,0.8166666666666668,0.2831794871794872,1.5184615384615383
log49_1535656875298885_scene-0750.csv,40,532,229,207,96,0.805475,0.798825,0.47085,2.381,0.818125,0.41857499999999986,2.3287000000000004
log49_1535656895299419_scene-0751.csv,40,350,147,99,104,0.760675,0.74865,0.47052500000000014,1.9354249999999997,0.8288999999999997,0.31857500000000005,1.78335
log49_1535656915299997_scene-0752.csv,41,502,222,162,118,0.8251463414634147,0.8378048780487806,0.3695853658536585,2.2358536585365854,0.8168536585365853,0.4161707317073171,2.2824634146341456
log49_1535657108301401_scene-0757.csv,39,168,83,64,21,0.8285641025641027,0.9511025641025642,0.06046153846153846,1.1364358974358975,0.754923076923077,0.37351282051282064,1.4495384615384617
log49_1535657128399851_scene-0758.csv,39,252,136,44,72,0.8658717948717947,0.8610256410256412,0.22120512820512822,1.5455641025641025,0.8843333333333333,0.1861538461538462,1.510358974358974
log49_1535657148298106_scene-0759.csv,39,224,136,32,56,0.9103589743589743,0.9175384615384615,0.12292307692307691,1.4484871794871796,0.9115897435897438,0.14310256410256408,1.4687435897435899
log49_1535657168298684_scene-0760.csv,40,154,88,48,18,0.8061499999999999,0.926075,0.07835,1.030075,0.7693249999999999,0.33275,1.284625
log49_1535657188299270_scene-0761.csv,40,241,152,54,35,0.8837999999999999,0.9314999999999998,0.10847499999999996,1.5610750000000002,0.8501749999999998,0.26500000000000007,1.7176499999999997
log49_1535657208300963_scene-0762.csv,37,143,98,15,30,0.8228108108108108,0.8971891891891893,0.13805405405405405,1.0883243243243241,0.8552432432432433,0.1810540540540541,1.1312162162162163
log49_1535657268298801_scene-0763.csv,38,230,93,44,93,0.7435263157894738,0.7582105263157894,0.3974210526315789,1.5189473684210524,0.7927631578947366,0.2798684210526316,1.4013684210526318
log49_1535657288398905_scene-0764.csv,39,330,149,82,99,0.7996410256410257,0.7806923076923078,0.4339743589743589,1.9457435897435904,0.8402564102564103,0.30866666666666664,1.8204871794871798
log49_1535657348299445_scene-0765.csv,37,254,135,26,93,0.8854054054054054,0.853054054054054,0.2755405405405405,1.7930000000000001,0.9360540540540541,0.11154054054054056,1.629
log49_1535657435400677_scene-0767.csv,33,336,161,69,106,0.8316060606060608,0.786878787878788,0.45584848484848484,2.1386666666666674,0.8902121212121212,0.1928181818181818,1.8756666666666668
log49_1535657455299494_scene-0768.csv,39,412,212,123,77,0.8518974358974359,0.8943333333333333,0.2239487179487179,2.096487179487179,0.8196153846153844,0.4142051282051282,2.286692307692307
log49_1535657475298381_scene-0769.csv,40,278,136,69,73,0.698875,0.8637,0.23424999999999999,1.3664,0.7190000000000001,0.31857500000000005,1.450625
log50_1535657531048384_scene-0770.csv,39,213,154,18,41,0.9303846153846155,0.9173076923076923,0.129974358974359,1.5648205128205124,0.9487692307692307,0.08099999999999999,1.5158461538461536
log50_1535657569048387_scene-0771.csv,22,156,123,4,29,0.9305,0.8912272727272726,0.21009090909090908,1.8633636363636361,0.9789545454545454,0.03972727272727273,1.6931818181818181
log50_1535657649049003_scene-0775.csv,38,198,134,46,18,0.8537368421052631,0.961078947368421,0.05447368421052632,1.3521578947368418,0.7868947368421053,0.3837105263157895,1.6814210526315785
log50_1535657694048916_scene-0777.csv,38,84,69,2,13,0.9314473684210526,0.9386052631578948,0.044131578947368424,0.652078947368421,0.9826578947368422,0.02889473684210526,0.6368421052631579
log50_1535657714051146_scene-0778.csv,39,98,62,18,18,0.915128205128205,0.9505384615384613,0.06805128205128204,0.7107435897435899,0.9204871794871797,0.10412820512820513,0.7467948717948717
log50_1535657772047849_scene-0780.csv,36,313,142,76,95,0.8426944444444444,0.86,0.252861111111111,1.9060277777777774,0.8318055555555554,0.316111111111111,1.9691944444444442
log50_1535657792049525_scene-0781.csv,40,246,115,71,60,0.8153249999999996,0.8811500000000001,0.1721,1.5450750000000002,0.7659750000000001,0.39125,1.7641000000000002
log50_1535657812050099_scene-0782.csv,40,219,120,57,42,0.790675,0.9239499999999999,0.11407500000000001,1.37825,0.7042750000000002,0.5387750000000001,1.8028249999999997
log50_1535657832048501_scene-0783.csv,40,436,291,79,66,0.8704249999999998,0.8823000000000001,0.23305000000000003,2.0986500000000006,0.8742000000000001,0.28215,2.1478749999999995
log50_1535657852048534_scene-0784.csv,40,310,148,23,139,0.8160250000000001,0.7335749999999999,0.5136000000000001,1.9144999999999996,0.9491250000000001,0.08760000000000001,1.4884999999999995
log51_1538449158398162_scene-0786.csv,28,27,19,0,8,1.0,1.0,0.0,0.2389285714285714,1.0,0.0,0.2389285714285714
log51_1538449178398147_scene-0787.csv,14,13,11,0,2,1.0,1.0,0.0,0.16442857142857142,1.0,0.0,0.16442857142857142
log51_1538449218397630_scene-0789.csv,12,42,24,3,15,0.8905833333333333,0.8522500000000001,0.17433333333333334,1.1753333333333333,0.96225,0.05691666666666667,1.0579166666666666
log51_1538449238397660_scene-0790.csv,39,113,56,25,32,0.8056410256410257,0.8893076923076921,0.11907692307692308,0.8353333333333333,0.8202564102564104,0.2006153846153846,0.9169230769230767
log51_1538449258447455_scene-0791.csv,17,49,43,5,1,0.9113529411764706,0.9883529411764705,0.018,0.8821176470588237,0.876764705882353,0.1373529411764706,1.0014705882352941
log51_1538449278397696_scene-0792.csv,39,130,90,24,16,0.871769230769231,0.9677435897435896,0.0407948717948718,0.9668461538461537,0.8249230769230769,0.2644871794871795,1.190564102564102
log52_1538448704147913_scene-0794.csv,34,382,176,36,170,0.8157352941176471,0.7357647058823529,0.5932647058823529,2.2491764705882353,0.9328235294117644,0.11461764705882353,1.7704411764705876
log52_1538448724147906_scene-0795.csv,36,199,137,36,26,0.8863055555555557,0.9596111111111111,0.08433333333333333,1.372472222222222,0.8436388888888892,0.26008333333333333,1.54825
log52_1538448744447639_scene-0796.csv,21,68,46,18,4,0.8988095238095236,1.0,0.0,1.0399047619047619,0.8335714285714285,0.2553809523809524,1.2952857142857144
log52_1538448764147400_scene-0797.csv,31,93,51,34,8,0.703,0.8165483870967741,0.151,0.9011290322580646,0.6411935483870965,0.4471935483870968,1.1975483870967742
log52_1538448804147438_scene-0798.csv,28,129,85,33,11,0.8581428571428572,0.991,0.016607142857142855,1.2356071428571427,0.7955000000000002,0.3108928571428571,1.5299642857142852
log52_1538448824198317_scene-0799.csv,34,75,51,18,6,0.8008235294117648,0.9936176470588236,0.004088235294117648,0.5283823529411764,0.7426470588235297,0.2546176470588235,0.7788529411764706
log52_1538448884147511_scene-0802.csv,34,69,40,19,10,0.7457058823529412,0.987,0.016147058823529414,0.49991176470588233,0.6883235294117647,0.3209705882352941,0.8046764705882352
log53_1537298841700222_scene-0803.csv,37,350,224,49,77,0.8973243243243243,0.8651351351351353,0.2954594594594595,2.1347837837837833,0.9390000000000001,0.12235135135135136,1.961810810810811
log53_1537298861399297_scene-0804.csv,40,409,192,59,158,0.8042,0.7238750000000002,0.5954250000000002,2.1841249999999994,0.9174249999999999,0.14109999999999998,1.7299499999999999
log53_1537298881399905_scene-0805.csv,39,242,135,47,60,0.8623589743589745,0.8671025641025641,0.21997435897435894,1.5720512820512815,0.8767435897435899,0.21943589743589742,1.5715384615384613
log53_1537298901400993_scene-0806.csv,41,297,119,76,102,0.8165365853658537,0.8635365853658536,0.22243902439024393,1.590170731707317,0.791170731707317,0.38224390243902434,1.7499024390243898
log53_1537298961399427_scene-0808.csv,37,152,86,39,27,0.8209999999999998,0.9552972972972974,0.05278378378378378,1.0746756756756757,0.7584054054054055,0.4292162162162162,1.4510810810810804
log53_1537298981549829_scene-0809.csv,39,326,106,94,126,0.7555641025641026,0.7473589743589746,0.4912820512820511,1.77825641025641,0.7803076923076926,0.4065384615384615,1.6935641025641028
log53_1537299001649960_scene-0810.csv,39,124,46,43,35,0.7674615384615383,0.9408974358974359,0.05884615384615385,0.724794871794872,0.7027692307692308,0.41761538461538467,1.0835128205128204
log53_1537299081399011_scene-0811.csv,38,39,5,1,33,0.8368421052631579,0.8421052631578947,0.10942105263157893,0.16536842105263155,0.9912368421052632,0.009131578947368421,0.06507894736842106
log53_1537299101399579_scene-0812.csv,40,117,60,26,31,0.8284750000000001,0.8816749999999999,0.12195,0.8710500000000001,0.8372250000000001,0.21552500000000002,0.9646249999999998
log53_1537299140399336_scene-0813.csv,35,36,11,5,20,0.7516857142857143,0.8841714285714285,0.09682857142857142,0.1796285714285714,0.8571428571428571,0.11808571428571428,0.20088571428571428
log53_1537299180449129_scene-0815.csv,38,200,99,49,52,0.7700263157894736,0.7841842105263158,0.28650000000000003,1.3307631578947368,0.8937368421052628,0.16373684210526318,1.2080789473684213
log53_1537299220399410_scene-0816.csv,37,232,80,101,51,0.7476756756756758,0.7504864864864865,0.426972972972973,1.5998378378378382,0.7554864864864865,0.42897297297297304,1.601918918918919
log53_1537299260398916_scene-0817.csv,36,257,85,97,75,0.734111111111111,0.8054166666666668,0.34038888888888885,1.6241111111111108,0.698138888888889,0.5789444444444444,1.8626666666666667
log53_1537299466399324_scene-0819.csv,37,54,18,21,15,0.820027027027027,0.9691351351351353,0.044567567567567565,0.3198378378378378,0.813027027027027,0.17764864864864863,0.4529729729729729
log53_1537299486400446_scene-0820.csv,39,175,88,38,49,0.7712820512820512,0.8206666666666665,0.2284102564102564,1.182897435897436,0.7721282051282048,0.3252051282051282,1.27974358974359
log53_1537299506400486_scene-0821.csv,39,389,205,60,124,0.8208974358974359,0.7811025641025642,0.4536153846153845,2.1079743589743587,0.8819999999999999,0.20153846153846158,1.8559487179487177
log53_1537299526398830_scene-0822.csv,39,307,161,42,104,0.8305897435897436,0.7753076923076923,0.42510256410256414,1.9000000000000001,0.9139743589743589,0.1453846153846154,1.6203846153846153
log54_1538985809898329_scene-0847.csv,35,6,2,1,3,0.9956000000000002,1.0,0.0,0.0182,0.9924000000000001,0.0066,0.0248
log54_1538985829798280_scene-0848.csv,38,80,34,19,27,0.6082105263157893,0.8648421052631579,0.13307894736842107,0.5451315789473684,0.6863684210526316,0.26589473684210524,0.6779736842105265
log54_1538985849797743_scene-0849.csv,39,47,34,8,5,0.880102564102564,1.0,0.0,0.23110256410256413,0.8592564102564102,0.14782051282051278,0.378948717948718
log54_1538985869797753_scene-0850.csv,39,69,56,7,6,0.9223076923076925,0.9935897435897436,0.008897435897435897,0.4394358974358974,0.9112820512820513,0.07871794871794871,0.5092820512820513
log54_1538985889897355_scene-0851.csv,39,134,91,23,20,0.8536410256410255,0.8961794871794871,0.1335128205128205,0.8887948717948719,0.8755897435897435,0.16366666666666663,0.9189487179487179
log54_1538985909797249_scene-0852.csv,40,170,114,24,32,0.9049500000000004,0.941925,0.0847,1.2366499999999998,0.8883000000000001,0.16875,1.3207499999999999
log54_1538985929797286_scene-0853.csv,40,213,92,35,86,0.8012000000000002,0.7523750000000001,0.38887499999999997,1.5099000000000005,0.8886000000000001,0.13942499999999997,1.2605499999999998
log54_1538985949797837_scene-0854.csv,39,230,117,58,55,0.861974358974359,0.8957435897435897,0.1680769230769231,1.5774358974358975,0.8384615384615384,0.28592307692307695,1.695384615384615
log54_1538985969797869_scene-0855.csv,40,221,114,46,61,0.86265,0.8771249999999998,0.17945000000000005,1.488725,0.8613000000000002,0.21527499999999997,1.524675
log54_1538986037797080_scene-0856.csv,36,67,34,26,7,0.8428888888888889,0.98725,0.015444444444444446,0.4598888888888888,0.7780555555555556,0.29327777777777775,0.73775
log54_1538986117797691_scene-0858.csv,39,144,90,25,29,0.7593589743589745,0.902923076923077,0.12007692307692307,0.9457948717948721,0.713871794871795,0.44758974358974357,1.27325641025641
log54_1538986157797732_scene-0860.csv,37,75,37,6,32,0.7337567567567568,0.7855405405405405,0.173027027027027,0.5186486486486487,0.9083783783783783,0.06935135135135134,0.41497297297297303
log54_1538986177797198_scene-0861.csv,39,78,38,8,32,0.9119230769230771,0.9457435897435897,0.04833333333333334,0.5127948717948717,0.9214615384615386,0.0804871794871795,0.5448974358974359
log54_1538986197897306_scene-0862.csv,39,65,32,7,26,0.9034871794871794,0.9361794871794873,0.06592307692307693,0.4225384615384616,0.9348974358974359,0.06605128205128205,0.42269230769230776
log54_1538986217797801_scene-0863.csv,40,64,36,9,19,0.85685,0.934675,0.07015000000000002,0.355275,0.866725,0.10542500000000002,0.390575
log54_1538986237797837_scene-0864.csv,40,57,24,27,6,0.5831000000000001,0.9694749999999999,0.022524999999999996,0.24462500000000004,0.562375,0.5297750000000001,0.7518499999999999
log54_1538986257798377_scene-0865.csv,40,96,53,26,17,0.5663,0.7393,0.162575,0.599175,0.6725249999999999,0.3697250000000001,0.8064499999999999
log54_1538986297797328_scene-0866.csv,38,152,83,20,49,0.7922631578947369,0.7672368421052632,0.30081578947368415,1.0836315789473685,0.8913157894736842,0.12234210526315792,0.9052105263157894
log55_1537296926049706_scene-0868.csv,39,110,60,10,40,0.9153846153846155,0.8957179487179487,0.16435897435897437,0.7292564102564103,0.9471282051282052,0.05387179487179488,0.6187692307692308
log55_1537296945899859_scene-0869.csv,40,621,305,109,207,0.8457250000000001,0.7989500000000002,0.5207499999999999,2.5581500000000004,0.9053250000000002,0.21290000000000003,2.2502500000000003
log55_1537296983899313_scene-0870.csv,35,171,92,26,53,0.855142857142857,0.8599142857142857,0.20902857142857142,1.375257142857143,0.8828571428571428,0.16571428571428573,1.3320571428571428
log55_1537297003899902_scene-0871.csv,40,227,149,34,44,0.8639249999999998,0.8669749999999998,0.18872499999999998,1.54735,0.9085000000000001,0.1555,1.5140500000000003
log55_1537297023900461_scene-0872.csv,40,238,118,44,76,0.8159250000000002,0.8160499999999999,0.2697,1.5805000000000002,0.894525,0.186775,1.4975749999999999
log55_1537297058899535_scene-0873.csv,38,345,130,46,169,0.7634473684210527,0.6822105263157896,0.6460263157894736,2.014657894736843,0.8972368421052633,0.16513157894736843,1.533710526315789
log55_1537297132902871_scene-0875.csv,36,235,76,39,120,0.7633333333333332,0.7110555555555558,0.4351944444444444,1.5439444444444446,0.8577499999999999,0.19899999999999998,1.3077777777777781
log55_1537297152898373_scene-0876.csv,38,210,112,10,88,0.7940789473684211,0.7264736842105263,0.4388684210526316,1.5304210526315791,0.9414210526315789,0.061078947368421045,1.1525789473684211
log55_1537297173148866_scene-0877.csv,38,327,185,60,82,0.8454473684210525,0.8669736842105261,0.2845263157894738,1.9076842105263159,0.8522368421052631,0.2963947368421053,1.9195000000000004
log55_1537297192898404_scene-0878.csv,39,132,56,18,58,0.723820512820513,0.774974358974359,0.22861538461538464,0.9692820512820512,0.8316410256410257,0.16307692307692306,0.9037692307692305
log55_1537297232898471_scene-0880.csv,35,141,58,31,52,0.7417142857142859,0.7897142857142857,0.2932571428571428,1.2066,0.7915428571428572,0.26859999999999995,1.181942857142857
log55_1537297332899140_scene-0882.csv,36,162,102,23,37,0.8879444444444446,0.8616666666666667,0.21744444444444444,1.2984444444444447,0.9364166666666667,0.10344444444444445,1.1845277777777776
log55_1537297352898586_scene-0883.csv,41,413,185,56,172,0.8341951219512196,0.7722926829268294,0.48802439024390254,2.1196341463414634,0.9155853658536586,0.15212195121951216,1.7838048780487803
log55_1537297413899521_scene-0884.csv,36,129,85,0,44,0.9493888888888891,0.91225,0.12605555555555556,1.1803888888888887,1.0,0.0,1.0542777777777776
log55_1537297433900648_scene-0885.csv,38,176,105,14,57,0.8489473684210526,0.8091842105263158,0.2570789473684211,1.3516315789473683,0.9313684210526316,0.07950000000000002,1.1740263157894737
log55_1537297453900126_scene-0886.csv,40,266,155,36,75,0.885025,0.86615,0.24952500000000005,1.72715,0.920075,0.14055,1.6181249999999998
log55_1537297473949406_scene-0887.csv,39,245,160,21,64,0.9262820512820514,0.9154102564102562,0.14464102564102563,1.6301538461538465,0.9478205128205127,0.08846153846153847,1.5740256410256408
log55_1537297493898502_scene-0888.csv,38,323,169,72,82,0.8699473684210528,0.8837368421052634,0.22826315789473683,1.8783421052631581,0.8622894736842106,0.2740789473684211,1.9242368421052634
log55_1537297513899076_scene-0889.csv,39,239,74,99,66,0.7743333333333334,0.8304358974358974,0.27082051282051284,1.5776410256410254,0.7336153846153847,0.45864102564102577,1.7653589743589742
log55_1537297533899642_scene-0890.csv,39,212,100,84,28,0.8521794871794872,0.9295897435897436,0.11405128205128207,1.515666666666667,0.7898717948717948,0.3786923076923077,1.7804615384615385
log55_1537297553899104_scene-0891.csv,40,528,274,89,165,0.8474750000000002,0.8079750000000001,0.450125,2.3253,0.9075,0.19255,2.067775
log55_1537297573898575_scene-0892.csv,39,507,247,90,170,0.8205641025641026,0.7550512820512819,0.5877948717948717,2.4198717948717947,0.912051282051282,0.1723589743589744,2.0043846153846148
log55_1537297593899182_scene-0893.csv,39,507,243,94,170,0.8291282051282053,0.7735128205128206,0.5562051282051282,2.3902051282051278,0.9014615384615384,0.2023846153846154,2.036410256410256
log55_1537297613899749_scene-0894.csv,38,387,217,79,91,0.8698947368421056,0.8528421052631577,0.3206578947368421,2.1110526315789477,0.8963684210526314,0.2116842105263157,2.002263157894737
log55_1537297633899231_scene-0895.csv,40,258,152,41,65,0.884025,0.9109499999999997,0.166725,1.66265,0.8754250000000001,0.21604999999999994,1.7119999999999997
log55_1537297653899780_scene-0896.csv,39,307,136,98,73,0.8028974358974358,0.8351538461538461,0.29928205128205126,1.7886153846153854,0.780974358974359,0.42623076923076925,1.915641025641025
log55_1537297674149185_scene-0897.csv,40,329,182,61,86,0.8473749999999999,0.82005,0.36119999999999997,1.8881999999999999,0.8915250000000002,0.18405,1.7111749999999997
log55_1537297714899065_scene-0898.csv,37,139,66,10,63,0.7659189189189191,0.7278918918918921,0.30681081081081074,1.1352162162162158,0.9657027027027028,0.054729729729729726,0.8831081081081085
log55_1537297777898954_scene-0899.csv,36,225,117,52,56,0.869361111111111,0.8638888888888892,0.22544444444444448,1.6201666666666665,0.896277777777778,0.19894444444444445,1.5936111111111113
log55_1537297797949317_scene-0900.csv,38,540,290,88,162,0.8759473684210525,0.8390789473684211,0.38836842105263153,2.379236842105263,0.9218947368421052,0.1750263157894737,2.1658684210526316
log55_1537297817900654_scene-0901.csv,40,631,336,138,157,0.8874750000000002,0.8647,0.35309999999999997,2.6022,0.9177249999999999,0.2072750000000001,2.456550000000001
log55_1537297837899568_scene-0902.csv,39,396,197,103,96,0.8582820512820513,0.8689743589743588,0.2788205128205129,2.0655897435897432,0.8529743589743587,0.3027692307692308,2.08948717948718
log55_1537297877900166_scene-0903.csv,35,167,80,32,55,0.8383428571428571,0.8323999999999999,0.2400857142857143,1.4156571428571432,0.8604000000000003,0.19828571428571426,1.3739142857142863
log56_1537297945698626_scene-0904.csv,38,327,208,32,87,0.8978157894736843,0.8642631578947368,0.2737631578947369,1.9784473684210533,0.9407631578947369,0.10310526315789476,1.8078421052631577
log56_1537297965798743_scene-0905.csv,39,184,113,24,47,0.8785384615384617,0.8931538461538461,0.16784615384615384,1.3326153846153843,0.896051282051282,0.1602820512820513,1.3249487179487172
log56_1537297985700323_scene-0906.csv,40,465,247,87,131,0.867375,0.8283499999999997,0.3946749999999999,2.216575,0.9197000000000001,0.17344999999999997,1.9952750000000001
log56_1537298005800436_scene-0907.csv,40,208,123,50,35,0.8647500000000002,0.902325,0.11535,1.4187500000000002,0.8477750000000001,0.21079999999999996,1.5141499999999999
log56_1537298025699833_scene-0908.csv,39,137,96,15,26,0.9269230769230773,0.9605641025641026,0.06682051282051282,1.0644615384615386,0.9112307692307693,0.10717948717948719,1.1048461538461536
log56_1537298045699839_scene-0909.csv,38,264,148,30,86,0.8813421052631579,0.8437368421052632,0.28205263157894733,1.796526315789474,0.9346315789473684,0.10710526315789475,1.6216578947368425
log56_1537298065700417_scene-0910.csv,39,368,202,74,92,0.875897435897436,0.874871794871795,0.2544358974358975,2.025641025641026,0.8823589743589744,0.23125641025641025,2.0023333333333335
log56_1537298085698796_scene-0911.csv,39,426,239,79,108,0.8609487179487181,0.8313076923076923,0.3931025641025639,2.204846153846153,0.9042307692307688,0.1951025641025641,2.006846153846154
log56_1537298125699377_scene-0912.csv,38,245,102,73,70,0.8199736842105264,0.8524473684210526,0.24997368421052643,1.666473684210526,0.8005,0.36339473684210527,1.7798947368421052
log56_1537298165699482_scene-0913.csv,36,331,158,39,134,0.7884166666666664,0.7125555555555554,0.5716944444444444,2.051416666666667,0.9323333333333331,0.12377777777777776,1.6035277777777774
log56_1537298205699504_scene-0914.csv,37,239,99,89,51,0.7835675675675676,0.8381351351351352,0.24918918918918917,1.6181621621621622,0.7809459459459458,0.4203513513513514,1.7892702702702707
log56_1537298345699057_scene-0915.csv,38,416,197,113,106,0.8184736842105264,0.8251578947368422,0.38099999999999995,2.143973684210526,0.8218684210526317,0.38439473684210523,2.1473684210526316
log57_1538984233547259_scene-0916.csv,37,350,223,54,73,0.8484054054054052,0.8244864864864863,0.363972972972973,2.0265675675675676,0.8919189189189191,0.20024324324324327,1.8627837837837837
log57_1538984293547931_scene-0917.csv,37,131,63,25,43,0.6193243243243244,0.665837837837838,0.32913513513513515,0.9991351351351352,0.7813513513513514,0.24164864864864866,0.9116756756756756
log57_1538984433548077_scene-0919.csv,35,13,9,0,4,1.0,1.0,0.0,0.059399999999999994,1.0,0.0,0.059399999999999994
log57_1538984453548690_scene-0920.csv,40,48,34,4,10,0.942375,0.9684999999999999,0.028149999999999998,0.30369999999999997,0.9453250000000001,0.041125,0.316675
log57_1538984488547727_scene-0921.csv,38,98,41,45,12,0.6555263157894736,0.8525263157894737,0.10157894736842105,0.6747105263157895,0.6191315789473686,0.40336842105263154,0.9765263157894738
log57_1538984560547586_scene-0922.csv,39,47,19,20,8,0.624897435897436,0.9876153846153846,0.005076923076923077,0.1301025641025641,0.6025897435897435,0.37261538461538457,0.4976666666666668
log58_1538984704047945_scene-0923.csv,36,51,33,10,8,0.9056388888888888,0.9826388888888888,0.017333333333333333,0.32338888888888884,0.8804444444444446,0.12863888888888889,0.43469444444444444
log58_1538984829897279_scene-0924.csv,37,116,82,20,14,0.7918108108108108,0.7581891891891892,0.35540540540540544,0.8341621621621621,0.888,0.1082162162162162,0.5869729729729729
log58_1538984909897929_scene-0925.csv,33,78,44,14,20,0.8163939393939393,0.8993939393939395,0.08324242424242424,0.7081515151515153,0.8373030303030303,0.20748484848484847,0.8324545454545456
log58_1538984949897432_scene-0926.csv,34,114,74,25,15,0.9195294117647059,0.9731470588235295,0.03426470588235294,1.0234411764705884,0.8808823529411764,0.14947058823529408,1.1386176470588236
log58_1538984969897455_scene-0927.csv,39,56,34,8,14,0.8464871794871794,0.9785897435897436,0.021179487179487182,0.25284615384615383,0.8494102564102562,0.10443589743589743,0.3361282051282052
log58_1538984989897452_scene-0928.csv,38,94,49,26,19,0.7107894736842105,0.9620526315789472,0.03889473684210527,0.4697105263157896,0.6541842105263158,0.47394736842105256,0.9047368421052631
log58_1538985009947268_scene-0929.csv,38,20,7,2,11,0.8906842105263159,0.9210526315789473,0.06539473684210526,0.13194736842105265,0.9666842105263158,0.024315789473684207,0.09086842105263158
log58_1538985029898073_scene-0930.csv,36,139,80,13,46,0.7638611111111112,0.7239999999999999,0.32525,1.0763055555555558,0.9106388888888888,0.08602777777777776,0.8371111111111111
log58_1538985049946748_scene-0931.csv,39,87,39,3,45,0.8203589743589744,0.8017692307692309,0.19307692307692306,0.6929230769230771,0.9722564102564102,0.029282051282051278,0.5291794871794872
log59_1537931865397165_scene-0945.csv,39,197,136,22,39,0.8151025641025641,0.8122820512820513,0.28456410256410253,1.334128205128205,0.8836923076923077,0.15097435897435896,1.200487179487179
log59_1537931905648210_scene-0947.csv,35,56,39,2,15,0.9240285714285714,0.9308285714285714,0.05279999999999999,0.4250285714285713,0.9819142857142859,0.02022857142857143,0.39248571428571427
log59_1537932010397147_scene-0949.csv,37,112,81,5,26,0.7745135135135136,0.7237837837837838,0.32840540540540536,0.8304864864864866,0.9718378378378378,0.02978378378378378,0.5318108108108108
log59_1537932119396651_scene-0952.csv,26,99,44,7,48,0.7114999999999999,0.6713846153846154,0.3901538461538462,1.2271153846153842,0.9076538461538461,0.0861923076923077,0.9231538461538464
log59_1537932159395578_scene-0953.csv,35,53,41,2,10,0.9178857142857144,0.9433142857142857,0.0462,0.3892857142857142,0.9506857142857144,0.0314,0.3744857142857142
log59_1537932219397869_scene-0956.csv,37,199,82,27,90,0.8073513513513512,0.7484594594594595,0.37835135135135123,1.4932702702702707,0.8987567567567567,0.13499999999999998,1.2498918918918918
log59_1537932239396224_scene-0957.csv,40,195,86,23,86,0.861125,0.822275,0.25845,1.3947,0.921375,0.10815,1.2444249999999997
log59_1537932259546647_scene-0958.csv,39,167,81,51,35,0.8437435897435899,0.89474358974359,0.14456410256410257,1.305153846153846,0.8077948717948717,0.29015384615384615,1.4507692307692306
log59_1537932279397381_scene-0959.csv,40,171,91,52,28,0.8409000000000001,0.868675,0.14900000000000002,1.1910499999999995,0.8777249999999999,0.21295000000000003,1.25495
log59_1537932299396826_scene-0960.csv,37,38,21,1,16,0.9796216216216215,0.968864864864865,0.04243243243243243,0.25916216216216215,0.9953513513513514,0.007486486486486487,0.2242162162162162
log59_1537932319396849_scene-0961.csv,26,159,101,36,22,0.8338076923076922,0.8904230769230769,0.19192307692307692,1.3611923076923076,0.8340384615384616,0.20207692307692307,1.3713076923076921
