frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,2,1,1,0,0,0.904,1.000,0.000,0.462,0.825,0.098,0.560,0,0
2,5,2,1,2,0,0.850,0.796,0.313,1.533,0.912,0.118,1.337,0,0
3,7,5,0,2,0,0.929,0.867,0.252,1.895,1.000,0.000,1.644,0,0
4,6,6,0,0,0,1.000,1.000,0.000,1.670,1.000,0.000,1.670,0,0
5,7,5,2,0,0,0.947,1.000,0.000,1.667,0.899,0.187,1.854,0,0
6,7,6,1,0,0,0.980,1.000,0.000,1.898,0.961,0.077,1.975,0,0
7,7,6,1,0,0,0.985,1.000,0.000,1.802,0.971,0.053,1.855,0,0
8,6,5,1,0,0,0.972,1.000,0.000,1.657,0.946,0.095,1.752,0,0
9,6,5,1,0,0,0.980,1.000,0.000,1.645,0.961,0.066,1.711,0,0
10,4,4,0,0,0,1.000,1.000,0.000,1.222,1.000,0.000,1.222,0,0
11,4,4,0,0,0,1.000,1.000,0.000,1.268,1.000,0.000,1.268,0,0
12,5,5,0,0,0,1.000,1.000,0.000,1.512,1.000,0.000,1.512,0,0
13,4,4,0,0,0,1.000,1.000,0.000,1.197,1.000,0.000,1.197,0,0
14,6,5,1,0,0,0.970,1.000,0.000,1.527,0.941,0.095,1.623,0,0
15,5,4,1,0,0,0.967,1.000,0.000,1.565,0.936,0.107,1.672,0,0
16,8,6,0,2,0,0.978,0.957,0.082,1.891,1.000,0.000,1.809,0,0
17,6,5,1,0,0,0.961,1.000,0.000,1.696,0.924,0.139,1.834,0,0
18,3,2,1,0,0,0.884,1.000,0.000,1.055,0.792,0.277,1.332,0,0
19,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.099,1.099,0,0
20,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.748,1.748,0,0
21,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.418,1.418,0,0
22,2,1,1,0,0,0.474,1.000,0.000,0.500,0.311,1.109,1.609,0,0
23,3,2,1,0,0,0.486,1.000,0.000,0.536,0.321,1.136,1.672,0,0
24,3,2,1,0,0,0.472,1.000,0.000,0.509,0.309,1.140,1.649,0,0
25,3,2,1,0,0,0.557,1.000,0.000,0.736,0.386,1.171,1.906,0,0
26,3,2,1,0,0,0.596,1.000,0.000,0.802,0.425,1.085,1.887,0,0
27,2,1,1,0,0,0.496,1.000,0.000,0.520,0.330,1.055,1.574,0,0
28,3,2,1,0,0,0.590,1.000,0.000,0.804,0.418,1.118,1.921,0,0
