frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
2,3,3,0,0,0,1.000,1.000,0.000,1.011,1.000,0.000,1.011,0,0
3,3,3,0,0,0,1.000,1.000,0.000,0.937,1.000,0.000,0.937,0,0
4,3,3,0,0,0,1.000,1.000,0.000,1.036,1.000,0.000,1.036,0,0
5,2,2,0,0,0,1.000,1.000,0.000,0.598,1.000,0.000,0.598,0,0
6,3,3,0,0,0,1.000,1.000,0.000,0.736,1.000,0.000,0.736,0,0
7,2,2,0,0,0,1.000,1.000,0.000,0.662,1.000,0.000,0.662,0,0
8,3,3,0,0,0,1.000,1.000,0.000,0.937,1.000,0.000,0.937,0,0
9,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
10,2,2,0,0,0,1.000,1.000,0.000,0.683,1.000,0.000,0.683,0,0
11,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
12,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
13,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
14,2,2,0,0,0,1.000,1.000,0.000,0.451,1.000,0.000,0.451,0,0
15,2,2,0,0,0,1.000,1.000,0.000,0.530,1.000,0.000,0.530,0,0
16,3,3,0,0,0,1.000,1.000,0.000,0.868,1.000,0.000,0.868,0,0
17,3,3,0,0,0,1.000,1.000,0.000,0.736,1.000,0.000,0.736,0,0
18,2,2,0,0,0,1.000,1.000,0.000,0.325,1.000,0.000,0.325,0,0
19,3,1,1,1,0,0.827,0.827,0.139,0.802,0.827,0.139,0.802,0,0
20,3,1,0,2,0,0.800,0.667,0.347,1.040,1.000,0.000,0.693,0,0
21,3,1,0,2,0,0.847,0.735,0.239,0.900,1.000,0.000,0.662,0,0
22,3,1,0,2,0,0.846,0.734,0.231,0.868,1.000,0.000,0.637,0,0
23,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
24,3,1,0,2,0,0.873,0.775,0.154,0.684,1.000,0.000,0.530,0,0
25,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
26,2,2,0,0,0,1.000,1.000,0.000,0.410,1.000,0.000,0.410,0,0
