frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
2,3,1,0,2,0,0.686,0.522,0.433,0.908,1.000,0.000,0.474,0,0
3,4,2,0,2,0,0.770,0.626,0.478,1.280,1.000,0.000,0.802,0,0
4,4,2,0,2,0,0.777,0.635,0.462,1.265,1.000,0.000,0.803,0,0
5,4,2,0,2,0,0.759,0.612,0.481,1.241,1.000,0.000,0.760,0,0
6,5,1,1,3,0,0.463,0.321,0.976,1.438,0.827,0.097,0.559,0,0
7,4,1,1,2,0,0.508,0.425,0.683,1.188,0.631,0.295,0.800,0,0
8,5,1,2,2,0,0.790,0.886,0.159,1.397,0.713,0.498,1.736,0,0
9,4,1,1,2,0,0.475,0.515,0.447,0.920,0.440,0.602,1.075,0,0
10,3,1,1,1,0,0.544,0.678,0.270,0.839,0.455,0.682,1.251,0,0
11,3,1,1,1,0,0.461,0.409,0.379,0.642,0.528,0.234,0.497,0,0
12,3,1,1,1,0,0.531,0.468,0.456,0.857,0.615,0.251,0.652,0,0
13,3,1,1,1,0,0.578,0.526,0.349,0.736,0.643,0.215,0.602,0,0
14,3,1,1,1,0,0.402,0.408,0.421,0.712,0.395,0.446,0.736,0,0
15,3,1,1,1,0,0.572,0.639,0.187,0.518,0.518,0.308,0.639,0,0
16,2,1,1,0,0,0.769,1.000,0.000,0.530,0.624,0.319,0.849,0,0
17,2,1,1,0,0,0.818,1.000,0.000,0.387,0.692,0.173,0.560,0,0
18,2,1,1,0,0,0.630,1.000,0.000,0.287,0.460,0.337,0.624,0,0
19,2,1,1,0,0,0.612,1.000,0.000,0.295,0.441,0.374,0.670,0,0
20,2,1,1,0,0,0.439,1.000,0.000,0.173,0.281,0.443,0.616,0,0
21,2,1,1,0,0,0.650,1.000,0.000,0.401,0.482,0.431,0.833,0,0
22,2,1,1,0,0,0.679,1.000,0.000,0.398,0.514,0.377,0.775,0,0
23,2,1,1,0,0,0.539,1.000,0.000,0.287,0.369,0.491,0.778,0,0
24,2,2,0,0,0,1.000,1.000,0.000,0.593,1.000,0.000,0.593,0,0
25,2,1,1,0,0,0.796,1.000,0.000,0.582,0.661,0.299,0.882,0,0
26,2,1,1,0,0,0.656,1.000,0.000,0.554,0.488,0.581,1.135,0,0
27,2,1,1,0,0,0.665,1.000,0.000,0.572,0.498,0.576,1.148,0,0
28,2,1,1,0,0,0.274,1.000,0.000,0.305,0.159,1.612,1.916,0,0
29,2,1,1,0,0,0.487,1.000,0.000,0.325,0.322,0.685,1.010,0,0
30,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.232,1.232,0,0
31,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.316,1.316,0,0
32,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.485,0.485,0,0
33,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.800,0.800,0,0
34,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.436,0.436,0,0
35,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.790,0.790,0,0
36,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.730,0.730,0,0
37,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.998,0.998,0,0
38,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.633,0.633,0,0
39,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.633,0.633,0,0
40,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.578,0.578,0,0
41,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.485,0.485,0,0
42,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.021,1.021,0,0
43,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.708,0.708,0,0
44,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
45,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
46,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.206,0.206,0,0
47,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.173,0.173,0,0
48,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.199,0.199,0,0
49,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
50,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.444,0.444,0,0
51,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.463,0.463,0,0
52,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.271,0.271,0,0
53,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.838,0.838,0,0
54,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.215,0.215,0,0
55,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.741,1.741,0,0
56,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.688,1.688,0,0
57,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.165,1.165,0,0
58,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.507,1.507,0,0
59,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.580,1.580,0,0
60,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.678,0.678,0,0
61,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.622,1.622,0,0
62,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.091,1.091,0,0
63,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.226,1.226,0,0
64,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.257,0.257,0,0
65,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.790,0.790,0,0
66,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.034,1.034,0,0
67,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.595,1.595,0,0
68,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.383,1.383,0,0
69,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.895,0.895,0,0
70,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.886,0.886,0,0
71,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.121,1.121,0,0
72,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
73,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.755,0.755,0,0
74,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.525,1.525,0,0
75,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.484,1.484,0,0
76,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.466,1.466,0,0
77,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.185,0.185,0,0
78,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.191,0.191,0,0
79,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.322,1.322,0,0
80,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.235,1.235,0,0
81,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.964,0.964,0,0
82,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.253,1.253,0,0
