frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,6,3,3,0,0,0.909,1.000,0.000,1.560,0.834,0.311,1.871,0,0
2,6,2,4,0,0,0.896,1.000,0.000,1.422,0.811,0.331,1.753,0,0
3,6,5,1,0,0,0.975,1.000,0.000,1.543,0.952,0.078,1.622,0,0
4,6,4,2,0,0,0.944,1.000,0.000,1.462,0.894,0.174,1.636,0,0
5,6,3,3,0,0,0.924,1.000,0.000,1.539,0.858,0.254,1.794,0,0
6,6,3,3,0,0,0.927,1.000,0.000,1.533,0.864,0.242,1.775,0,0
7,6,3,3,0,0,0.953,1.000,0.000,1.577,0.911,0.155,1.732,0,0
8,6,5,1,0,0,0.983,1.000,0.000,1.582,0.967,0.054,1.636,0,0
9,6,4,2,0,0,0.969,1.000,0.000,1.651,0.939,0.106,1.757,0,0
10,6,2,4,0,0,0.889,0.942,0.090,1.544,0.841,0.275,1.729,0,0
11,6,6,0,0,0,1.000,1.000,0.000,1.613,1.000,0.000,1.613,0,0
12,6,6,0,0,0,1.000,1.000,0.000,1.630,1.000,0.000,1.630,0,0
13,6,5,1,0,0,0.987,1.000,0.000,1.624,0.975,0.042,1.666,0,0
14,6,4,2,0,0,0.974,1.000,0.000,1.497,0.949,0.081,1.578,0,0
15,6,3,2,1,0,0.908,0.894,0.159,1.495,0.923,0.112,1.449,0,0
16,6,2,3,1,0,0.850,0.860,0.221,1.574,0.841,0.255,1.609,0,0
17,6,2,3,1,0,0.895,0.880,0.182,1.518,0.910,0.133,1.470,0,0
18,6,2,3,1,0,0.907,0.958,0.063,1.516,0.861,0.235,1.688,0,0
19,5,3,2,0,0,0.942,1.000,0.000,1.427,0.891,0.175,1.602,0,0
20,5,4,1,0,0,0.940,1.000,0.000,1.482,0.886,0.190,1.672,0,0
21,6,3,3,0,0,0.924,1.000,0.000,1.586,0.858,0.262,1.848,0,0
22,6,4,2,0,0,0.947,1.000,0.000,1.632,0.899,0.183,1.815,0,0
23,6,4,2,0,0,0.891,1.000,0.000,1.532,0.804,0.374,1.906,0,0
24,6,5,1,0,0,0.990,1.000,0.000,1.638,0.979,0.035,1.673,0,0
25,6,5,1,0,0,0.961,1.000,0.000,1.583,0.924,0.130,1.713,0,0
26,6,4,2,0,0,0.959,1.000,0.000,1.555,0.920,0.134,1.689,0,0
27,6,2,4,0,0,0.909,1.000,0.000,1.631,0.834,0.325,1.957,0,0
28,6,2,4,0,0,0.892,1.000,0.000,1.549,0.805,0.376,1.925,0,0
29,6,5,1,0,0,0.983,1.000,0.000,1.627,0.967,0.055,1.682,0,0
30,6,3,3,0,0,0.926,1.000,0.000,1.671,0.863,0.265,1.936,0,0
31,6,5,1,0,0,0.975,1.000,0.000,1.483,0.951,0.077,1.560,0,0
32,7,4,3,0,0,0.914,1.000,0.000,1.544,0.842,0.290,1.834,0,0
33,6,4,2,0,0,0.932,1.000,0.000,1.379,0.873,0.200,1.579,0,0
34,5,3,2,0,0,0.943,1.000,0.000,1.259,0.891,0.153,1.412,0,0
35,5,3,2,0,0,0.958,1.000,0.000,1.224,0.919,0.108,1.332,0,0
36,4,2,2,0,0,0.903,1.000,0.000,1.078,0.824,0.231,1.309,0,0
37,4,2,2,0,0,0.929,1.000,0.000,1.120,0.868,0.171,1.291,0,0
