frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,12,4,8,0,0,0.888,1.000,0.000,2.200,0.798,0.556,2.756,0,0
2,15,9,6,0,0,0.932,1.000,0.000,2.171,0.873,0.316,2.487,0,0
3,15,8,7,0,0,0.914,1.000,0.000,2.097,0.842,0.395,2.491,0,0
4,14,7,6,1,0,0.888,0.941,0.125,2.116,0.841,0.376,2.368,0,0
5,15,6,9,0,0,0.915,0.966,0.077,2.251,0.869,0.329,2.502,0,0
6,15,6,9,0,0,0.902,0.984,0.038,2.319,0.833,0.457,2.738,0,0
7,15,10,4,1,0,0.922,0.940,0.137,2.285,0.905,0.227,2.374,0,0
8,14,8,5,1,0,0.892,0.975,0.057,2.242,0.822,0.472,2.658,0,0
9,17,9,8,0,0,0.918,1.000,0.000,2.329,0.848,0.418,2.748,0,0
10,17,10,7,0,0,0.957,1.000,0.000,2.394,0.918,0.214,2.609,0,0
11,16,13,3,0,0,0.941,1.000,0.000,2.337,0.888,0.294,2.631,0,0
12,14,10,4,0,0,0.946,1.000,0.000,2.221,0.897,0.255,2.477,0,0
13,15,8,7,0,0,0.896,1.000,0.000,2.114,0.811,0.492,2.605,0,0
14,16,9,7,0,0,0.898,1.000,0.000,2.285,0.815,0.517,2.802,0,0
15,17,8,9,0,0,0.916,1.000,0.000,2.403,0.845,0.442,2.845,0,0
16,16,11,5,0,0,0.946,1.000,0.000,2.410,0.897,0.277,2.687,0,0
17,17,9,8,0,0,0.920,1.000,0.000,2.535,0.853,0.438,2.973,0,0
18,14,9,5,0,0,0.904,1.000,0.000,2.089,0.825,0.444,2.533,0,0
19,18,16,2,0,0,0.927,1.000,0.000,2.416,0.864,0.381,2.797,0,0
20,16,9,7,0,0,0.883,1.000,0.000,2.353,0.791,0.621,2.974,0,0
21,13,8,5,0,0,0.850,1.000,0.000,1.987,0.740,0.700,2.687,0,0
22,13,8,5,0,0,0.917,1.000,0.000,1.955,0.846,0.355,2.310,0,0
23,15,8,7,0,0,0.924,1.000,0.000,1.861,0.859,0.305,2.166,0,0
24,13,5,7,1,0,0.939,0.993,0.012,1.915,0.890,0.235,2.137,0,0
25,13,5,8,0,0,0.893,1.000,0.000,2.058,0.807,0.492,2.550,0,0
26,11,7,4,0,0,0.937,1.000,0.000,1.972,0.882,0.265,2.236,0,0
27,11,5,6,0,0,0.890,1.000,0.000,2.026,0.802,0.500,2.526,0,0
28,11,8,3,0,0,0.872,1.000,0.000,1.830,0.773,0.537,2.367,0,0
29,11,6,5,0,0,0.864,1.000,0.000,1.921,0.761,0.603,2.524,0,0
30,12,7,5,0,0,0.876,1.000,0.000,1.958,0.780,0.553,2.511,0,0
31,13,9,4,0,0,0.878,1.000,0.000,2.206,0.783,0.612,2.818,0,0
32,13,9,4,0,0,0.959,1.000,0.000,2.271,0.921,0.194,2.465,0,0
33,13,7,6,0,0,0.895,1.000,0.000,2.186,0.809,0.515,2.701,0,0
34,12,8,4,0,0,0.900,1.000,0.000,2.123,0.818,0.473,2.596,0,0
35,11,6,5,0,0,0.876,1.000,0.000,2.139,0.779,0.605,2.745,0,0
36,11,5,6,0,0,0.859,1.000,0.000,2.183,0.753,0.718,2.901,0,0
37,12,6,6,0,0,0.897,1.000,0.000,2.222,0.814,0.509,2.731,0,0
38,13,8,5,0,0,0.946,1.000,0.000,2.219,0.898,0.253,2.472,0,0
39,14,9,5,0,0,0.932,1.000,0.000,2.225,0.872,0.326,2.551,0,0
40,11,9,2,0,0,0.923,1.000,0.000,2.015,0.857,0.337,2.352,0,0
41,12,7,5,0,0,0.935,1.000,0.000,2.138,0.877,0.299,2.436,0,0
42,13,9,3,1,0,0.937,0.954,0.100,2.181,0.921,0.178,2.259,0,0
43,12,7,4,1,0,0.906,0.955,0.098,2.167,0.861,0.334,2.404,0,0
44,14,9,4,1,0,0.918,0.962,0.085,2.257,0.878,0.302,2.474,0,0
45,12,8,4,0,0,0.934,1.000,0.000,1.997,0.876,0.281,2.279,0,0
46,11,7,4,0,0,0.952,1.000,0.000,1.842,0.909,0.184,2.026,0,0
47,12,8,4,0,0,0.945,1.000,0.000,1.624,0.896,0.188,1.812,0,0
48,12,7,5,0,0,0.904,0.939,0.117,1.925,0.872,0.266,2.074,0,0
49,13,10,3,0,0,0.944,0.946,0.107,1.973,0.942,0.114,1.980,0,0
50,12,9,3,0,0,0.973,1.000,0.000,2.139,0.947,0.121,2.260,0,0
51,14,7,6,1,0,0.882,0.946,0.125,2.322,0.827,0.461,2.657,0,0
52,13,6,7,0,0,0.802,0.955,0.099,2.201,0.692,0.936,3.038,0,0
53,13,7,6,0,0,0.869,1.000,0.000,2.169,0.768,0.656,2.826,0,0
54,14,5,9,0,0,0.900,1.000,0.000,2.417,0.817,0.540,2.957,0,0
55,12,7,5,0,0,0.922,1.000,0.000,2.141,0.855,0.364,2.505,0,0
56,11,4,7,0,0,0.858,0.929,0.137,1.916,0.798,0.451,2.230,0,0
57,13,8,5,0,0,0.865,1.000,0.000,2.003,0.763,0.624,2.627,0,0
58,13,9,4,0,0,0.947,1.000,0.000,2.073,0.899,0.232,2.305,0,0
59,15,4,10,1,0,0.879,0.936,0.148,2.321,0.828,0.451,2.624,0,0
60,13,7,6,0,0,0.895,1.000,0.000,2.112,0.810,0.496,2.608,0,0
61,13,9,4,0,0,0.959,1.000,0.000,2.253,0.922,0.191,2.445,0,0
62,13,4,8,1,0,0.793,0.927,0.152,2.073,0.692,0.854,2.775,0,0
63,13,7,6,0,0,0.921,0.937,0.142,2.270,0.905,0.223,2.351,0,0
64,11,7,4,0,0,0.958,1.000,0.000,2.150,0.920,0.188,2.338,0,0
65,13,7,5,1,0,0.880,0.912,0.199,2.263,0.851,0.361,2.424,0,0
66,11,6,5,0,0,0.894,1.000,0.000,1.991,0.808,0.475,2.466,0,0
67,8,6,2,0,0,0.938,1.000,0.000,1.897,0.882,0.253,2.150,0,0
68,7,3,3,1,0,0.848,0.899,0.187,1.854,0.803,0.409,2.076,0,0
69,10,5,5,0,0,0.877,1.000,0.000,1.885,0.781,0.529,2.414,0,0
70,10,7,3,0,0,0.852,1.000,0.000,1.784,0.742,0.621,2.405,0,0
71,8,6,2,0,0,0.848,1.000,0.000,1.726,0.736,0.620,2.346,0,0
72,11,7,4,0,0,0.893,1.000,0.000,1.899,0.807,0.456,2.355,0,0
73,10,3,7,0,0,0.828,0.923,0.149,1.933,0.750,0.593,2.377,0,0
74,11,4,6,1,0,0.859,0.897,0.200,1.943,0.825,0.370,2.113,0,0
75,11,3,7,1,0,0.864,0.923,0.157,2.033,0.812,0.436,2.312,0,0
76,11,5,5,1,0,0.802,0.940,0.116,1.942,0.699,0.787,2.612,0,0
77,9,3,6,0,0,0.867,1.000,0.000,1.819,0.764,0.560,2.380,0,0
78,10,2,8,0,0,0.859,1.000,0.000,1.863,0.753,0.611,2.474,0,0
79,12,2,10,0,0,0.826,0.977,0.047,2.028,0.715,0.789,2.770,0,0
80,12,4,7,1,0,0.857,0.965,0.073,2.044,0.771,0.585,2.557,0,0
81,10,5,4,1,0,0.824,0.961,0.074,1.881,0.721,0.700,2.507,0,0
82,12,3,9,0,0,0.815,0.972,0.059,2.143,0.702,0.886,2.969,0,0
83,12,6,6,0,0,0.820,1.000,0.000,1.929,0.696,0.844,2.772,0,0
84,11,6,4,1,0,0.901,0.957,0.085,1.988,0.851,0.333,2.236,0,0
85,12,5,6,1,0,0.835,0.954,0.097,2.116,0.743,0.699,2.718,0,0
86,11,4,6,1,0,0.817,0.952,0.096,2.015,0.715,0.765,2.684,0,0
87,10,6,3,1,0,0.887,0.981,0.034,1.808,0.809,0.419,2.193,0,0
88,11,5,4,2,0,0.922,0.911,0.173,1.943,0.934,0.126,1.895,0,0
89,12,9,3,0,0,0.958,1.000,0.000,1.753,0.919,0.154,1.906,0,0
90,11,6,3,2,0,0.903,0.918,0.157,1.919,0.889,0.220,1.982,0,0
91,11,5,5,1,0,0.889,0.918,0.166,2.035,0.862,0.299,2.167,0,0
92,12,4,7,1,0,0.801,0.962,0.079,2.099,0.687,0.922,2.942,0,0
93,10,3,6,1,0,0.807,0.944,0.103,1.850,0.704,0.735,2.482,0,0
94,12,4,7,1,0,0.834,0.938,0.120,1.947,0.751,0.605,2.432,0,0
95,12,4,8,0,0,0.835,0.953,0.094,1.991,0.744,0.653,2.550,0,0
96,10,4,6,0,0,0.882,0.901,0.186,1.883,0.864,0.268,1.965,0,0
97,11,4,7,0,0,0.870,0.992,0.017,2.027,0.776,0.582,2.591,0,0
98,11,5,6,0,0,0.873,1.000,0.000,2.074,0.775,0.604,2.678,0,0
