frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,2,2,0,0,0,1.000,1.000,0.000,0.271,1.000,0.000,0.271,0,0
2,3,3,0,0,0,1.000,1.000,0.000,0.600,1.000,0.000,0.600,0,0
3,2,2,0,0,0,1.000,1.000,0.000,0.234,1.000,0.000,0.234,0,0
4,2,2,0,0,0,1.000,1.000,0.000,0.500,1.000,0.000,0.500,0,0
5,2,2,0,0,0,1.000,1.000,0.000,0.325,1.000,0.000,0.325,0,0
6,3,3,0,0,0,1.000,1.000,0.000,0.736,1.000,0.000,0.736,0,0
7,3,3,0,0,0,1.000,1.000,0.000,0.566,1.000,0.000,0.566,0,0
8,2,2,0,0,0,1.000,1.000,0.000,0.530,1.000,0.000,0.530,0,0
9,4,3,1,0,0,0.957,1.000,0.000,0.916,0.918,0.082,0.998,0,0
10,2,2,0,0,0,1.000,1.000,0.000,0.325,1.000,0.000,0.325,0,0
11,3,3,0,0,0,1.000,1.000,0.000,0.536,1.000,0.000,0.536,0,0
12,2,2,0,0,0,1.000,1.000,0.000,0.245,1.000,0.000,0.245,0,0
13,3,3,0,0,0,1.000,1.000,0.000,0.730,1.000,0.000,0.730,0,0
14,4,3,1,0,0,0.957,1.000,0.000,0.969,0.918,0.087,1.056,0,0
15,3,2,1,0,0,0.930,1.000,0.000,0.656,0.869,0.099,0.755,0,0
16,4,4,0,0,0,1.000,1.000,0.000,0.951,1.000,0.000,0.951,0,0
17,4,3,1,0,0,0.921,1.000,0.000,1.047,0.853,0.181,1.228,0,0
18,4,2,2,0,0,0.885,1.000,0.000,1.118,0.793,0.292,1.410,0,0
19,3,3,0,0,0,1.000,1.000,0.000,0.831,1.000,0.000,0.831,0,0
20,2,2,0,0,0,1.000,1.000,0.000,0.451,1.000,0.000,0.451,0,0
21,4,2,2,0,0,0.918,1.000,0.000,1.157,0.849,0.206,1.363,0,0
22,5,4,1,0,0,0.967,1.000,0.000,1.203,0.937,0.082,1.285,0,0
23,5,4,1,0,0,0.951,1.000,0.000,1.205,0.906,0.125,1.330,0,0
24,4,4,0,0,0,1.000,1.000,0.000,1.212,1.000,0.000,1.212,0,0
25,5,5,0,0,0,1.000,1.000,0.000,1.376,1.000,0.000,1.376,0,0
26,3,3,0,0,0,1.000,1.000,0.000,0.859,1.000,0.000,0.859,0,0
27,3,2,1,0,0,0.904,1.000,0.000,0.898,0.825,0.191,1.089,0,0
28,4,3,1,0,0,0.946,1.000,0.000,1.041,0.897,0.119,1.160,0,0
29,4,3,1,0,0,0.895,1.000,0.000,1.103,0.809,0.260,1.363,0,0
30,2,2,0,0,0,1.000,1.000,0.000,0.377,1.000,0.000,0.377,0,0
31,2,2,0,0,0,1.000,1.000,0.000,0.271,1.000,0.000,0.271,0,0
32,4,4,0,0,0,1.000,1.000,0.000,1.091,1.000,0.000,1.091,0,0
