frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
2,2,2,0,0,0,1.000,1.000,0.000,0.689,1.000,0.000,0.689,0,0
3,2,2,0,0,0,1.000,1.000,0.000,0.662,1.000,0.000,0.662,0,0
4,2,2,0,0,0,1.000,1.000,0.000,0.655,1.000,0.000,0.655,0,0
5,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
6,2,1,1,0,0,0.857,1.000,0.000,0.673,0.750,0.225,0.898,0,0
7,2,1,1,0,0,0.886,1.000,0.000,0.691,0.796,0.177,0.869,0,0
8,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
9,2,2,0,0,0,1.000,1.000,0.000,0.662,1.000,0.000,0.662,0,0
10,2,2,0,0,0,1.000,1.000,0.000,0.689,1.000,0.000,0.689,0,0
11,2,1,1,0,0,0.676,1.000,0.000,0.349,0.510,0.335,0.684,0,0
12,2,2,0,0,0,1.000,1.000,0.000,0.679,1.000,0.000,0.679,0,0
13,2,2,0,0,0,1.000,1.000,0.000,0.690,1.000,0.000,0.690,0,0
14,2,2,0,0,0,1.000,1.000,0.000,0.681,1.000,0.000,0.681,0,0
15,2,2,0,0,0,1.000,1.000,0.000,0.679,1.000,0.000,0.679,0,0
16,2,2,0,0,0,1.000,1.000,0.000,0.689,1.000,0.000,0.689,0,0
17,2,2,0,0,0,1.000,1.000,0.000,0.693,1.000,0.000,0.693,0,0
18,2,1,1,0,0,0.810,1.000,0.000,0.611,0.680,0.287,0.898,0,0
19,2,2,0,0,0,1.000,1.000,0.000,0.611,1.000,0.000,0.611,0,0
20,2,2,0,0,0,1.000,1.000,0.000,0.693,1.000,0.000,0.693,0,0
21,2,2,0,0,0,1.000,1.000,0.000,0.611,1.000,0.000,0.611,0,0
