frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,3,2,1,0,0,0.619,1.000,0.000,0.808,0.448,0.997,1.805,0,0
2,3,1,2,0,0,0.662,1.000,0.000,0.856,0.495,0.874,1.730,0,0
3,3,1,2,0,0,0.779,1.000,0.000,0.956,0.638,0.542,1.498,0,0
4,2,1,1,0,0,0.719,1.000,0.000,0.611,0.561,0.478,1.089,0,0
5,3,1,2,0,0,0.878,1.000,0.000,0.908,0.783,0.252,1.160,0,0
6,3,0,3,0,0,0.769,1.000,0.000,1.010,0.625,0.606,1.615,0,0
7,3,3,0,0,0,1.000,1.000,0.000,0.959,1.000,0.000,0.959,0,0
8,3,2,1,0,0,0.901,1.000,0.000,0.950,0.820,0.209,1.160,0,0
9,3,1,2,0,0,0.780,1.000,0.000,0.868,0.639,0.490,1.358,0,0
10,4,3,1,0,0,0.962,1.000,0.000,1.103,0.927,0.087,1.190,0,0
11,4,3,1,0,0,0.950,1.000,0.000,1.125,0.904,0.119,1.244,0,0
12,4,4,0,0,0,1.000,1.000,0.000,1.063,1.000,0.000,1.063,0,0
13,4,4,0,0,0,1.000,1.000,0.000,1.078,1.000,0.000,1.078,0,0
14,4,4,0,0,0,1.000,1.000,0.000,0.857,1.000,0.000,0.857,0,0
15,4,4,0,0,0,1.000,1.000,0.000,0.884,1.000,0.000,0.884,0,0
16,4,4,0,0,0,1.000,1.000,0.000,1.003,1.000,0.000,1.003,0,0
17,4,4,0,0,0,1.000,1.000,0.000,1.157,1.000,0.000,1.157,0,0
18,4,3,1,0,0,0.961,1.000,0.000,1.137,0.925,0.092,1.229,0,0
19,4,3,1,0,0,0.870,1.000,0.000,1.240,0.769,0.372,1.611,0,0
20,4,4,0,0,0,1.000,1.000,0.000,1.310,1.000,0.000,1.310,0,0
21,4,4,0,0,0,1.000,1.000,0.000,1.235,1.000,0.000,1.235,0,0
22,4,4,0,0,0,1.000,1.000,0.000,1.212,1.000,0.000,1.212,0,0
23,4,3,1,0,0,0.907,1.000,0.000,1.020,0.830,0.209,1.229,0,0
24,3,2,1,0,0,0.945,1.000,0.000,0.959,0.895,0.112,1.071,0,0
25,3,3,0,0,0,1.000,1.000,0.000,0.928,1.000,0.000,0.928,0,0
26,3,2,1,0,0,0.856,1.000,0.000,0.956,0.748,0.321,1.277,0,0
27,3,2,1,0,0,0.788,1.000,0.000,0.760,0.650,0.409,1.169,0,0
28,2,2,0,0,0,1.000,1.000,0.000,0.349,1.000,0.000,0.349,0,0
29,3,2,1,0,0,0.806,1.000,0.000,0.509,0.674,0.246,0.755,0,0
30,3,1,2,0,0,0.820,1.000,0.000,0.730,0.695,0.321,1.051,0,0
31,3,2,1,0,0,0.676,1.000,0.000,0.485,0.511,0.464,0.950,0,0
32,3,2,1,0,0,0.735,1.000,0.000,0.600,0.581,0.433,1.034,0,0
33,2,2,0,0,0,1.000,1.000,0.000,0.377,1.000,0.000,0.377,0,0
34,3,3,0,0,0,1.000,1.000,0.000,0.485,1.000,0.000,0.485,0,0
35,3,3,0,0,0,1.000,1.000,0.000,0.802,1.000,0.000,0.802,0,0
36,3,3,0,0,0,1.000,1.000,0.000,0.849,1.000,0.000,0.849,0,0
37,3,3,0,0,0,1.000,1.000,0.000,0.802,1.000,0.000,0.802,0,0
38,3,3,0,0,0,1.000,1.000,0.000,0.687,1.000,0.000,0.687,0,0
39,3,3,0,0,0,1.000,1.000,0.000,0.730,1.000,0.000,0.730,0,0
40,3,3,0,0,0,1.000,1.000,0.000,0.824,1.000,0.000,0.824,0,0
41,3,2,1,0,0,0.927,1.000,0.000,1.093,0.863,0.173,1.266,0,0
42,3,3,0,0,0,1.000,1.000,0.000,0.860,1.000,0.000,0.860,0,0
43,3,3,0,0,0,1.000,1.000,0.000,1.058,1.000,0.000,1.058,0,0
44,3,3,0,0,0,1.000,1.000,0.000,1.055,1.000,0.000,1.055,0,0
45,3,3,0,0,0,1.000,1.000,0.000,1.061,1.000,0.000,1.061,0,0
46,3,2,1,0,0,0.889,1.000,0.000,0.960,0.800,0.239,1.199,0,0
47,2,2,0,0,0,1.000,1.000,0.000,0.598,1.000,0.000,0.598,0,0
48,2,1,1,0,0,0.779,1.000,0.000,0.673,0.638,0.382,1.055,0,0
49,2,1,1,0,0,0.846,1.000,0.000,0.637,0.734,0.231,0.868,0,0
50,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
51,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
52,2,1,1,0,0,0.786,1.000,0.000,0.687,0.648,0.374,1.061,0,0
53,2,1,1,0,0,0.834,1.000,0.000,0.655,0.715,0.261,0.916,0,0
54,2,2,0,0,0,1.000,1.000,0.000,0.611,1.000,0.000,0.611,0,0
55,2,2,0,0,0,1.000,1.000,0.000,0.530,1.000,0.000,0.530,0,0
56,3,3,0,0,0,1.000,1.000,0.000,0.860,1.000,0.000,0.860,0,0
57,3,3,0,0,0,1.000,1.000,0.000,0.536,1.000,0.000,0.536,0,0
58,3,2,1,0,0,0.923,1.000,0.000,0.760,0.858,0.126,0.886,0,0
59,3,2,1,0,0,0.899,1.000,0.000,0.928,0.816,0.209,1.137,0,0
60,3,2,1,0,0,0.910,1.000,0.000,1.035,0.835,0.205,1.240,0,0
61,3,1,2,0,0,0.825,1.000,0.000,0.934,0.702,0.396,1.330,0,0
62,4,3,1,0,0,0.870,1.000,0.000,1.084,0.770,0.323,1.408,0,0
63,3,2,1,0,0,0.945,1.000,0.000,0.929,0.897,0.107,1.036,0,0
64,4,3,1,0,0,0.948,1.000,0.000,1.075,0.901,0.118,1.193,0,0
65,4,2,2,0,0,0.887,1.000,0.000,1.154,0.797,0.293,1.447,0,0
66,4,3,1,0,0,0.952,1.000,0.000,1.140,0.909,0.115,1.254,0,0
67,4,2,2,0,0,0.799,1.000,0.000,1.074,0.665,0.540,1.614,0,0
68,4,3,1,0,0,0.897,1.000,0.000,0.992,0.813,0.228,1.220,0,0
69,3,3,0,0,0,1.000,1.000,0.000,0.512,1.000,0.000,0.512,0,0
70,3,3,0,0,0,1.000,1.000,0.000,0.627,1.000,0.000,0.627,0,0
71,3,3,0,0,0,1.000,1.000,0.000,0.578,1.000,0.000,0.578,0,0
72,3,2,1,0,0,0.845,1.000,0.000,0.501,0.732,0.184,0.685,0,0
73,3,2,1,0,0,0.802,1.000,0.000,0.299,0.669,0.147,0.446,0,0
74,2,2,0,0,0,1.000,1.000,0.000,0.336,1.000,0.000,0.336,0,0
75,2,2,0,0,0,1.000,1.000,0.000,0.333,1.000,0.000,0.333,0,0
76,2,1,1,0,0,0.603,1.000,0.000,0.206,0.431,0.272,0.478,0,0
77,2,1,1,0,0,0.562,1.000,0.000,0.245,0.391,0.381,0.626,0,0
78,2,1,1,0,0,0.484,1.000,0.000,0.245,0.320,0.521,0.766,0,0
79,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
80,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.512,0.512,0,0
81,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.479,0.479,0,0
82,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
83,2,0,2,0,0,0.790,1.000,0.000,0.343,0.653,0.182,0.524,0,0
84,2,2,0,0,0,1.000,1.000,0.000,0.578,1.000,0.000,0.578,0,0
85,2,0,2,0,0,0.836,1.000,0.000,0.546,0.719,0.213,0.759,0,0
86,2,0,2,0,0,0.849,1.000,0.000,0.684,0.737,0.244,0.929,0,0
87,2,1,1,0,0,0.916,1.000,0.000,0.649,0.844,0.120,0.769,0,0
88,2,1,1,0,0,0.918,1.000,0.000,0.670,0.848,0.120,0.791,0,0
89,2,0,2,0,0,0.801,1.000,0.000,0.617,0.668,0.307,0.924,0,0
90,2,1,1,0,0,0.920,1.000,0.000,0.619,0.851,0.108,0.728,0,0
91,2,2,0,0,0,1.000,1.000,0.000,0.678,1.000,0.000,0.678,0,0
92,3,3,0,0,0,1.000,1.000,0.000,0.849,1.000,0.000,0.849,0,0
93,3,1,2,0,0,0.890,1.000,0.000,0.913,0.802,0.225,1.138,0,0
94,3,1,2,0,0,0.892,1.000,0.000,0.934,0.805,0.227,1.162,0,0
95,3,3,0,0,0,1.000,1.000,0.000,0.966,1.000,0.000,0.966,0,0
96,3,3,0,0,0,1.000,1.000,0.000,0.970,1.000,0.000,0.970,0,0
97,3,2,1,0,0,0.969,1.000,0.000,0.813,0.941,0.051,0.864,0,0
98,3,1,2,0,0,0.893,1.000,0.000,0.941,0.806,0.226,1.166,0,0
99,4,3,1,0,0,0.948,1.000,0.000,1.198,0.901,0.131,1.329,0,0
100,4,2,2,0,0,0.919,1.000,0.000,1.238,0.851,0.217,1.456,0,0
101,4,3,1,0,0,0.963,1.000,0.000,1.205,0.928,0.093,1.298,0,0
102,4,1,3,0,0,0.894,1.000,0.000,1.326,0.809,0.313,1.639,0,0
103,4,3,1,0,0,0.946,1.000,0.000,0.982,0.897,0.112,1.094,0,0
104,3,1,2,0,0,0.650,1.000,0.000,0.594,0.481,0.640,1.234,0,0
105,3,0,3,0,0,0.761,1.000,0.000,0.836,0.614,0.525,1.361,0,0
106,3,0,3,0,0,0.815,1.000,0.000,1.054,0.688,0.478,1.532,0,0
107,4,3,1,0,0,0.935,1.000,0.000,1.095,0.877,0.153,1.248,0,0
108,4,2,2,0,0,0.887,1.000,0.000,1.134,0.797,0.289,1.422,0,0
109,4,4,0,0,0,1.000,1.000,0.000,1.198,1.000,0.000,1.198,0,0
110,4,3,1,0,0,0.951,1.000,0.000,1.187,0.906,0.123,1.310,0,0
111,4,3,1,0,0,0.979,1.000,0.000,1.266,0.960,0.053,1.319,0,0
112,4,2,2,0,0,0.864,1.000,0.000,1.205,0.760,0.381,1.586,0,0
113,4,1,3,0,0,0.887,1.000,0.000,1.235,0.797,0.314,1.549,0,0
114,4,3,1,0,0,0.956,1.000,0.000,1.323,0.916,0.121,1.444,0,0
115,4,1,3,0,0,0.831,1.000,0.000,1.261,0.711,0.512,1.773,0,0
116,4,2,2,0,0,0.848,1.000,0.000,1.280,0.736,0.460,1.740,0,0
117,4,3,1,0,0,0.900,1.000,0.000,1.282,0.818,0.285,1.568,0,0
118,4,2,2,0,0,0.887,1.000,0.000,1.365,0.797,0.347,1.711,0,0
119,4,2,2,0,0,0.887,1.000,0.000,1.312,0.796,0.336,1.648,0,0
120,4,3,1,0,0,0.924,1.000,0.000,1.332,0.858,0.221,1.553,0,0
121,4,4,0,0,0,1.000,1.000,0.000,1.334,1.000,0.000,1.334,0,0
122,4,4,0,0,0,1.000,1.000,0.000,1.279,1.000,0.000,1.279,0,0
123,4,4,0,0,0,1.000,1.000,0.000,1.272,1.000,0.000,1.272,0,0
124,4,4,0,0,0,1.000,1.000,0.000,1.291,1.000,0.000,1.291,0,0
125,4,1,3,0,0,0.862,1.000,0.000,1.313,0.758,0.419,1.732,0,0
126,4,4,0,0,0,1.000,1.000,0.000,1.302,1.000,0.000,1.302,0,0
127,4,4,0,0,0,1.000,1.000,0.000,1.322,1.000,0.000,1.322,0,0
128,4,3,1,0,0,0.952,1.000,0.000,1.299,0.909,0.130,1.429,0,0
129,4,4,0,0,0,1.000,1.000,0.000,1.263,1.000,0.000,1.263,0,0
130,4,3,1,0,0,0.952,1.000,0.000,1.279,0.908,0.130,1.409,0,0
131,5,4,1,0,0,0.956,1.000,0.000,1.370,0.916,0.125,1.495,0,0
132,4,3,1,0,0,0.938,1.000,0.000,1.062,0.884,0.140,1.201,0,0
133,3,3,0,0,0,1.000,1.000,0.000,1.055,1.000,0.000,1.055,0,0
134,4,4,0,0,0,1.000,1.000,0.000,0.976,1.000,0.000,0.976,0,0
135,4,4,0,0,0,1.000,1.000,0.000,1.199,1.000,0.000,1.199,0,0
136,2,2,0,0,0,1.000,1.000,0.000,0.520,1.000,0.000,0.520,0,0
137,3,3,0,0,0,1.000,1.000,0.000,0.843,1.000,0.000,0.843,0,0
138,3,3,0,0,0,1.000,1.000,0.000,0.730,1.000,0.000,0.730,0,0
139,3,3,0,0,0,1.000,1.000,0.000,0.766,1.000,0.000,0.766,0,0
140,3,2,1,0,0,0.848,1.000,0.000,0.802,0.736,0.287,1.089,0,0
141,3,2,1,0,0,0.846,1.000,0.000,0.704,0.733,0.256,0.960,0,0
142,3,2,1,0,0,0.718,1.000,0.000,0.760,0.559,0.598,1.358,0,0
143,3,2,1,0,0,0.744,1.000,0.000,0.616,0.592,0.425,1.041,0,0
144,3,1,2,0,0,0.739,1.000,0.000,0.687,0.586,0.485,1.172,0,0
145,3,1,2,0,0,0.761,1.000,0.000,0.675,0.614,0.424,1.099,0,0
146,3,2,1,0,0,0.895,1.000,0.000,0.603,0.810,0.142,0.745,0,0
147,3,1,2,0,0,0.896,1.000,0.000,0.825,0.812,0.191,1.016,0,0
148,3,1,2,0,0,0.810,1.000,0.000,0.894,0.681,0.419,1.313,0,0
149,3,1,2,0,0,0.824,1.000,0.000,0.877,0.701,0.374,1.251,0,0
150,3,2,1,0,0,0.907,1.000,0.000,0.816,0.830,0.167,0.983,0,0
