frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,3,1,2,0,0,0.898,1.000,0.000,0.796,0.814,0.182,0.978,0,0
2,3,1,2,0,0,0.698,1.000,0.000,0.876,0.536,0.760,1.636,0,0
3,3,1,2,0,0,0.739,1.000,0.000,0.935,0.586,0.659,1.594,0,0
4,3,1,2,0,0,0.791,1.000,0.000,0.898,0.654,0.475,1.373,0,0
5,3,1,2,0,0,0.776,1.000,0.000,0.950,0.634,0.548,1.498,0,0
6,3,2,1,0,0,0.723,1.000,0.000,0.916,0.566,0.701,1.618,0,0
7,3,1,2,0,0,0.544,1.000,0.000,0.860,0.374,1.442,2.302,0,0
8,3,0,3,0,0,0.584,1.000,0.000,0.943,0.412,1.346,2.289,0,0
9,3,2,1,0,0,0.931,1.000,0.000,1.010,0.870,0.151,1.161,0,0
10,2,1,1,0,0,0.725,1.000,0.000,0.580,0.569,0.440,1.020,0,0
11,2,1,1,0,0,0.251,1.000,0.000,0.234,0.143,1.397,1.630,0,0
12,2,0,2,0,0,0.367,1.000,0.000,0.362,0.225,1.248,1.610,0,0
13,2,0,2,0,0,0.597,1.000,0.000,0.676,0.425,0.913,1.589,0,0
14,2,0,2,0,0,0.738,1.000,0.000,0.655,0.585,0.465,1.121,0,0
15,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.802,0.802,0,0
16,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.160,1.160,0,0
17,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.378,1.378,0,0
18,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.488,1.488,0,0
19,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.030,1.030,0,0
33,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.693,0.693,0,0
34,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
35,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.099,1.099,0,0
36,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.693,0.693,0,0
37,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
38,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
39,2,1,1,0,0,0.800,1.000,0.000,0.693,0.667,0.347,1.040,0,0
40,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
41,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
42,2,1,1,0,0,0.690,1.000,0.000,0.500,0.527,0.450,0.950,0,0
43,2,1,1,0,0,0.734,1.000,0.000,0.637,0.579,0.462,1.099,0,0
44,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.055,1.055,0,0
45,2,1,1,0,0,0.690,1.000,0.000,0.500,0.527,0.450,0.950,0,0
46,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
47,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.451,0.451,0,0
48,2,1,1,0,0,0.684,1.000,0.000,0.451,0.519,0.417,0.868,0,0
49,2,1,1,0,0,0.486,1.000,0.000,0.410,0.321,0.867,1.277,0,0
50,2,1,1,0,0,0.520,1.000,0.000,0.377,0.351,0.697,1.074,0,0
51,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.061,1.061,0,0
52,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.995,0.995,0,0
53,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.440,1.440,0,0
54,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,1.650,1.650,0,0
55,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
67,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
68,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
70,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
71,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
72,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
74,2,0,2,0,0,0.579,1.000,0.000,0.637,0.408,0.924,1.561,0,0
75,2,2,0,0,0,1.000,1.000,0.000,0.377,1.000,0.000,0.377,0,0
76,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.974,0.974,0,0
77,2,1,1,0,0,0.684,1.000,0.000,0.451,0.519,0.417,0.868,0,0
78,2,2,0,0,0,1.000,1.000,0.000,0.500,1.000,0.000,0.500,0,0
79,2,1,1,0,0,0.676,1.000,0.000,0.349,0.510,0.335,0.684,0,0
80,2,1,1,0,0,0.403,1.000,0.000,0.224,0.253,0.662,0.885,0,0
81,2,1,1,0,0,0.772,1.000,0.000,0.295,0.628,0.175,0.470,0,0
82,2,1,1,0,0,0.565,1.000,0.000,0.325,0.394,0.501,0.826,0,0
83,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.224,0.224,0,0
