frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
2,2,2,0,0,0,1.000,1.000,0.000,0.689,1.000,0.000,0.689,0,0
3,3,3,0,0,0,1.000,1.000,0.000,0.853,1.000,0.000,0.853,0,0
4,3,3,0,0,0,1.000,1.000,0.000,0.937,1.000,0.000,0.937,0,0
5,3,3,0,0,0,1.000,1.000,0.000,0.892,1.000,0.000,0.892,0,0
6,3,3,0,0,0,1.000,1.000,0.000,0.992,1.000,0.000,0.992,0,0
7,3,3,0,0,0,1.000,1.000,0.000,1.036,1.000,0.000,1.036,0,0
8,2,2,0,0,0,1.000,1.000,0.000,0.683,1.000,0.000,0.683,0,0
9,3,3,0,0,0,1.000,1.000,0.000,1.028,1.000,0.000,1.028,0,0
10,3,3,0,0,0,1.000,1.000,0.000,0.935,1.000,0.000,0.935,0,0
11,3,3,0,0,0,1.000,1.000,0.000,1.078,1.000,0.000,1.078,0,0
12,3,3,0,0,0,1.000,1.000,0.000,1.099,1.000,0.000,1.099,0,0
13,3,3,0,0,0,1.000,1.000,0.000,1.085,1.000,0.000,1.085,0,0
14,3,3,0,0,0,1.000,1.000,0.000,1.024,1.000,0.000,1.024,0,0
15,3,3,0,0,0,1.000,1.000,0.000,1.024,1.000,0.000,1.024,0,0
16,3,3,0,0,0,1.000,1.000,0.000,0.908,1.000,0.000,0.908,0,0
17,3,2,1,0,0,0.908,1.000,0.000,1.028,0.831,0.209,1.237,0,0
18,3,3,0,0,0,1.000,1.000,0.000,1.058,1.000,0.000,1.058,0,0
19,3,3,0,0,0,1.000,1.000,0.000,1.004,1.000,0.000,1.004,0,0
20,3,3,0,0,0,1.000,1.000,0.000,0.984,1.000,0.000,0.984,0,0
21,3,3,0,0,0,1.000,1.000,0.000,1.035,1.000,0.000,1.035,0,0
22,3,3,0,0,0,1.000,1.000,0.000,1.011,1.000,0.000,1.011,0,0
23,3,2,1,0,0,0.923,1.000,0.000,1.072,0.857,0.179,1.251,0,0
24,3,3,0,0,0,1.000,1.000,0.000,1.061,1.000,0.000,1.061,0,0
25,3,3,0,0,0,1.000,1.000,0.000,0.853,1.000,0.000,0.853,0,0
26,3,3,0,0,0,1.000,1.000,0.000,0.916,1.000,0.000,0.916,0,0
27,3,3,0,0,0,1.000,1.000,0.000,0.965,1.000,0.000,0.965,0,0
28,3,3,0,0,0,1.000,1.000,0.000,1.028,1.000,0.000,1.028,0,0
29,3,3,0,0,0,1.000,1.000,0.000,0.959,1.000,0.000,0.959,0,0
30,3,3,0,0,0,1.000,1.000,0.000,0.943,1.000,0.000,0.943,0,0
31,3,3,0,0,0,1.000,1.000,0.000,1.072,1.000,0.000,1.072,0,0
32,3,3,0,0,0,1.000,1.000,0.000,1.089,1.000,0.000,1.089,0,0
33,3,3,0,0,0,1.000,1.000,0.000,1.073,1.000,0.000,1.073,0,0
34,3,3,0,0,0,1.000,1.000,0.000,1.030,1.000,0.000,1.030,0,0
35,3,3,0,0,0,1.000,1.000,0.000,1.079,1.000,0.000,1.079,0,0
36,3,3,0,0,0,1.000,1.000,0.000,1.085,1.000,0.000,1.085,0,0
37,3,3,0,0,0,1.000,1.000,0.000,1.026,1.000,0.000,1.026,0,0
38,3,3,0,0,0,1.000,1.000,0.000,1.060,1.000,0.000,1.060,0,0
39,3,3,0,0,0,1.000,1.000,0.000,1.024,1.000,0.000,1.024,0,0
40,2,2,0,0,0,1.000,1.000,0.000,0.691,1.000,0.000,0.691,0,0
41,3,3,0,0,0,1.000,1.000,0.000,0.937,1.000,0.000,0.937,0,0
