2,4,3,1,0,0,0.945,1.000,0.000,1.270,0.896,0.147,1.417,0,0
3,3,2,1,0,0,0.920,1.000,0.000,1.025,0.853,0.177,1.202,0,0
4,3,1,2,0,0,0.874,1.000,0.000,1.012,0.776,0.292,1.304,0,0
5,3,2,1,0,0,0.938,1.000,0.000,1.055,0.884,0.139,1.194,0,0
6,4,2,2,0,0,0.896,1.000,0.000,1.186,0.811,0.276,1.461,0,0
7,3,3,0,0,0,1.000,1.000,0.000,1.058,1.000,0.000,1.058,0,0
8,3,3,0,0,0,1.000,1.000,0.000,1.086,1.000,0.000,1.086,0,0
9,4,2,2,0,0,0.903,1.000,0.000,1.267,0.824,0.271,1.538,0,0
10,3,3,0,0,0,1.000,1.000,0.000,0.943,1.000,0.000,0.943,0,0
11,3,1,2,0,0,0.872,1.000,0.000,0.986,0.773,0.289,1.275,0,0
12,3,3,0,0,0,1.000,1.000,0.000,0.854,1.000,0.000,0.854,0,0
13,2,2,0,0,0,1.000,1.000,0.000,0.688,1.000,0.000,0.688,0,0
14,3,2,1,0,0,0.919,1.000,0.000,0.813,0.850,0.143,0.956,0,0
15,4,3,1,0,0,0.938,1.000,0.000,0.932,0.883,0.124,1.056,0,0
16,4,2,2,0,0,0.936,1.000,0.000,0.951,0.879,0.131,1.082,0,0
17,3,2,1,0,0,0.780,1.000,0.000,0.718,0.639,0.405,1.123,0,0
18,3,2,1,0,0,0.949,1.000,0.000,0.761,0.903,0.082,0.843,0,0
19,4,1,3,0,0,0.896,1.000,0.000,0.837,0.811,0.195,1.032,0,0
20,2,1,1,0,0,0.925,1.000,0.000,0.493,0.861,0.080,0.572,0,0
21,3,3,0,0,0,1.000,1.000,0.000,0.701,1.000,0.000,0.701,0,0
22,3,3,0,0,0,1.000,1.000,0.000,0.712,1.000,0.000,0.712,0,0
23,2,1,1,0,0,0.912,1.000,0.000,0.653,0.839,0.126,0.779,0,0
24,2,1,1,0,0,0.920,1.000,0.000,0.691,0.852,0.120,0.811,0,0
25,3,3,0,0,0,1.000,1.000,0.000,0.780,1.000,0.000,0.780,0,0
26,3,3,0,0,0,1.000,1.000,0.000,0.811,1.000,0.000,0.811,0,0
27,3,2,1,0,0,0.933,1.000,0.000,0.905,0.874,0.131,1.036,0,0
28,3,2,1,0,0,0.923,1.000,0.000,0.837,0.857,0.140,0.976,0,0
29,3,3,0,0,0,1.000,1.000,0.000,0.870,1.000,0.000,0.870,0,0
30,3,3,0,0,0,1.000,1.000,0.000,0.806,1.000,0.000,0.806,0,0
31,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
32,3,3,0,0,0,1.000,1.000,0.000,0.836,1.000,0.000,0.836,0,0
33,4,3,1,0,0,0.883,1.000,0.000,0.685,0.791,0.181,0.866,0,0
34,4,4,0,0,0,1.000,1.000,0.000,0.672,1.000,0.000,0.672,0,0
35,5,4,1,0,0,0.952,1.000,0.000,0.948,0.908,0.096,1.044,0,0
36,4,4,0,0,0,1.000,1.000,0.000,0.705,1.000,0.000,0.705,0,0
37,5,5,0,0,0,1.000,1.000,0.000,0.936,1.000,0.000,0.936,0,0
38,5,4,1,0,0,0.962,1.000,0.000,0.926,0.927,0.073,1.000,0,0
39,5,5,0,0,0,1.000,1.000,0.000,0.980,1.000,0.000,0.980,0,0
40,5,5,0,0,0,1.000,1.000,0.000,1.080,1.000,0.000,1.080,0,0
41,5,5,0,0,0,1.000,1.000,0.000,1.127,1.000,0.000,1.127,0,0
42,4,4,0,0,0,1.000,1.000,0.000,0.916,1.000,0.000,0.916,0,0
43,4,3,1,0,0,0.900,1.000,0.000,0.916,0.819,0.202,1.119,0,0
44,4,4,0,0,0,1.000,1.000,0.000,0.940,1.000,0.000,0.940,0,0
45,4,3,1,0,0,0.938,1.000,0.000,1.199,0.883,0.159,1.358,0,0
46,3,1,2,0,0,0.853,1.000,0.000,1.061,0.743,0.366,1.427,0,0
47,4,4,0,0,0,1.000,1.000,0.000,1.149,1.000,0.000,1.149,0,0
48,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
49,4,4,0,0,0,1.000,1.000,0.000,1.330,1.000,0.000,1.330,0,0
50,3,3,0,0,0,1.000,1.000,0.000,0.950,1.000,0.000,0.950,0,0
51,3,2,1,0,0,0.833,1.000,0.000,0.950,0.713,0.382,1.332,0,0
52,4,3,1,0,0,0.906,1.000,0.000,1.332,0.828,0.277,1.609,0,0
53,4,3,1,0,0,0.920,1.000,0.000,1.330,0.852,0.231,1.561,0,0
54,4,3,1,0,0,0.932,1.000,0.000,1.352,0.872,0.198,1.550,0,0
55,4,3,1,0,0,0.824,1.000,0.000,1.213,0.700,0.520,1.733,0,0
56,4,3,1,0,0,0.913,1.000,0.000,1.255,0.840,0.239,1.494,0,0
57,4,4,0,0,0,1.000,1.000,0.000,1.321,1.000,0.000,1.321,0,0
58,4,4,0,0,0,1.000,1.000,0.000,1.321,1.000,0.000,1.321,0,0
59,4,4,0,0,0,1.000,1.000,0.000,1.321,1.000,0.000,1.321,0,0
60,4,4,0,0,0,1.000,1.000,0.000,1.366,1.000,0.000,1.366,0,0
61,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
62,5,5,0,0,0,1.000,1.000,0.000,1.523,1.000,0.000,1.523,0,0
63,5,4,1,0,0,0.915,1.000,0.000,1.475,0.844,0.273,1.748,0,0
64,4,4,0,0,0,1.000,1.000,0.000,1.215,1.000,0.000,1.215,0,0
65,4,4,0,0,0,1.000,1.000,0.000,1.314,1.000,0.000,1.314,0,0
66,4,3,1,0,0,0.916,1.000,0.000,1.241,0.845,0.227,1.468,0,0
67,4,4,0,0,0,1.000,1.000,0.000,1.273,1.000,0.000,1.273,0,0
68,4,2,2,0,0,0.890,1.000,0.000,1.342,0.802,0.331,1.673,0,0
69,4,3,1,0,0,0.925,1.000,0.000,1.311,0.861,0.212,1.523,0,0
70,5,5,0,0,0,1.000,1.000,0.000,1.471,1.000,0.000,1.471,0,0
71,5,5,0,0,0,1.000,1.000,0.000,1.525,1.000,0.000,1.525,0,0
72,5,4,1,0,0,0.950,1.000,0.000,1.537,0.905,0.161,1.697,0,0
73,5,5,0,0,0,1.000,1.000,0.000,1.468,1.000,0.000,1.468,0,0
74,5,4,1,0,0,0.955,1.000,0.000,1.471,0.914,0.139,1.609,0,0
75,5,5,0,0,0,1.000,1.000,0.000,1.424,1.000,0.000,1.424,0,0
76,3,2,1,0,0,0.822,1.000,0.000,0.868,0.698,0.375,1.242,0,0
77,4,3,1,0,0,0.870,1.000,0.000,1.003,0.769,0.300,1.303,0,0
78,3,3,0,0,0,1.000,1.000,0.000,1.011,1.000,0.000,1.011,0,0
79,4,4,0,0,0,1.000,1.000,0.000,1.154,1.000,0.000,1.154,0,0
80,2,2,0,0,0,1.000,1.000,0.000,0.693,1.000,0.000,0.693,0,0
81,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
82,4,4,0,0,0,1.000,1.000,0.000,1.074,1.000,0.000,1.074,0,0
83,4,3,1,0,0,0.925,1.000,0.000,1.264,0.861,0.204,1.468,0,0
84,4,3,1,0,0,0.920,1.000,0.000,1.215,0.851,0.212,1.427,0,0
85,4,4,0,0,0,1.000,1.000,0.000,1.190,1.000,0.000,1.190,0,0
86,4,4,0,0,0,1.000,1.000,0.000,1.206,1.000,0.000,1.206,0,0
87,4,4,0,0,0,1.000,1.000,0.000,1.213,1.000,0.000,1.213,0,0
88,4,4,0,0,0,1.000,1.000,0.000,1.137,1.000,0.000,1.137,0,0
89,4,3,1,0,0,0.927,1.000,0.000,1.091,0.863,0.173,1.264,0,0
90,4,3,1,0,0,0.967,1.000,0.000,1.181,0.935,0.082,1.262,0,0
91,5,4,1,0,0,0.970,1.000,0.000,1.313,0.942,0.082,1.395,0,0
92,5,4,1,0,0,0.968,1.000,0.000,1.395,0.938,0.092,1.488,0,0
93,5,4,1,0,0,0.970,1.000,0.000,1.423,0.943,0.087,1.509,0,0
94,5,4,1,0,0,0.954,1.000,0.000,1.244,0.912,0.119,1.363,0,0
95,5,4,1,0,0,0.904,1.000,0.000,1.392,0.824,0.297,1.689,0,0
96,5,5,0,0,0,1.000,1.000,0.000,1.244,1.000,0.000,1.244,0,0
97,5,5,0,0,0,1.000,1.000,0.000,1.423,1.000,0.000,1.423,0,0
98,6,6,0,0,0,1.000,1.000,0.000,1.488,1.000,0.000,1.488,0,0
99,6,6,0,0,0,1.000,1.000,0.000,1.497,1.000,0.000,1.497,0,0
100,6,6,0,0,0,1.000,1.000,0.000,1.473,1.000,0.000,1.473,0,0
101,6,5,1,0,0,0.959,1.000,0.000,1.475,0.922,0.125,1.600,0,0
102,6,6,0,0,0,1.000,1.000,0.000,1.646,1.000,0.000,1.646,0,0
103,6,6,0,0,0,1.000,1.000,0.000,1.631,1.000,0.000,1.631,0,0
104,6,6,0,0,0,1.000,1.000,0.000,1.720,1.000,0.000,1.720,0,0
105,5,5,0,0,0,1.000,1.000,0.000,1.468,1.000,0.000,1.468,0,0
106,5,4,1,0,0,0.945,1.000,0.000,1.499,0.896,0.173,1.672,0,0
107,5,5,0,0,0,1.000,1.000,0.000,1.295,1.000,0.000,1.295,0,0
108,5,5,0,0,0,1.000,1.000,0.000,1.332,1.000,0.000,1.332,0,0
109,5,4,1,0,0,0.943,1.000,0.000,1.314,0.892,0.159,1.474,0,0
110,5,4,1,0,0,0.951,1.000,0.000,1.332,0.907,0.136,1.468,0,0
111,4,4,0,0,0,1.000,1.000,0.000,1.149,1.000,0.000,1.149,0,0
112,4,4,0,0,0,1.000,1.000,0.000,1.352,1.000,0.000,1.352,0,0
113,4,4,0,0,0,1.000,1.000,0.000,1.369,1.000,0.000,1.369,0,0
114,3,3,0,0,0,1.000,1.000,0.000,1.011,1.000,0.000,1.011,0,0
115,4,4,0,0,0,1.000,1.000,0.000,1.273,1.000,0.000,1.273,0,0
116,4,4,0,0,0,1.000,1.000,0.000,1.386,1.000,0.000,1.386,0,0
117,3,2,1,0,0,0.864,1.000,0.000,1.011,0.761,0.318,1.330,0,0
118,3,3,0,0,0,1.000,1.000,0.000,1.099,1.000,0.000,1.099,0,0
119,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
120,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
121,4,4,0,0,0,1.000,1.000,0.000,1.332,1.000,0.000,1.332,0,0
122,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
123,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
124,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
125,3,3,0,0,0,1.000,1.000,0.000,1.099,1.000,0.000,1.099,0,0
126,4,4,0,0,0,1.000,1.000,0.000,1.330,1.000,0.000,1.330,0,0
127,4,4,0,0,0,1.000,1.000,0.000,1.332,1.000,0.000,1.332,0,0
128,4,4,0,0,0,1.000,1.000,0.000,1.242,1.000,0.000,1.242,0,0
129,4,4,0,0,0,1.000,1.000,0.000,1.332,1.000,0.000,1.332,0,0
130,3,3,0,0,0,1.000,1.000,0.000,0.974,1.000,0.000,0.974,0,0
131,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
132,3,2,1,0,0,0.864,1.000,0.000,1.011,0.761,0.318,1.330,0,0
133,3,3,0,0,0,1.000,1.000,0.000,1.011,1.000,0.000,1.011,0,0
134,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
135,3,2,1,0,0,0.833,1.000,0.000,0.950,0.713,0.382,1.332,0,0
136,4,4,0,0,0,1.000,1.000,0.000,1.154,1.000,0.000,1.154,0,0
137,4,4,0,0,0,1.000,1.000,0.000,1.154,1.000,0.000,1.154,0,0
138,4,2,2,0,0,0.884,1.000,0.000,1.264,0.793,0.331,1.594,0,0
139,3,3,0,0,0,1.000,1.000,0.000,0.868,1.000,0.000,0.868,0,0
140,3,3,0,0,0,1.000,1.000,0.000,0.950,1.000,0.000,0.950,0,0
141,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
142,4,3,1,0,0,0.931,1.000,0.000,1.075,0.871,0.159,1.234,0,0
143,4,3,1,0,0,0.920,1.000,0.000,1.215,0.851,0.212,1.427,0,0
144,4,2,2,0,0,0.840,1.000,0.000,1.255,0.725,0.477,1.733,0,0
145,5,5,0,0,0,1.000,1.000,0.000,1.561,1.000,0.000,1.561,0,0
146,4,4,0,0,0,1.000,1.000,0.000,1.242,1.000,0.000,1.242,0,0
147,4,4,0,0,0,1.000,1.000,0.000,1.277,1.000,0.000,1.277,0,0
148,5,4,1,0,0,0.940,1.000,0.000,1.550,0.887,0.198,1.748,0,0
149,5,3,2,0,0,0.876,1.000,0.000,1.418,0.780,0.400,1.818,0,0
150,5,4,1,0,0,0.971,1.000,0.000,1.237,0.944,0.073,1.310,0,0
151,4,4,0,0,0,1.000,1.000,0.000,1.103,1.000,0.000,1.103,0,0
152,4,4,0,0,0,1.000,1.000,0.000,1.025,1.000,0.000,1.025,0,0
153,4,4,0,0,0,1.000,1.000,0.000,1.183,1.000,0.000,1.183,0,0
154,4,4,0,0,0,1.000,1.000,0.000,0.857,1.000,0.000,0.857,0,0
155,4,4,0,0,0,1.000,1.000,0.000,1.224,1.000,0.000,1.224,0,0
156,6,5,1,0,0,0.984,1.000,0.000,1.665,0.968,0.055,1.721,0,0
157,6,3,3,0,0,0.904,1.000,0.000,1.678,0.824,0.357,2.035,0,0
158,6,6,0,0,0,1.000,1.000,0.000,1.665,1.000,0.000,1.665,0,0
159,8,6,1,1,0,0.958,0.955,0.081,1.808,0.960,0.073,1.800,0,0
160,7,4,3,0,0,0.911,0.954,0.080,1.729,0.872,0.243,1.893,0,0
161,6,4,2,0,0,0.960,1.000,0.000,1.746,0.923,0.145,1.892,0,0
162,7,5,2,0,0,0.944,1.000,0.000,1.801,0.895,0.212,2.013,0,0
163,8,7,1,0,0,0.975,1.000,0.000,1.798,0.951,0.093,1.891,0,0
164,7,4,3,0,0,0.934,1.000,0.000,1.771,0.877,0.249,2.020,0,0
165,8,7,1,0,0,0.981,1.000,0.000,1.903,0.963,0.073,1.976,0,0
166,7,7,0,0,0,1.000,1.000,0.000,1.799,1.000,0.000,1.799,0,0
167,7,7,0,0,0,1.000,1.000,0.000,1.805,1.000,0.000,1.805,0,0
168,9,8,1,0,0,0.992,1.000,0.000,2.017,0.984,0.034,2.051,0,0
169,9,7,2,0,0,0.978,1.000,0.000,2.070,0.956,0.095,2.165,0,0
170,9,7,2,0,0,0.966,1.000,0.000,2.111,0.935,0.146,2.258,0,0
171,9,5,4,0,0,0.951,1.000,0.000,2.085,0.906,0.217,2.302,0,0
172,9,9,0,0,0,1.000,1.000,0.000,2.114,1.000,0.000,2.114,0,0
173,8,7,1,0,0,0.988,1.000,0.000,2.002,0.976,0.049,2.050,0,0
174,8,7,1,0,0,0.985,1.000,0.000,1.908,0.971,0.058,1.966,0,0
175,8,6,2,0,0,0.972,1.000,0.000,1.975,0.945,0.116,2.091,0,0
176,10,5,5,0,0,0.891,1.000,0.000,2.072,0.804,0.506,2.579,0,0
177,10,7,3,0,0,0.959,1.000,0.000,2.149,0.921,0.184,2.333,0,0
178,9,8,1,0,0,0.976,1.000,0.000,1.951,0.954,0.095,2.046,0,0
179,8,6,2,0,0,0.960,1.000,0.000,1.735,0.923,0.145,1.880,0,0
180,7,4,3,0,0,0.940,1.000,0.000,1.600,0.888,0.203,1.803,0,0
181,7,3,4,0,0,0.908,1.000,0.000,1.588,0.832,0.321,1.909,0,0
182,7,3,4,0,0,0.926,1.000,0.000,1.613,0.863,0.256,1.869,0,0
183,6,4,2,0,0,0.959,1.000,0.000,1.535,0.921,0.132,1.666,0,0
184,6,4,2,0,0,0.942,1.000,0.000,1.416,0.891,0.173,1.590,0,0
185,5,3,2,0,0,0.937,1.000,0.000,1.300,0.882,0.174,1.474,0,0
186,3,2,1,0,0,0.858,1.000,0.000,0.677,0.752,0.224,0.900,0,0
187,3,2,1,0,0,0.960,1.000,0.000,0.995,0.923,0.083,1.078,0,0
188,3,2,1,0,0,0.884,1.000,0.000,0.973,0.792,0.256,1.229,0,0
189,3,3,0,0,0,1.000,1.000,0.000,0.991,1.000,0.000,0.991,0,0
190,2,1,1,0,0,0.834,1.000,0.000,0.655,0.715,0.261,0.916,0,0
191,2,0,2,0,0,0.620,1.000,0.000,0.611,0.449,0.748,1.359,0,0
192,2,0,2,0,0,0.690,1.000,0.000,0.683,0.527,0.613,1.296,0,0
193,2,0,2,0,0,0.690,1.000,0.000,0.683,0.527,0.613,1.296,0,0
194,2,1,1,0,0,0.855,1.000,0.000,0.637,0.746,0.217,0.853,0,0
195,2,2,0,0,0,1.000,1.000,0.000,0.662,1.000,0.000,0.662,0,0
196,2,1,1,0,0,0.660,1.000,0.000,0.649,0.493,0.669,1.318,0,0
197,2,1,1,0,0,0.705,1.000,0.000,0.576,0.544,0.483,1.060,0,0
198,2,1,1,0,0,0.725,1.000,0.000,0.624,0.569,0.472,1.096,0,0
199,2,0,2,0,0,0.589,1.000,0.000,0.598,0.418,0.835,1.433,0,0
200,2,0,2,0,0,0.714,1.000,0.000,0.524,0.555,0.419,0.943,0,0
201,2,0,2,0,0,0.859,1.000,0.000,0.536,0.752,0.176,0.712,0,0
202,2,1,1,0,0,0.935,1.000,0.000,0.451,0.878,0.063,0.513,0,0
203,2,0,2,0,0,0.662,1.000,0.000,0.611,0.495,0.624,1.235,0,0
204,2,2,0,0,0,1.000,1.000,0.000,0.611,1.000,0.000,0.611,0,0
205,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
206,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
207,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.410,0.410,0,0
208,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
209,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.940,0.940,0,0
210,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
211,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
212,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.736,0.736,0,0
213,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.410,0.410,0,0
214,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
215,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
216,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
217,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
218,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.410,0.410,0,0
219,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
220,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
221,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
222,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
223,1,1,0,0,0,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0
224,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.410,0.410,0,0
225,2,2,0,0,0,1.000,1.000,0.000,0.451,1.000,0.000,0.451,0,0
226,2,1,1,0,0,0.873,1.000,0.000,0.530,0.775,0.154,0.684,0,0
227,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
228,2,2,0,0,0,1.000,1.000,0.000,0.598,1.000,0.000,0.598,0,0
229,2,2,0,0,0,1.000,1.000,0.000,0.500,1.000,0.000,0.500,0,0
230,2,1,1,0,0,0.796,1.000,0.000,0.586,0.662,0.300,0.886,0,0
231,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
232,3,2,1,0,0,0.813,1.000,0.000,0.736,0.685,0.338,1.074,0,0
233,2,2,0,0,0,1.000,1.000,0.000,0.598,1.000,0.000,0.598,0,0
