frame,obj num,correct-obj num,over-obj num,under-obj num,no-obj num,V measure score (beta=1.00),Homogeneity,H(C|K),H(C),Completeness,H(K|C),H(K),Scene Num,Ave vel
1,2,1,1,0,0,0.563,1.000,0.000,0.257,0.392,0.399,0.656,0,0
2,2,2,0,0,0,1.000,1.000,0.000,0.349,1.000,0.000,0.349,0,0
3,2,2,0,0,0,1.000,1.000,0.000,0.474,1.000,0.000,0.474,0,0
4,2,1,1,0,0,0.684,1.000,0.000,0.451,0.519,0.417,0.868,0,0
5,2,1,1,0,0,0.590,1.000,0.000,0.377,0.419,0.523,0.900,0,0
6,2,1,1,0,0,0.687,1.000,0.000,0.562,0.523,0.513,1.075,0,0
7,2,1,1,0,0,0.524,1.000,0.000,0.410,0.355,0.744,1.154,0,0
8,2,2,0,0,0,1.000,1.000,0.000,0.500,1.000,0.000,0.500,0,0
9,3,3,0,0,0,1.000,1.000,0.000,0.888,1.000,0.000,0.888,0,0
10,3,2,1,0,0,0.903,1.000,0.000,0.898,0.824,0.192,1.091,0,0
11,3,2,1,0,0,0.828,1.000,0.000,0.960,0.707,0.398,1.358,0,0
12,4,3,1,0,0,0.852,1.000,0.000,1.034,0.743,0.358,1.392,0,0
13,3,2,1,0,0,0.912,1.000,0.000,1.004,0.839,0.193,1.197,0,0
14,3,2,1,0,0,0.868,1.000,0.000,0.898,0.767,0.273,1.171,0,0
15,4,3,1,0,0,0.935,1.000,0.000,1.223,0.879,0.169,1.392,0,0
16,4,3,1,0,0,0.968,1.000,0.000,1.218,0.937,0.082,1.300,0,0
17,3,3,0,0,0,1.000,1.000,0.000,0.803,1.000,0.000,0.803,0,0
18,4,2,2,0,0,0.849,1.000,0.000,1.055,0.737,0.376,1.431,0,0
19,4,2,2,0,0,0.907,1.000,0.000,1.091,0.829,0.225,1.316,0,0
20,4,2,2,0,0,0.862,1.000,0.000,1.199,0.757,0.384,1.583,0,0
21,4,3,1,0,0,0.724,1.000,0.000,0.822,0.567,0.628,1.450,0,0
22,4,3,1,0,0,0.898,1.000,0.000,0.991,0.815,0.224,1.215,0,0
23,3,1,2,0,0,0.680,1.000,0.000,0.703,0.516,0.660,1.363,0,0
24,3,3,0,0,0,1.000,1.000,0.000,0.984,1.000,0.000,0.984,0,0
25,3,2,1,0,0,0.891,1.000,0.000,0.853,0.803,0.209,1.063,0,0
26,2,1,1,0,0,0.836,1.000,0.000,0.617,0.719,0.241,0.859,0,0
27,3,3,0,0,0,1.000,1.000,0.000,0.824,1.000,0.000,0.824,0,0
28,3,1,2,0,0,0.886,1.000,0.000,0.831,0.796,0.213,1.044,0,0
29,3,2,1,0,0,0.923,1.000,0.000,0.760,0.858,0.126,0.886,0,0
30,3,2,1,0,0,0.912,1.000,0.000,0.824,0.838,0.159,0.983,0,0
31,3,2,1,0,0,0.917,1.000,0.000,0.849,0.846,0.154,1.003,0,0
32,3,2,1,0,0,0.928,1.000,0.000,0.995,0.866,0.154,1.149,0,0
33,3,3,0,0,0,1.000,1.000,0.000,0.995,1.000,0.000,0.995,0,0
34,3,3,0,0,0,1.000,1.000,0.000,1.036,1.000,0.000,1.036,0,0
35,3,3,0,0,0,1.000,1.000,0.000,0.995,1.000,0.000,0.995,0,0
36,3,3,0,0,0,1.000,1.000,0.000,0.956,1.000,0.000,0.956,0,0
37,3,2,1,0,0,0.862,1.000,0.000,0.965,0.758,0.308,1.273,0,0
38,3,2,1,0,0,0.898,1.000,0.000,0.937,0.815,0.212,1.149,0,0
39,3,3,0,0,0,1.000,1.000,0.000,1.004,1.000,0.000,1.004,0,0
40,3,3,0,0,0,1.000,1.000,0.000,0.937,1.000,0.000,0.937,0,0
41,3,1,2,0,0,0.796,1.000,0.000,0.898,0.661,0.461,1.359,0,0
42,3,3,0,0,0,1.000,1.000,0.000,0.965,1.000,0.000,0.965,0,0
43,3,2,1,0,0,0.868,1.000,0.000,0.860,0.767,0.261,1.121,0,0
44,2,1,1,0,0,0.865,1.000,0.000,0.611,0.762,0.191,0.802,0,0
45,3,3,0,0,0,1.000,1.000,0.000,0.943,1.000,0.000,0.943,0,0
46,3,3,0,0,0,1.000,1.000,0.000,0.760,1.000,0.000,0.760,0,0
47,3,2,1,0,0,0.908,1.000,0.000,0.860,0.832,0.174,1.034,0,0
48,3,3,0,0,0,1.000,1.000,0.000,0.868,1.000,0.000,0.868,0,0
49,3,3,0,0,0,1.000,1.000,0.000,0.868,1.000,0.000,0.868,0,0
50,2,1,1,0,0,0.800,1.000,0.000,0.693,0.667,0.347,1.040,0,0
51,2,2,0,0,0,1.000,1.000,0.000,0.693,1.000,0.000,0.693,0,0
52,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
53,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
54,3,3,0,0,0,1.000,1.000,0.000,0.956,1.000,0.000,0.956,0,0
55,3,2,1,0,0,0.905,1.000,0.000,1.099,0.826,0.231,1.330,0,0
56,2,2,0,0,0,1.000,1.000,0.000,0.673,1.000,0.000,0.673,0,0
57,3,2,1,0,0,0.768,1.000,0.000,0.796,0.624,0.481,1.277,0,0
58,3,3,0,0,0,1.000,1.000,0.000,1.040,1.000,0.000,1.040,0,0
59,2,1,1,0,0,0.531,1.000,0.000,0.349,0.361,0.616,0.965,0,0
60,3,2,1,0,0,0.822,1.000,0.000,0.868,0.698,0.375,1.242,0,0
61,2,1,1,0,0,0.580,1.000,0.000,0.410,0.408,0.594,1.004,0,0
62,3,2,1,0,0,0.840,1.000,0.000,0.995,0.725,0.378,1.373,0,0
63,3,2,1,0,0,0.833,1.000,0.000,0.950,0.713,0.382,1.332,0,0
64,3,3,0,0,0,1.000,1.000,0.000,0.956,1.000,0.000,0.956,0,0
65,3,2,1,0,0,0.869,1.000,0.000,0.898,0.769,0.270,1.168,0,0
66,3,2,1,0,0,0.846,1.000,0.000,0.960,0.733,0.349,1.309,0,0
67,3,2,1,0,0,0.739,1.000,0.000,0.736,0.586,0.520,1.255,0,0
68,3,2,1,0,0,0.752,1.000,0.000,0.900,0.603,0.594,1.494,0,0
69,3,2,1,0,0,0.755,1.000,0.000,0.736,0.606,0.477,1.213,0,0
70,3,3,0,0,0,1.000,1.000,0.000,0.898,1.000,0.000,0.898,0,0
71,3,2,1,0,0,0.856,1.000,0.000,0.956,0.748,0.321,1.277,0,0
72,3,2,1,0,0,0.916,1.000,0.000,1.079,0.845,0.198,1.277,0,0
73,2,1,1,0,0,0.702,1.000,0.000,0.562,0.541,0.477,1.040,0,0
74,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
75,2,2,0,0,0,1.000,1.000,0.000,0.410,1.000,0.000,0.410,0,0
76,2,2,0,0,0,1.000,1.000,0.000,0.637,1.000,0.000,0.637,0,0
77,1,0,1,0,0,0.000,1.000,0.000,0.000,0.000,0.500,0.500,0,0
78,2,2,0,0,0,1.000,1.000,0.000,0.562,1.000,0.000,0.562,0,0
79,2,1,1,0,0,0.671,1.000,0.000,0.673,0.505,0.659,1.332,0,0
80,2,1,1,0,0,0.577,1.000,0.000,0.562,0.406,0.824,1.386,0,0
81,2,1,1,0,0,0.577,1.000,0.000,0.562,0.406,0.824,1.386,0,0
82,2,1,1,0,0,0.558,1.000,0.000,0.377,0.387,0.598,0.974,0,0
83,2,1,1,0,0,0.684,1.000,0.000,0.451,0.519,0.417,0.868,0,0
84,2,1,1,0,0,0.684,1.000,0.000,0.451,0.519,0.417,0.868,0,0
