frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0,-nan,0,0,0,2,0,-nan,0,0,0,2
2,0,-nan,0,0,0,2,0,-nan,0,0,0,2
3,1,1,1,1,0,0,1,1,1,1,0,0
4,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
5,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
6,0,-nan,0,0,0,2,0,-nan,0,0,0,2
7,0,-nan,0,0,0,2,0,-nan,0,0,0,2
8,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
9,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
10,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
11,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
12,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
13,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
14,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
15,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
16,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
17,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
18,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
19,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
20,0.667,1,0.5,1,0,1,0,0,0,0,1,2
21,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
22,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
23,1,1,1,2,0,0,1,1,1,2,0,0
24,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
25,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
26,1,1,1,2,0,0,1,1,1,2,0,0
27,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
28,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
29,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
30,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
31,0.8,0.667,1,2,1,0,0,0,0,0,3,2
32,1,1,1,2,0,0,1,1,1,2,0,0
33,0.667,1,0.5,1,0,1,0,0,0,0,1,2
34,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
35,1,1,1,2,0,0,1,1,1,2,0,0
36,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
37,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
38,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
39,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
40,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
41,0,-nan,0,0,0,1,0,-nan,0,0,0,1
42,0,-nan,0,0,0,2,0,-nan,0,0,0,2
43,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
44,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
45,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
46,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
47,1,1,1,2,0,0,1,1,1,2,0,0
48,1,1,1,2,0,0,1,1,1,2,0,0
49,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
50,1,1,1,2,0,0,1,1,1,2,0,0
51,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
52,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
53,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
54,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
55,1,1,1,1,0,0,1,1,1,1,0,0
56,1,1,1,1,0,0,1,1,1,1,0,0
57,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
58,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
59,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
60,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
61,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
62,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
63,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
64,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
65,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
66,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
67,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
68,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
69,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
70,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
71,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
72,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
73,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
74,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
75,1,1,1,2,0,0,0.5,0.5,0.5,1,1,1
76,1,1,1,1,0,0,1,1,1,1,0,0
77,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
78,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
79,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
80,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
81,1,1,1,1,0,0,1,1,1,1,0,0
82,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
83,1,1,1,1,0,0,1,1,1,1,0,0
84,0,-nan,0,0,0,2,0,-nan,0,0,0,2
85,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
86,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
87,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
88,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
89,1,1,1,2,0,0,1,1,1,2,0,0
90,1,1,1,2,0,0,1,1,1,2,0,0
91,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
92,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
93,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
94,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
95,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
96,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
97,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
98,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
99,1,1,1,1,0,0,1,1,1,1,0,0
100,1,1,1,1,0,0,1,1,1,1,0,0
101,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
102,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
103,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
104,1,1,1,2,0,0,1,1,1,2,0,0
105,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
106,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
107,1,1,1,2,0,0,1,1,1,2,0,0
108,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
109,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
110,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
111,1,1,1,2,0,0,1,1,1,2,0,0
112,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
113,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
114,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
115,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
116,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
117,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
118,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
119,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
120,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
121,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
122,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
123,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
124,1,1,1,1,0,0,1,1,1,1,0,0
125,1,1,1,1,0,0,1,1,1,1,0,0
126,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
127,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
128,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
129,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
