frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0.6,0.75,0.5,3,1,3,0.6,0.75,0.5,3,1,3
2,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
3,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
4,0,0,0,0,12,1,0,0,0,0,12,1
5,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
6,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
7,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
8,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
9,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
10,0,0,0,0,1,1,0,0,0,0,1,1
11,0,0,0,0,5,1,0,0,0,0,5,1
12,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
13,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
14,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
15,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
16,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
17,0,0,0,0,2,1,0,0,0,0,2,1
18,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
19,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
20,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
21,0.286,0.25,0.333,1,3,2,0.286,0.25,0.333,1,3,2
22,0,0,0,0,4,2,0,0,0,0,4,2
23,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
24,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
25,0.5,0.375,0.75,3,5,1,0.5,0.375,0.75,3,5,1
26,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
27,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
28,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
29,0.5,0.429,0.6,3,4,2,0.5,0.429,0.6,3,4,2
30,0.5,0.429,0.6,3,4,2,0.5,0.429,0.6,3,4,2
31,0.714,0.556,1,5,4,0,0.714,0.556,1,5,4,0
32,0.5,0.364,0.8,4,7,1,0.5,0.364,0.8,4,7,1
33,0.471,0.333,0.8,4,8,1,0.353,0.25,0.6,3,9,2
34,0.5,0.333,1,5,10,0,0.3,0.2,0.6,3,12,2
35,0.417,0.278,0.833,5,13,1,0.25,0.167,0.5,3,15,3
36,0.4,0.25,1,5,15,0,0.4,0.25,1,5,15,0
37,0.174,0.105,0.5,2,17,2,0.174,0.105,0.5,2,17,2
38,0.444,0.333,0.667,4,8,2,0.333,0.25,0.5,3,9,3
39,0.435,0.294,0.833,5,12,1,0.348,0.235,0.667,4,13,2
40,0.667,0.5,1,5,5,0,0.667,0.5,1,5,5,0
41,0.5,0.364,0.8,4,7,1,0.5,0.364,0.8,4,7,1
42,0.533,0.364,1,4,7,0,0.533,0.364,1,4,7,0
43,0.4,0.273,0.75,3,8,1,0.267,0.182,0.5,2,9,2
