frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0.375,0.273,0.6,3,8,2,0.25,0.182,0.4,2,9,3
2,0.615,0.5,0.8,4,4,1,0.615,0.5,0.8,4,4,1
3,0.727,0.667,0.8,4,2,1,0.727,0.667,0.8,4,2,1
4,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
5,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
6,0.615,0.444,1,4,5,0,0.615,0.444,1,4,5,0
7,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
8,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
9,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
10,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
11,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
12,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
13,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
14,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
15,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
16,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
17,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
18,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
19,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
20,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
21,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
22,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
23,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
24,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
25,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
26,0.571,0.444,0.8,4,5,1,0.571,0.444,0.8,4,5,1
27,0.6,0.6,0.6,3,2,2,0.6,0.6,0.6,3,2,2
28,0.375,0.3,0.5,3,7,3,0.25,0.2,0.333,2,8,4
29,0.667,0.667,0.667,4,2,2,0.667,0.667,0.667,4,2,2
30,0.909,1,0.833,5,0,1,0.909,1,0.833,5,0,1
31,0.556,0.455,0.714,5,6,2,0.556,0.455,0.714,5,6,2
32,0.435,0.294,0.833,5,12,1,0.435,0.294,0.833,5,12,1
33,0.625,0.455,1,5,6,0,0.375,0.273,0.6,3,8,2
34,0.727,0.8,0.667,4,1,2,0.727,0.8,0.667,4,1,2
35,0.556,0.417,0.833,5,7,1,0.444,0.333,0.667,4,8,2
36,0.833,1,0.714,5,0,2,0.833,1,0.714,5,0,2
37,0.75,0.6,1,6,4,0,0.75,0.6,1,6,4,0
38,0.857,1,0.75,6,0,2,0.857,1,0.75,6,0,2
39,0.769,0.833,0.714,5,1,2,0.769,0.833,0.714,5,1,2
40,0.476,0.385,0.625,5,8,3,0.476,0.385,0.625,5,8,3
41,0.857,0.857,0.857,6,1,1,0.857,0.857,0.857,6,1,1
42,0.556,0.5,0.625,5,5,3,0.556,0.5,0.625,5,5,3
43,0.667,0.625,0.714,5,3,2,0.533,0.5,0.571,4,4,3
44,0.857,0.857,0.857,6,1,1,0.857,0.857,0.857,6,1,1
45,0.632,0.545,0.75,6,5,2,0.526,0.455,0.625,5,6,3
46,0.706,0.75,0.667,6,2,3,0.706,0.75,0.667,6,2,3
47,0.706,0.667,0.75,6,3,2,0.706,0.667,0.75,6,3,2
48,0.75,0.75,0.75,6,2,2,0.75,0.75,0.75,6,2,2
49,0.737,0.636,0.875,7,4,1,0.737,0.636,0.875,7,4,1
50,0.889,0.8,1,8,2,0,0.889,0.8,1,8,2,0
51,0.778,0.7,0.875,7,3,1,0.778,0.7,0.875,7,3,1
52,0.706,0.667,0.75,6,3,2,0.706,0.667,0.75,6,3,2
53,0.857,0.857,0.857,6,1,1,0.857,0.857,0.857,6,1,1
54,0.923,0.857,1,6,1,0,0.923,0.857,1,6,1,0
55,0.667,0.545,0.857,6,5,1,0.667,0.545,0.857,6,5,1
56,0.833,1,0.714,5,0,2,0.833,1,0.714,5,0,2
57,0.435,0.294,0.833,5,12,1,0.348,0.235,0.667,4,13,2
58,0.526,0.385,0.833,5,8,1,0.526,0.385,0.833,5,8,1
59,0.625,0.5,0.833,5,5,1,0.625,0.5,0.833,5,5,1
60,0.5,0.429,0.6,3,4,2,0.5,0.429,0.6,3,4,2
61,1,1,1,3,0,0,1,1,1,3,0,0
62,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
63,0.5,0.375,0.75,3,5,1,0.5,0.375,0.75,3,5,1
64,0.727,0.667,0.8,4,2,1,0.727,0.667,0.8,4,2,1
65,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
66,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
67,0.6,0.6,0.6,3,2,2,0.6,0.6,0.6,3,2,2
68,0.545,0.6,0.5,3,2,3,0.545,0.6,0.5,3,2,3
69,0.444,0.667,0.333,2,1,4,0.444,0.667,0.333,2,1,4
70,0.5,0.6,0.429,3,2,4,0.5,0.6,0.429,3,2,4
71,0.615,0.8,0.5,4,1,4,0.615,0.8,0.5,4,1,4
72,0.571,0.667,0.5,4,2,4,0.571,0.667,0.5,4,2,4
73,0.533,0.571,0.5,4,3,4,0.533,0.571,0.5,4,3,4
74,0.556,0.556,0.556,5,4,4,0.444,0.444,0.444,4,5,5
75,0.625,0.625,0.625,5,3,3,0.5,0.5,0.5,4,4,4
76,0.706,0.75,0.667,6,2,3,0.588,0.625,0.556,5,3,4
77,0.471,0.444,0.5,4,5,4,0.353,0.333,0.375,3,6,5
78,0.526,0.455,0.625,5,6,3,0.526,0.455,0.625,5,6,3
79,0.5,0.5,0.5,4,4,4,0.5,0.5,0.5,4,4,4
80,0.25,0.25,0.25,2,6,6,0.25,0.25,0.25,2,6,6
81,0.667,0.667,0.667,6,3,3,0.667,0.667,0.667,6,3,3
82,0.632,0.6,0.667,6,4,3,0.632,0.6,0.667,6,4,3
83,0.48,0.375,0.667,6,10,3,0.4,0.312,0.556,5,11,4
84,0.526,0.455,0.625,5,6,3,0.421,0.364,0.5,4,7,4
85,0.333,0.238,0.556,5,16,4,0.2,0.143,0.333,3,18,6
86,0.526,0.385,0.833,5,8,1,0.526,0.385,0.833,5,8,1
87,0.4,0.25,1,4,12,0,0.4,0.25,1,4,12,0
88,0.273,0.158,1,3,16,0,0.273,0.158,1,3,16,0
89,0.533,0.364,1,4,7,0,0.533,0.364,1,4,7,0
90,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
91,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
92,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
93,0.5,0.333,1,3,6,0,0.5,0.333,1,3,6,0
94,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
95,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
96,0.545,0.375,1,3,5,0,0.545,0.375,1,3,5,0
97,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
98,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
99,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
100,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
101,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
102,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
103,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
104,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
105,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
106,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
107,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
108,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
109,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
110,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
111,1,1,1,2,0,0,1,1,1,2,0,0
112,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
113,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
114,0.75,0.6,1,3,2,0,0.5,0.4,0.667,2,3,1
115,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
116,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
117,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
118,0.545,0.375,1,3,5,0,0.364,0.25,0.667,2,6,1
119,0.545,0.375,1,3,5,0,0.545,0.375,1,3,5,0
120,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
121,0.4,0.273,0.75,3,8,1,0.267,0.182,0.5,2,9,2
122,0.545,0.429,0.75,3,4,1,0.545,0.429,0.75,3,4,1
123,0.6,0.429,1,3,4,0,0.4,0.286,0.667,2,5,1
124,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
125,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
126,0.8,0.667,1,4,2,0,0.8,0.667,1,4,2,0
127,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
128,0.8,0.667,1,4,2,0,0.8,0.667,1,4,2,0
129,0.6,0.5,0.75,3,3,1,0.4,0.333,0.5,2,4,2
130,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
131,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
132,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
133,0.8,0.667,1,4,2,0,0.6,0.5,0.75,3,3,1
134,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
135,0.444,0.5,0.4,2,2,3,0.444,0.5,0.4,2,2,3
136,0.444,0.5,0.4,2,2,3,0.222,0.25,0.2,1,3,4
137,0.6,0.6,0.6,3,2,2,0.6,0.6,0.6,3,2,2
138,0.667,0.6,0.75,3,2,1,0.444,0.4,0.5,2,3,2
139,0.667,0.6,0.75,3,2,1,0.444,0.4,0.5,2,3,2
140,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
141,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
142,0.5,0.429,0.6,3,4,2,0.333,0.286,0.4,2,5,3
143,0.727,0.667,0.8,4,2,1,0.545,0.5,0.6,3,3,2
144,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
