frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
2,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
3,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
4,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
6,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
7,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
8,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
9,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
10,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
11,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
12,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
13,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
14,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
15,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
16,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
17,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
18,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
19,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
20,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
21,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
22,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
23,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
24,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
25,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
26,1,1,1,2,0,0,1,1,1,2,0,0
27,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
28,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
29,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
30,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
31,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
32,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
33,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
34,1,1,1,3,0,0,1,1,1,3,0,0
35,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
36,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
37,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
38,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
39,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
40,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
41,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
42,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
43,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
44,1,1,1,2,0,0,1,1,1,2,0,0
45,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
46,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
47,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
48,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
49,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
50,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
51,0,0,0,0,1,2,0,0,0,0,1,2
52,1,1,1,2,0,0,1,1,1,2,0,0
53,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
54,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
55,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
56,1,1,1,2,0,0,1,1,1,2,0,0
57,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
58,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
59,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
60,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
61,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
62,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
63,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
64,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
65,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
66,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
67,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
68,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
69,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
70,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
71,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
72,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
