frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0.267,0.167,0.667,2,10,1,0.267,0.167,0.667,2,10,1
2,0.5,0.4,0.667,2,3,1,0.5,0.4,0.667,2,3,1
3,0.444,0.333,0.667,2,4,1,0.444,0.333,0.667,2,4,1
4,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
5,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
6,0.667,0.5,1,3,3,0,0.444,0.333,0.667,2,4,1
7,0.375,0.231,1,3,10,0,0.125,0.0769,0.333,1,12,2
8,0.5,0.333,1,3,6,0,0.333,0.222,0.667,2,7,1
9,0.462,0.3,1,3,7,0,0.308,0.2,0.667,2,8,1
10,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
11,0,0,0,0,7,2,0,0,0,0,7,2
12,0.2,0.125,0.5,1,7,1,0.2,0.125,0.5,1,7,1
13,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
14,1,1,1,2,0,0,0.5,0.5,0.5,1,1,1
15,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
16,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
17,0.333,0.2,1,1,4,0,0,0,0,0,5,1
18,0.222,0.125,1,1,7,0,0,0,0,0,8,1
19,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
33,0,0,0,0,2,1,0,0,0,0,2,1
34,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
35,0,0,0,0,3,1,0,0,0,0,3,1
36,0,0,0,0,2,1,0,0,0,0,2,1
37,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
38,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
39,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
40,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
41,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
42,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
43,0,-nan,0,0,0,2,0,-nan,0,0,0,2
44,0.667,0.5,1,1,1,0,0,0,0,0,2,1
45,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
46,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
47,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
48,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
49,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
50,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
51,0.286,0.167,1,1,5,0,0,0,0,0,6,1
52,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
53,0.222,0.125,1,1,7,0,0,0,0,0,8,1
54,0.182,0.1,1,1,9,0,0,0,0,0,10,1
55,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
67,0,0,0,0,12,1,0,0,0,0,12,1
68,0,0,0,0,1,1,0,0,0,0,1,1
70,0,0,0,0,6,2,0,0,0,0,6,2
71,0,0,0,0,3,1,0,0,0,0,3,1
72,0,0,0,0,4,1,0,0,0,0,4,1
74,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
75,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
76,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
77,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
78,0.286,0.2,0.5,1,4,1,0.286,0.2,0.5,1,4,1
79,0.182,0.111,0.5,1,8,1,0.182,0.111,0.5,1,8,1
80,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
81,0.222,0.143,0.5,1,6,1,0.222,0.143,0.5,1,6,1
82,0.133,0.0769,0.5,1,12,1,0.133,0.0769,0.5,1,12,1
83,0.167,0.0909,1,1,10,0,0.167,0.0909,1,1,10,0
84,0.2,0.143,0.333,1,6,2,0.2,0.143,0.333,1,6,2
85,0.235,0.143,0.667,2,12,1,0.235,0.143,0.667,2,12,1
86,0.222,0.167,0.333,1,5,2,0.222,0.167,0.333,1,5,2
87,0.167,0.111,0.333,1,8,2,0.167,0.111,0.333,1,8,2
88,0.143,0.0909,0.333,1,10,2,0.143,0.0909,0.333,1,10,2
89,0.125,0.0769,0.333,1,12,2,0.125,0.0769,0.333,1,12,2
90,0.133,0.0769,0.5,1,12,1,0.133,0.0769,0.5,1,12,1
91,0.125,0.0714,0.5,1,13,1,0.125,0.0714,0.5,1,13,1
92,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
93,0.167,0.0909,1,1,10,0,0.167,0.0909,1,1,10,0
94,0.182,0.111,0.5,1,8,1,0.182,0.111,0.5,1,8,1
95,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
96,0.333,0.2,1,2,8,0,0.167,0.1,0.5,1,9,1
97,0.2,0.125,0.5,1,7,1,0.2,0.125,0.5,1,7,1
98,0.118,0.0667,0.5,1,14,1,0.118,0.0667,0.5,1,14,1
99,0,0,0,0,7,2,0,0,0,0,7,2
100,0.286,0.2,0.5,1,4,1,0,0,0,0,5,2
101,0,0,0,0,9,1,0,0,0,0,9,1
102,0,0,0,0,5,1,0,0,0,0,5,1
103,0,0,0,0,1,1,0,0,0,0,1,1
104,0,0,0,0,4,2,0,0,0,0,4,2
