2,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
3,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
4,0.286,0.25,0.333,1,3,2,0.286,0.25,0.333,1,3,2
5,0.333,0.333,0.333,1,2,2,0.333,0.333,0.333,1,2,2
6,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
7,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
8,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
9,1,1,1,2,0,0,0.5,0.5,0.5,1,1,1
10,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
11,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
12,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
13,1,1,1,1,0,0,1,1,1,1,0,0
14,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
15,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
16,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
17,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
18,1,1,1,1,0,0,1,1,1,1,0,0
19,0,0,0,0,1,1,0,0,0,0,1,1
20,0,-nan,0,0,0,1,0,-nan,0,0,0,1
21,1,1,1,1,0,0,1,1,1,1,0,0
22,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
23,0,0,0,0,1,1,0,0,0,0,1,1
24,0,-nan,0,0,0,1,0,-nan,0,0,0,1
25,0,0,0,0,1,2,0,0,0,0,1,2
26,0,0,0,0,1,2,0,0,0,0,1,2
27,1,1,1,1,0,0,1,1,1,1,0,0
28,1,1,1,1,0,0,1,1,1,1,0,0
29,1,1,1,1,0,0,1,1,1,1,0,0
30,1,1,1,1,0,0,1,1,1,1,0,0
31,1,1,1,1,0,0,1,1,1,1,0,0
32,1,1,1,1,0,0,1,1,1,1,0,0
33,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
34,1,1,1,1,0,0,1,1,1,1,0,0
35,1,1,1,1,0,0,1,1,1,1,0,0
36,1,1,1,1,0,0,1,1,1,1,0,0
37,1,1,1,1,0,0,1,1,1,1,0,0
39,0,-nan,0,0,0,1,0,-nan,0,0,0,1
45,0,-nan,0,0,0,1,0,-nan,0,0,0,1
46,0,-nan,0,0,0,1,0,-nan,0,0,0,1
58,0,-nan,0,0,0,1,0,-nan,0,0,0,1
59,0,-nan,0,0,0,1,0,-nan,0,0,0,1
64,0,-nan,0,0,0,1,0,-nan,0,0,0,1
65,0,-nan,0,0,0,1,0,-nan,0,0,0,1
69,0,-nan,0,0,0,1,0,-nan,0,0,0,1
70,0,-nan,0,0,0,2,0,-nan,0,0,0,2
72,0,-nan,0,0,0,1,0,-nan,0,0,0,1
73,0,-nan,0,0,0,1,0,-nan,0,0,0,1
74,0,-nan,0,0,0,1,0,-nan,0,0,0,1
75,0,-nan,0,0,0,1,0,-nan,0,0,0,1
77,0,-nan,0,0,0,1,0,-nan,0,0,0,1
83,0,-nan,0,0,0,1,0,-nan,0,0,0,1
86,1,1,1,1,0,0,1,1,1,1,0,0
87,0,-nan,0,0,0,1,0,-nan,0,0,0,1
93,0,-nan,0,0,0,1,0,-nan,0,0,0,1
94,0,-nan,0,0,0,1,0,-nan,0,0,0,1
95,0,-nan,0,0,0,1,0,-nan,0,0,0,1
96,1,1,1,1,0,0,1,1,1,1,0,0
97,0,-nan,0,0,0,1,0,-nan,0,0,0,1
98,0,-nan,0,0,0,1,0,-nan,0,0,0,1
99,0,-nan,0,0,0,1,0,-nan,0,0,0,1
102,0,-nan,0,0,0,1,0,-nan,0,0,0,1
103,0,-nan,0,0,0,1,0,-nan,0,0,0,1
104,0,-nan,0,0,0,2,0,-nan,0,0,0,2
105,0,-nan,0,0,0,2,0,-nan,0,0,0,2
106,0,-nan,0,0,0,2,0,-nan,0,0,0,2
107,0,-nan,0,0,0,1,0,-nan,0,0,0,1
108,0,-nan,0,0,0,1,0,-nan,0,0,0,1
111,0,-nan,0,0,0,1,0,-nan,0,0,0,1
112,0,-nan,0,0,0,1,0,-nan,0,0,0,1
113,0,-nan,0,0,0,1,0,-nan,0,0,0,1
116,0,-nan,0,0,0,1,0,-nan,0,0,0,1
117,1,1,1,1,0,0,1,1,1,1,0,0
118,0,-nan,0,0,0,1,0,-nan,0,0,0,1
119,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
120,0,-nan,0,0,0,3,0,-nan,0,0,0,3
121,0,-nan,0,0,0,1,0,-nan,0,0,0,1
122,0,-nan,0,0,0,3,0,-nan,0,0,0,3
123,1,1,1,2,0,0,1,1,1,2,0,0
124,0,-nan,0,0,0,1,0,-nan,0,0,0,1
125,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
126,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
127,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
128,1,1,1,1,0,0,1,1,1,1,0,0
129,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
130,1,1,1,1,0,0,1,1,1,1,0,0
131,0,0,0,0,1,1,0,0,0,0,1,1
132,0,-nan,0,0,0,1,0,-nan,0,0,0,1
133,0,-nan,0,0,0,3,0,-nan,0,0,0,3
134,0,-nan,0,0,0,2,0,-nan,0,0,0,2
135,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
138,0,-nan,0,0,0,1,0,-nan,0,0,0,1
139,0,-nan,0,0,0,1,0,-nan,0,0,0,1
146,1,1,1,1,0,0,1,1,1,1,0,0
147,0,-nan,0,0,0,1,0,-nan,0,0,0,1
150,0,-nan,0,0,0,1,0,-nan,0,0,0,1
151,0,-nan,0,0,0,1,0,-nan,0,0,0,1
153,0,-nan,0,0,0,1,0,-nan,0,0,0,1
155,0,-nan,0,0,0,1,0,-nan,0,0,0,1
156,0,-nan,0,0,0,1,0,-nan,0,0,0,1
157,0,-nan,0,0,0,1,0,-nan,0,0,0,1
158,0,-nan,0,0,0,1,0,-nan,0,0,0,1
159,0,-nan,0,0,0,1,0,-nan,0,0,0,1
160,0,-nan,0,0,0,1,0,-nan,0,0,0,1
162,0,-nan,0,0,0,1,0,-nan,0,0,0,1
163,0,-nan,0,0,0,1,0,-nan,0,0,0,1
164,0,-nan,0,0,0,1,0,-nan,0,0,0,1
165,0,-nan,0,0,0,1,0,-nan,0,0,0,1
167,0,-nan,0,0,0,1,0,-nan,0,0,0,1
169,0,-nan,0,0,0,1,0,-nan,0,0,0,1
171,0,-nan,0,0,0,1,0,-nan,0,0,0,1
172,0,-nan,0,0,0,1,0,-nan,0,0,0,1
173,0,-nan,0,0,0,1,0,-nan,0,0,0,1
174,0,-nan,0,0,0,1,0,-nan,0,0,0,1
176,0,-nan,0,0,0,1,0,-nan,0,0,0,1
177,0,-nan,0,0,0,1,0,-nan,0,0,0,1
178,0,-nan,0,0,0,1,0,-nan,0,0,0,1
180,0,-nan,0,0,0,1,0,-nan,0,0,0,1
182,0,-nan,0,0,0,1,0,-nan,0,0,0,1
183,0,-nan,0,0,0,1,0,-nan,0,0,0,1
184,0,-nan,0,0,0,1,0,-nan,0,0,0,1
185,0,-nan,0,0,0,1,0,-nan,0,0,0,1
186,0,-nan,0,0,0,1,0,-nan,0,0,0,1
187,0,-nan,0,0,0,1,0,-nan,0,0,0,1
188,0,-nan,0,0,0,1,0,-nan,0,0,0,1
189,0,-nan,0,0,0,1,0,-nan,0,0,0,1
190,1,1,1,1,0,0,1,1,1,1,0,0
191,0,-nan,0,0,0,1,0,-nan,0,0,0,1
192,1,1,1,1,0,0,1,1,1,1,0,0
193,0,-nan,0,0,0,1,0,-nan,0,0,0,1
194,0,-nan,0,0,0,1,0,-nan,0,0,0,1
195,0,-nan,0,0,0,1,0,-nan,0,0,0,1
196,0,-nan,0,0,0,1,0,-nan,0,0,0,1
249,0,-nan,0,0,0,1,0,-nan,0,0,0,1
251,0,-nan,0,0,0,1,0,-nan,0,0,0,1
252,0,-nan,0,0,0,1,0,-nan,0,0,0,1
253,0,-nan,0,0,0,1,0,-nan,0,0,0,1
254,1,1,1,1,0,0,1,1,1,1,0,0
255,1,1,1,1,0,0,1,1,1,1,0,0
256,0,-nan,0,0,0,1,0,-nan,0,0,0,1
257,0,-nan,0,0,0,1,0,-nan,0,0,0,1
258,0,-nan,0,0,0,1,0,-nan,0,0,0,1
259,0,-nan,0,0,0,1,0,-nan,0,0,0,1
260,0,-nan,0,0,0,1,0,-nan,0,0,0,1
261,0,-nan,0,0,0,1,0,-nan,0,0,0,1
262,0,-nan,0,0,0,1,0,-nan,0,0,0,1
263,0,-nan,0,0,0,1,0,-nan,0,0,0,1
264,1,1,1,1,0,0,1,1,1,1,0,0
265,0,-nan,0,0,0,1,0,-nan,0,0,0,1
266,1,1,1,1,0,0,1,1,1,1,0,0
267,1,1,1,1,0,0,1,1,1,1,0,0
268,1,1,1,1,0,0,1,1,1,1,0,0
269,1,1,1,1,0,0,1,1,1,1,0,0
270,1,1,1,1,0,0,1,1,1,1,0,0
271,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
272,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
273,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
274,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
