2,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
3,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
4,0.545,0.429,0.75,3,4,1,0.545,0.429,0.75,3,4,1
5,0.364,0.286,0.5,2,5,2,0.364,0.286,0.5,2,5,2
6,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
7,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
8,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
9,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
10,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
11,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
12,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
13,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
14,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
15,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
16,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
17,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
18,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
19,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
20,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
21,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
22,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
23,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
24,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
25,1,1,1,1,0,0,1,1,1,1,0,0
26,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
27,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
28,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
29,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
30,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
31,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
32,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
33,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
34,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
