2,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
3,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
4,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
5,0.6,0.429,1,3,4,0,0.6,0.429,1,3,4,0
6,0.615,0.444,1,4,5,0,0.615,0.444,1,4,5,0
7,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
8,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
9,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
10,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
11,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
12,0.75,0.6,1,3,2,0,0.5,0.4,0.667,2,3,1
13,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
14,0.5,0.333,1,3,6,0,0.5,0.333,1,3,6,0
15,0.5,0.375,0.75,3,5,1,0.5,0.375,0.75,3,5,1
16,0.545,0.429,0.75,3,4,1,0.545,0.429,0.75,3,4,1
17,0.545,0.375,1,3,5,0,0.545,0.375,1,3,5,0
18,0.667,0.5,1,3,3,0,0.667,0.5,1,3,3,0
19,0.444,0.4,0.5,2,3,2,0.444,0.4,0.5,2,3,2
20,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
21,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
22,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
23,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
24,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
25,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
26,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
27,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
28,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
29,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
30,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
31,1,1,1,2,0,0,1,1,1,2,0,0
32,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
33,0.444,0.4,0.5,2,3,2,0.222,0.2,0.25,1,4,3
34,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
35,0.5,0.667,0.4,2,1,3,0.25,0.333,0.2,1,2,4
36,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
37,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
38,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
39,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
40,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
41,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
42,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
43,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
44,0.333,0.5,0.25,1,1,3,0,0,0,0,2,4
45,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
46,0.8,1,0.667,2,0,1,0.4,0.5,0.333,1,1,2
47,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
48,0.571,0.667,0.5,2,1,2,0.286,0.333,0.25,1,2,3
49,0.571,0.667,0.5,2,1,2,0.286,0.333,0.25,1,2,3
50,0.4,0.5,0.333,1,1,2,0,0,0,0,2,3
51,0,0,0,0,2,3,0,0,0,0,2,3
52,0,0,0,0,2,4,0,0,0,0,2,4
53,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
54,0.286,0.333,0.25,1,2,3,0.286,0.333,0.25,1,2,3
55,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
56,0,0,0,0,1,4,0,0,0,0,1,4
57,0.667,1,0.5,2,0,2,0.333,0.5,0.25,1,1,3
58,0.857,1,0.75,3,0,1,0.571,0.667,0.5,2,1,2
59,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
60,0.857,1,0.75,3,0,1,0.571,0.667,0.5,2,1,2
61,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
62,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
63,0.25,0.333,0.2,1,2,4,0.25,0.333,0.2,1,2,4
64,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
65,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
66,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
67,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
68,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
69,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
70,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
71,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
72,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
73,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
74,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
75,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
76,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
77,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
78,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
79,0.25,0.25,0.25,1,3,3,0.25,0.25,0.25,1,3,3
80,1,1,1,2,0,0,1,1,1,2,0,0
81,0.286,0.333,0.25,1,2,3,0.286,0.333,0.25,1,2,3
82,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
83,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
84,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
85,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
86,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
87,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
88,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
89,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
90,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
91,0.667,0.75,0.6,3,1,2,0.444,0.5,0.4,2,2,3
92,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
93,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
94,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
95,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
96,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
97,0.333,1,0.2,1,0,4,0.333,1,0.2,1,0,4
98,0.25,0.5,0.167,1,1,5,0.25,0.5,0.167,1,1,5
99,0.444,0.667,0.333,2,1,4,0.444,0.667,0.333,2,1,4
100,0.4,0.5,0.333,2,2,4,0.4,0.5,0.333,2,2,4
101,0.25,0.5,0.167,1,1,5,0.25,0.5,0.167,1,1,5
102,0.444,0.667,0.333,2,1,4,0.444,0.667,0.333,2,1,4
103,0.25,0.5,0.167,1,1,5,0.25,0.5,0.167,1,1,5
104,0.444,0.667,0.333,2,1,4,0.444,0.667,0.333,2,1,4
105,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
106,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
107,0,0,0,0,1,5,0,0,0,0,1,5
108,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
109,0,0,0,0,1,5,0,0,0,0,1,5
110,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
111,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
112,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
113,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
114,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
115,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
