frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0.37,0.238,0.833,5,16,1,0.37,0.238,0.833,5,16,1
2,0.308,0.2,0.667,4,16,2,0.308,0.2,0.667,4,16,2
3,0.455,0.312,0.833,5,11,1,0.455,0.312,0.833,5,11,1
4,0.417,0.278,0.833,5,13,1,0.417,0.278,0.833,5,13,1
5,0.5,0.357,0.833,5,9,1,0.5,0.357,0.833,5,9,1
6,0.545,0.375,1,6,10,0,0.455,0.312,0.833,5,11,1
7,0.357,0.227,0.833,5,17,1,0.286,0.182,0.667,4,18,2
8,0.323,0.2,0.833,5,20,1,0.258,0.16,0.667,4,21,2
9,0.476,0.333,0.833,5,10,1,0.476,0.333,0.833,5,10,1
10,0.417,0.278,0.833,5,13,1,0.333,0.222,0.667,4,14,2
11,0.296,0.19,0.667,4,17,2,0.296,0.19,0.667,4,17,2
12,0.32,0.211,0.667,4,15,2,0.32,0.211,0.667,4,15,2
13,0.417,0.278,0.833,5,13,1,0.333,0.222,0.667,4,14,2
14,0.455,0.312,0.833,5,11,1,0.455,0.312,0.833,5,11,1
15,0.323,0.2,0.833,5,20,1,0.323,0.2,0.833,5,20,1
16,0.32,0.211,0.667,4,15,2,0.24,0.158,0.5,3,16,3
17,0.348,0.235,0.667,4,13,2,0.348,0.235,0.667,4,13,2
18,0.333,0.222,0.667,4,14,2,0.333,0.222,0.667,4,14,2
19,0.471,0.333,0.8,4,8,1,0.471,0.333,0.8,4,8,1
20,0.421,0.286,0.8,4,10,1,0.316,0.214,0.6,3,11,2
21,0.526,0.385,0.833,5,8,1,0.526,0.385,0.833,5,8,1
22,0.333,0.208,0.833,5,19,1,0.333,0.208,0.833,5,19,1
23,0.32,0.211,0.667,4,15,2,0.32,0.211,0.667,4,15,2
24,0.32,0.211,0.667,4,15,2,0.32,0.211,0.667,4,15,2
25,0.435,0.294,0.833,5,12,1,0.435,0.294,0.833,5,12,1
26,0.357,0.227,0.833,5,17,1,0.357,0.227,0.833,5,17,1
27,0.435,0.294,0.833,5,12,1,0.435,0.294,0.833,5,12,1
28,0.348,0.235,0.667,4,13,2,0.348,0.235,0.667,4,13,2
29,0.444,0.333,0.667,4,8,2,0.444,0.333,0.667,4,8,2
30,0.3,0.214,0.5,3,11,3,0.3,0.214,0.5,3,11,3
31,0.316,0.231,0.5,3,10,3,0.316,0.231,0.5,3,10,3
32,0.214,0.143,0.429,3,18,4,0.214,0.143,0.429,3,18,4
33,0.421,0.308,0.667,4,9,2,0.316,0.231,0.5,3,10,3
34,0.353,0.25,0.6,3,9,2,0.353,0.25,0.6,3,9,2
35,0.286,0.188,0.6,3,13,2,0.286,0.188,0.6,3,13,2
36,0.381,0.235,1,4,13,0,0.381,0.235,1,4,13,0
37,0.375,0.25,0.75,3,9,1,0.375,0.25,0.75,3,9,1
38,0.4,0.273,0.75,3,8,1,0.4,0.273,0.75,3,8,1
39,0.286,0.2,0.5,2,8,2,0.286,0.2,0.5,2,8,2
40,0.286,0.2,0.5,2,8,2,0.286,0.2,0.5,2,8,2
41,0.222,0.133,0.667,2,13,1,0.222,0.133,0.667,2,13,1
42,0.286,0.2,0.5,2,8,2,0.286,0.2,0.5,2,8,2
43,0.25,0.167,0.5,2,10,2,0.25,0.167,0.5,2,10,2
44,0.444,0.333,0.667,2,4,1,0.444,0.333,0.667,2,4,1
45,0.267,0.182,0.5,2,9,2,0.267,0.182,0.5,2,9,2
46,0.333,0.25,0.5,2,6,2,0.333,0.25,0.5,2,6,2
47,0.429,0.3,0.75,3,7,1,0.429,0.3,0.75,3,7,1
48,0.353,0.231,0.75,3,10,1,0.353,0.231,0.75,3,10,1
49,0.462,0.333,0.75,3,6,1,0.462,0.333,0.75,3,6,1
50,0.286,0.2,0.5,2,8,2,0.286,0.2,0.5,2,8,2
51,0.25,0.154,0.667,2,11,1,0.25,0.154,0.667,2,11,1
52,0.267,0.167,0.667,2,10,1,0.267,0.167,0.667,2,10,1
53,0.333,0.2,1,2,8,0,0.333,0.2,1,2,8,0
54,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
55,0.333,0.2,1,2,8,0,0.333,0.2,1,2,8,0
56,0.308,0.182,1,2,9,0,0.308,0.182,1,2,9,0
57,0.222,0.125,1,2,14,0,0.222,0.125,1,2,14,0
58,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
59,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
60,0.235,0.133,1,2,13,0,0.235,0.133,1,2,13,0
61,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
62,0.308,0.182,1,2,9,0,0.308,0.182,1,2,9,0
63,0.4,0.25,1,3,9,0,0.4,0.25,1,3,9,0
64,0.5,0.333,1,4,8,0,0.375,0.25,0.75,3,9,1
65,0.429,0.3,0.75,3,7,1,0.429,0.3,0.75,3,7,1
66,0.4,0.273,0.75,3,8,1,0.4,0.273,0.75,3,8,1
67,0.421,0.286,0.8,4,10,1,0.421,0.286,0.8,4,10,1
68,0.462,0.333,0.75,3,6,1,0.462,0.333,0.75,3,6,1
69,0.471,0.308,1,4,9,0,0.353,0.231,0.75,3,10,1
70,0.381,0.235,1,4,13,0,0.286,0.176,0.75,3,14,1
71,0.3,0.176,1,3,14,0,0.3,0.176,1,3,14,0
72,0.333,0.231,0.6,3,10,2,0.333,0.231,0.6,3,10,2
73,0.4,0.267,0.8,4,11,1,0.4,0.267,0.8,4,11,1
74,0.286,0.2,0.5,3,12,3,0.286,0.2,0.5,3,12,3
75,0.7,0.538,1,7,6,0,0.6,0.462,0.857,6,7,1
76,0.583,0.412,1,7,10,0,0.5,0.353,0.857,6,11,1
77,0.435,0.312,0.714,5,11,2,0.435,0.312,0.714,5,11,2
78,0.4,0.278,0.714,5,13,2,0.4,0.278,0.714,5,13,2
79,0.4,0.25,1,6,18,0,0.4,0.25,1,6,18,0
80,0.467,0.304,1,7,16,0,0.467,0.304,1,7,16,0
81,0.48,0.333,0.857,6,12,1,0.48,0.333,0.857,6,12,1
82,0.455,0.357,0.625,5,9,3,0.455,0.357,0.625,5,9,3
83,0.5,0.35,0.875,7,13,1,0.5,0.35,0.875,7,13,1
