frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,1,1,1,1,0,0,1,1,1,1,0,0
2,0,0,0,0,2,2,0,0,0,0,2,2
3,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
4,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
6,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
7,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
8,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
9,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
10,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
11,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
12,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
13,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
14,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
15,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
16,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
17,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
18,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
19,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
20,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
21,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
22,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
23,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
24,0.5,0.333,1,2,4,0,0.25,0.167,0.5,1,5,1
25,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
26,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
27,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
28,0.667,1,0.5,1,0,1,0,0,0,0,1,2
29,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
30,0.333,0.25,0.5,1,3,1,0,0,0,0,4,2
31,0,0,0,0,1,2,0,0,0,0,1,2
32,0,0,0,0,1,2,0,0,0,0,1,2
33,0,0,0,0,3,2,0,0,0,0,3,2
34,0,0,0,0,3,2,0,0,0,0,3,2
35,0,0,0,0,2,2,0,0,0,0,2,2
36,0.333,0.25,0.5,1,3,1,0,0,0,0,4,2
37,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
38,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
39,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
40,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
41,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
42,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
43,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
44,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
