frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
160,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
161,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
162,0.4,0.286,0.667,2,5,1,0.4,0.286,0.667,2,5,1
163,0.222,0.143,0.5,1,6,1,0.222,0.143,0.5,1,6,1
164,0,0,0,0,2,3,0,0,0,0,2,3
165,0.4,0.286,0.667,2,5,1,0.2,0.143,0.333,1,6,2
166,0.333,0.25,0.5,1,3,1,0,0,0,0,4,2
167,0,0,0,0,2,1,0,0,0,0,2,1
168,0,-nan,0,0,0,2,0,-nan,0,0,0,2
169,0,0,0,0,1,2,0,0,0,0,1,2
170,0.667,0.5,1,1,1,0,0,0,0,0,2,1
171,0,-nan,0,0,0,2,0,-nan,0,0,0,2
172,1,1,1,1,0,0,1,1,1,1,0,0
173,1,1,1,1,0,0,1,1,1,1,0,0
174,1,1,1,1,0,0,1,1,1,1,0,0
175,0,0,0,0,1,1,0,0,0,0,1,1
176,1,1,1,1,0,0,1,1,1,1,0,0
177,0,-nan,0,0,0,1,0,-nan,0,0,0,1
178,0,-nan,0,0,0,1,0,-nan,0,0,0,1
179,0,-nan,0,0,0,1,0,-nan,0,0,0,1
180,0,0,0,0,1,1,0,0,0,0,1,1
