frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,1,1,1,1,0,0,1,1,1,1,0,0
2,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
3,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
4,1,1,1,3,0,0,1,1,1,3,0,0
5,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
6,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
7,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
8,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
9,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
10,1,1,1,2,0,0,1,1,1,2,0,0
11,1,1,1,2,0,0,1,1,1,2,0,0
12,1,1,1,2,0,0,1,1,1,2,0,0
13,1,1,1,2,0,0,0.5,0.5,0.5,1,1,1
14,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
15,1,1,1,2,0,0,1,1,1,2,0,0
16,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
17,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
18,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
19,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
20,0.5,1,0.333,1,0,2,0,0,0,0,1,3
21,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
22,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
23,1,1,1,1,0,0,1,1,1,1,0,0
24,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
25,1,1,1,1,0,0,1,1,1,1,0,0
26,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
27,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
28,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
29,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
30,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
31,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
32,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
33,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
34,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
35,1,1,1,1,0,0,1,1,1,1,0,0
36,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
37,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
38,1,1,1,2,0,0,1,1,1,2,0,0
39,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
40,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
41,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
42,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
43,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
44,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
45,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
46,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
47,1,1,1,2,0,0,1,1,1,2,0,0
48,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
49,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
50,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
51,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
52,1,1,1,2,0,0,1,1,1,2,0,0
53,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
54,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
55,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
56,1,1,1,2,0,0,1,1,1,2,0,0
57,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
58,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
59,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
60,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
61,1,1,1,2,0,0,1,1,1,2,0,0
62,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
63,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
64,1,1,1,3,0,0,1,1,1,3,0,0
65,1,1,1,3,0,0,1,1,1,3,0,0
66,1,1,1,3,0,0,1,1,1,3,0,0
67,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
68,1,1,1,3,0,0,1,1,1,3,0,0
69,1,1,1,3,0,0,1,1,1,3,0,0
70,1,1,1,3,0,0,1,1,1,3,0,0
71,1,1,1,3,0,0,0.667,0.667,0.667,2,1,1
72,1,1,1,3,0,0,1,1,1,3,0,0
73,1,1,1,3,0,0,1,1,1,3,0,0
74,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
75,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
76,1,1,1,3,0,0,1,1,1,3,0,0
77,1,1,1,3,0,0,1,1,1,3,0,0
78,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
79,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
80,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
81,1,1,1,3,0,0,1,1,1,3,0,0
82,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
83,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
84,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
85,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
86,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
87,1,1,1,3,0,0,1,1,1,3,0,0
88,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
89,1,1,1,3,0,0,1,1,1,3,0,0
90,1,1,1,3,0,0,1,1,1,3,0,0
91,1,1,1,3,0,0,1,1,1,3,0,0
92,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
93,1,1,1,3,0,0,1,1,1,3,0,0
94,1,1,1,3,0,0,1,1,1,3,0,0
95,1,1,1,3,0,0,1,1,1,3,0,0
96,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
97,1,1,1,3,0,0,1,1,1,3,0,0
98,1,1,1,3,0,0,1,1,1,3,0,0
99,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
100,1,1,1,3,0,0,1,1,1,3,0,0
101,1,1,1,3,0,0,1,1,1,3,0,0
102,1,1,1,3,0,0,0.667,0.667,0.667,2,1,1
103,1,1,1,3,0,0,0.667,0.667,0.667,2,1,1
104,1,1,1,3,0,0,1,1,1,3,0,0
105,1,1,1,3,0,0,1,1,1,3,0,0
106,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
107,1,1,1,3,0,0,1,1,1,3,0,0
108,1,1,1,3,0,0,1,1,1,3,0,0
109,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
110,1,1,1,3,0,0,1,1,1,3,0,0
111,1,1,1,3,0,0,1,1,1,3,0,0
112,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
113,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
114,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
115,0.75,0.6,1,3,2,0,0.5,0.4,0.667,2,3,1
116,1,1,1,3,0,0,1,1,1,3,0,0
117,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
118,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
119,0.75,0.6,1,3,2,0,0.75,0.6,1,3,2,0
120,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
121,0.8,0.667,1,2,1,0,0.4,0.333,0.5,1,2,1
122,0.857,0.75,1,3,1,0,0.571,0.5,0.667,2,2,1
123,0.8,1,0.667,2,0,1,0.4,0.5,0.333,1,1,2
124,1,1,1,2,0,0,1,1,1,2,0,0
125,0.857,0.75,1,3,1,0,0.571,0.5,0.667,2,2,1
126,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
127,0.4,1,0.25,1,0,3,0.4,1,0.25,1,0,3
128,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
129,0.571,0.667,0.5,2,1,2,0.286,0.333,0.25,1,2,3
130,0.667,0.667,0.667,2,1,1,0.333,0.333,0.333,1,2,2
131,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
132,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
133,0.857,0.75,1,3,1,0,0.286,0.25,0.333,1,3,2
134,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
135,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
136,1,1,1,3,0,0,0.667,0.667,0.667,2,1,1
137,0.571,0.5,0.667,2,2,1,0.286,0.25,0.333,1,3,2
138,1,1,1,2,0,0,0.5,0.5,0.5,1,1,1
139,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
140,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
141,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
142,0.4,1,0.25,1,0,3,0.4,1,0.25,1,0,3
143,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
144,0,0,0,0,1,3,0,0,0,0,1,3
145,0,0,0,0,1,4,0,0,0,0,1,4
146,0.4,1,0.25,1,0,3,0.4,1,0.25,1,0,3
147,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
148,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
149,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
150,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
151,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
152,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
153,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
154,0.333,0.333,0.333,1,2,2,0.333,0.333,0.333,1,2,2
155,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
156,0.286,0.25,0.333,1,3,2,0.286,0.25,0.333,1,3,2
157,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
158,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
159,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
160,0.667,0.667,0.667,2,1,1,0.667,0.667,0.667,2,1,1
161,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
162,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
163,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
164,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
165,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
166,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
167,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
168,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
169,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
170,0.286,0.25,0.333,1,3,2,0.286,0.25,0.333,1,3,2
171,0,0,0,0,2,3,0,0,0,0,2,3
172,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
173,0.857,0.75,1,3,1,0,0.857,0.75,1,3,1,0
174,0.286,0.25,0.333,1,3,2,0.286,0.25,0.333,1,3,2
175,0.333,0.333,0.333,1,2,2,0.333,0.333,0.333,1,2,2
176,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
177,0.4,1,0.25,1,0,3,0.4,1,0.25,1,0,3
178,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
179,0.333,0.333,0.333,1,2,2,0.333,0.333,0.333,1,2,2
180,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
181,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
182,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
183,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
184,0.4,0.5,0.333,1,1,2,0.4,0.5,0.333,1,1,2
185,0.5,1,0.333,1,0,2,0.5,1,0.333,1,0,2
186,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
187,0,-nan,0,0,0,3,0,-nan,0,0,0,3
