frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,1,1,1,1,0,0,1,1,1,1,0,0
2,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
3,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
4,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
5,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
6,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
7,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
8,0.333,0.2,1,2,8,0,0.333,0.2,1,2,8,0
9,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
10,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
11,0.286,0.2,0.5,1,4,1,0.286,0.2,0.5,1,4,1
12,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
13,1,1,1,2,0,0,1,1,1,2,0,0
14,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
15,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
16,0.333,0.2,1,2,8,0,0.333,0.2,1,2,8,0
17,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
18,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
19,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
20,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
21,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
22,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
23,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
24,0.286,0.167,1,2,10,0,0.286,0.167,1,2,10,0
25,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
26,0.222,0.143,0.5,1,6,1,0.222,0.143,0.5,1,6,1
27,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
28,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
29,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
30,0.182,0.111,0.5,1,8,1,0.182,0.111,0.5,1,8,1
31,0.333,0.2,1,2,8,0,0.333,0.2,1,2,8,0
32,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
33,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
34,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
35,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
36,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
37,0.286,0.167,1,2,10,0,0.286,0.167,1,2,10,0
38,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
39,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
40,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
41,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
42,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
43,1,1,1,2,0,0,1,1,1,2,0,0
44,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
45,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
46,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
47,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
48,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
49,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
50,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
51,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
52,0.286,0.2,0.5,1,4,1,0.286,0.2,0.5,1,4,1
53,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
54,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
55,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
56,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
57,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
58,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
59,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
60,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
61,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
62,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
63,0,0,0,0,3,1,0,0,0,0,3,1
64,0,0,0,0,1,1,0,0,0,0,1,1
65,0,0,0,0,1,1,0,0,0,0,1,1
