frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
69,0.8,0.8,0.8,4,1,1,0.8,0.8,0.8,4,1,1
70,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
71,0.8,0.8,0.8,4,1,1,0.8,0.8,0.8,4,1,1
72,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
73,0.75,0.75,0.75,3,1,1,0.5,0.5,0.5,2,2,2
74,0.889,0.8,1,4,1,0,0.667,0.6,0.75,3,2,1
75,0.889,0.8,1,4,1,0,0.667,0.6,0.75,3,2,1
76,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
77,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
78,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
79,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
80,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
81,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
82,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
83,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
84,0.75,0.75,0.75,3,1,1,0.5,0.5,0.5,2,2,2
85,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
86,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
87,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
88,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
89,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
90,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
91,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
92,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
93,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
94,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
95,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
96,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
97,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
98,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
99,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
100,0.8,0.667,1,4,2,0,0.8,0.667,1,4,2,0
101,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
102,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
103,0.8,0.667,1,4,2,0,0.8,0.667,1,4,2,0
104,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
105,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
106,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
107,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
108,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
109,0.727,0.571,1,4,3,0,0.545,0.429,0.75,3,4,1
110,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
111,0.667,0.5,1,3,3,0,0.667,0.5,1,3,3,0
112,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
113,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
114,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
115,0.545,0.429,0.75,3,4,1,0.545,0.429,0.75,3,4,1
116,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
117,0.6,0.5,0.75,3,3,1,0.4,0.333,0.5,2,4,2
118,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
119,0.8,0.667,1,4,2,0,0.8,0.667,1,4,2,0
120,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
121,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
122,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
123,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
124,0.615,0.444,1,4,5,0,0.615,0.444,1,4,5,0
125,0.667,0.5,1,4,4,0,0.667,0.5,1,4,4,0
126,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
127,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
128,0.727,0.571,1,4,3,0,0.727,0.571,1,4,3,0
129,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
130,0.714,0.556,1,5,4,0,0.714,0.556,1,5,4,0
131,0.615,0.5,0.8,4,4,1,0.615,0.5,0.8,4,4,1
132,0.769,0.625,1,5,3,0,0.769,0.625,1,5,3,0
133,0.571,0.444,0.8,4,5,1,0.571,0.444,0.8,4,5,1
134,0.727,0.667,0.8,4,2,1,0.727,0.667,0.8,4,2,1
135,0.667,0.5,1,5,5,0,0.533,0.4,0.8,4,6,1
136,0.714,0.556,1,5,4,0,0.714,0.556,1,5,4,0
137,0.833,0.714,1,5,2,0,0.833,0.714,1,5,2,0
138,0.667,0.571,0.8,4,3,1,0.667,0.571,0.8,4,3,1
139,0.833,0.714,1,5,2,0,0.833,0.714,1,5,2,0
140,0.833,0.714,1,5,2,0,0.833,0.714,1,5,2,0
141,0.5,0.429,0.6,3,4,2,0.5,0.429,0.6,3,4,2
142,0.6,0.6,0.6,3,2,2,0.4,0.4,0.4,2,3,3
143,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
144,0.6,0.6,0.6,3,2,2,0.6,0.6,0.6,3,2,2
145,0.8,0.8,0.8,4,1,1,0.8,0.8,0.8,4,1,1
146,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
147,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
148,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
149,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
150,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
151,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
152,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
153,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
154,0.545,0.5,0.6,3,3,2,0.545,0.5,0.6,3,3,2
155,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
156,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
157,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
158,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
159,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
160,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
161,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
162,0.6,0.75,0.5,3,1,3,0.6,0.75,0.5,3,1,3
163,0.545,0.6,0.5,3,2,3,0.545,0.6,0.5,3,2,3
164,0.667,0.8,0.571,4,1,3,0.667,0.8,0.571,4,1,3
165,0.727,0.8,0.667,4,1,2,0.727,0.8,0.667,4,1,2
166,0.667,0.8,0.571,4,1,3,0.667,0.8,0.571,4,1,3
167,0.667,0.625,0.714,5,3,2,0.667,0.625,0.714,5,3,2
168,0.667,0.8,0.571,4,1,3,0.667,0.8,0.571,4,1,3
169,0.667,0.8,0.571,4,1,3,0.667,0.8,0.571,4,1,3
170,0.8,1,0.667,6,0,3,0.8,1,0.667,6,0,3
171,0.8,0.857,0.75,6,1,2,0.8,0.857,0.75,6,1,2
172,0.941,0.889,1,8,1,0,0.941,0.889,1,8,1,0
173,0.75,0.75,0.75,6,2,2,0.75,0.75,0.75,6,2,2
174,0.667,0.714,0.625,5,2,3,0.667,0.714,0.625,5,2,3
175,0.857,0.75,1,6,2,0,0.857,0.75,1,6,2,0
176,0.714,0.714,0.714,5,2,2,0.714,0.714,0.714,5,2,2
177,0.706,0.6,0.857,6,4,1,0.706,0.6,0.857,6,4,1
178,0.625,0.556,0.714,5,4,2,0.5,0.444,0.571,4,5,3
179,0.5,0.375,0.75,6,10,2,0.5,0.375,0.75,6,10,2
180,0.706,0.6,0.857,6,4,1,0.706,0.6,0.857,6,4,1
181,0.588,0.5,0.714,5,5,2,0.588,0.5,0.714,5,5,2
182,0.545,0.429,0.75,6,8,2,0.545,0.429,0.75,6,8,2
183,0.667,0.6,0.75,6,4,2,0.667,0.6,0.75,6,4,2
184,0.667,0.556,0.833,5,4,1,0.667,0.556,0.833,5,4,1
185,0.6,0.462,0.857,6,7,1,0.6,0.462,0.857,6,7,1
186,0.706,0.6,0.857,6,4,1,0.706,0.6,0.857,6,4,1
187,0.667,0.625,0.714,5,3,2,0.533,0.5,0.571,4,4,3
188,0.571,0.571,0.571,4,3,3,0.429,0.429,0.429,3,4,4
189,0.714,0.714,0.714,5,2,2,0.429,0.429,0.429,3,4,4
190,0.444,0.667,0.333,2,1,4,0.444,0.667,0.333,2,1,4
191,0.5,0.667,0.4,2,1,3,0.5,0.667,0.4,2,1,3
192,0.333,0.4,0.286,2,3,5,0.333,0.4,0.286,2,3,5
193,0.714,0.714,0.714,5,2,2,0.571,0.571,0.571,4,3,3
194,0.533,0.5,0.571,4,4,3,0.533,0.5,0.571,4,4,3
195,0.421,0.364,0.5,4,7,4,0.421,0.364,0.5,4,7,4
196,0.545,0.429,0.75,6,8,2,0.455,0.357,0.625,5,9,3
197,0.667,0.6,0.75,6,4,2,0.667,0.6,0.75,6,4,2
198,0.571,0.462,0.75,6,7,2,0.571,0.462,0.75,6,7,2
199,0.526,0.455,0.625,5,6,3,0.526,0.455,0.625,5,6,3
200,0.32,0.222,0.571,4,14,3,0.32,0.222,0.571,4,14,3
201,0.471,0.444,0.5,4,5,4,0.471,0.444,0.5,4,5,4
202,0.545,1,0.375,3,0,5,0.545,1,0.375,3,0,5
203,0.444,0.4,0.5,4,6,4,0.444,0.4,0.5,4,6,4
204,0.167,0.2,0.143,1,4,6,0.167,0.2,0.143,1,4,6
205,0.214,0.136,0.5,3,19,3,0.214,0.136,0.5,3,19,3
206,0.5,0.5,0.5,4,4,4,0.5,0.5,0.5,4,4,4
207,0.533,0.667,0.444,4,2,5,0.533,0.667,0.444,4,2,5
208,0.4,0.375,0.429,3,5,4,0.4,0.375,0.429,3,5,4
209,0.615,0.571,0.667,4,3,2,0.615,0.571,0.667,4,3,2
210,0.471,0.4,0.571,4,6,3,0.471,0.4,0.571,4,6,3
211,0.533,0.444,0.667,4,5,2,0.533,0.444,0.667,4,5,2
212,0.56,0.438,0.778,7,9,2,0.56,0.438,0.778,7,9,2
213,0.211,0.182,0.25,2,9,6,0.211,0.182,0.25,2,9,6
214,0.5,0.5,0.5,4,4,4,0.5,0.5,0.5,4,4,4
215,0.235,0.222,0.25,2,7,6,0.235,0.222,0.25,2,7,6
216,0.526,0.5,0.556,5,5,4,0.526,0.5,0.556,5,5,4
217,0.5,0.385,0.714,5,8,2,0.5,0.385,0.714,5,8,2
218,0.333,0.273,0.429,3,8,4,0.222,0.182,0.286,2,9,5
219,0.364,0.4,0.333,2,3,4,0.364,0.4,0.333,2,3,4
220,0.308,0.25,0.4,2,6,3,0.308,0.25,0.4,2,6,3
221,0.4,0.333,0.5,2,4,2,0.4,0.333,0.5,2,4,2
222,0.286,0.333,0.25,1,2,3,0.286,0.333,0.25,1,2,3
223,0.154,0.111,0.25,1,8,3,0.154,0.111,0.25,1,8,3
224,0.333,0.5,0.25,1,1,3,0.333,0.5,0.25,1,1,3
225,0.143,0.1,0.25,1,9,3,0.143,0.1,0.25,1,9,3
226,0.286,0.333,0.25,1,2,3,0.286,0.333,0.25,1,2,3
227,0.364,0.286,0.5,2,5,2,0.364,0.286,0.5,2,5,2
228,0.25,0.25,0.25,1,3,3,0.25,0.25,0.25,1,3,3
229,0,0,0,0,2,3,0,0,0,0,2,3
230,0,0,0,0,5,3,0,0,0,0,5,3
231,0,0,0,0,2,3,0,0,0,0,2,3
232,0,0,0,0,1,4,0,0,0,0,1,4
233,0.222,0.167,0.333,1,5,2,0.222,0.167,0.333,1,5,2
234,0,0,0,0,2,3,0,0,0,0,2,3
235,0,0,0,0,4,3,0,0,0,0,4,3
236,0,0,0,0,6,3,0,0,0,0,6,3
237,0.286,0.333,0.25,1,2,3,0.286,0.333,0.25,1,2,3
238,0,0,0,0,3,4,0,0,0,0,3,4
239,0.2,0.167,0.25,1,5,3,0.2,0.167,0.25,1,5,3
240,0.286,0.2,0.5,2,8,2,0.286,0.2,0.5,2,8,2
241,0.0435,0.0238,0.25,1,41,3,0.0435,0.0238,0.25,1,41,3
242,0.04,0.0217,0.25,1,45,3,0.04,0.0217,0.25,1,45,3
243,0.0833,0.0455,0.5,1,21,1,0.0833,0.0455,0.5,1,21,1
244,0.087,0.05,0.333,1,19,2,0.087,0.05,0.333,1,19,2
245,0.0556,0.0303,0.333,1,32,2,0.0556,0.0303,0.333,1,32,2
246,0.133,0.0714,1,2,26,0,0.133,0.0714,1,2,26,0
247,0.087,0.0476,0.5,1,20,1,0.087,0.0476,0.5,1,20,1
248,0.19,0.111,0.667,2,16,1,0.19,0.111,0.667,2,16,1
249,0.182,0.1,1,1,9,0,0.182,0.1,1,1,9,0
250,0.143,0.0769,1,1,12,0,0.143,0.0769,1,1,12,0
251,0,0,0,0,6,1,0,0,0,0,6,1
252,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
253,0,0,0,0,2,1,0,0,0,0,2,1
254,0,-nan,0,0,0,1,0,-nan,0,0,0,1
255,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
256,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
257,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
258,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
259,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
260,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
261,0.154,0.0833,1,1,11,0,0.154,0.0833,1,1,11,0
262,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
263,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
264,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
265,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
266,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
267,0,0,0,0,4,1,0,0,0,0,4,1
268,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
269,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
270,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
271,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
272,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
273,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
274,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
275,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
276,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
277,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
278,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
279,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
280,0.444,0.286,1,2,5,0,0.444,0.286,1,2,5,0
281,1,1,1,2,0,0,1,1,1,2,0,0
282,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
283,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
284,1,1,1,2,0,0,1,1,1,2,0,0
285,1,1,1,2,0,0,1,1,1,2,0,0
286,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
287,1,1,1,2,0,0,1,1,1,2,0,0
288,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
289,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
290,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
291,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
292,1,1,1,2,0,0,1,1,1,2,0,0
293,1,1,1,2,0,0,1,1,1,2,0,0
294,1,1,1,2,0,0,1,1,1,2,0,0
295,1,1,1,2,0,0,1,1,1,2,0,0
296,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
297,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
298,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
299,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
300,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
301,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
302,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
303,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
304,1,1,1,2,0,0,1,1,1,2,0,0
305,1,1,1,2,0,0,1,1,1,2,0,0
306,1,1,1,2,0,0,1,1,1,2,0,0
307,1,1,1,2,0,0,1,1,1,2,0,0
308,1,1,1,2,0,0,1,1,1,2,0,0
309,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
310,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
311,1,1,1,2,0,0,1,1,1,2,0,0
312,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
313,1,1,1,2,0,0,1,1,1,2,0,0
314,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
315,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
316,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
317,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
318,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
319,1,1,1,2,0,0,1,1,1,2,0,0
320,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
321,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
322,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
323,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
324,0.571,0.4,1,2,3,0,0.286,0.2,0.5,1,4,1
325,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
326,0.4,0.25,1,2,6,0,0.4,0.25,1,2,6,0
327,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
328,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
329,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
330,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
331,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
332,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
333,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
334,1,1,1,2,0,0,1,1,1,2,0,0
335,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
336,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
