frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,0,0,0,0,2,1,0,0,0,0,2,1
2,0,0,0,0,2,1,0,0,0,0,2,1
4,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
5,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
6,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
7,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
8,0.667,0.5,1,2,2,0,0.667,0.5,1,2,2,0
9,0.333,0.25,0.5,1,3,1,0.333,0.25,0.5,1,3,1
10,0.2,0.125,0.5,1,7,1,0.2,0.125,0.5,1,7,1
11,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
12,0.118,0.0667,0.5,1,14,1,0.118,0.0667,0.5,1,14,1
13,0.0833,0.0435,1,1,22,0,0.0833,0.0435,1,1,22,0
14,0.118,0.0667,0.5,1,14,1,0.118,0.0667,0.5,1,14,1
15,0.111,0.0625,0.5,1,15,1,0.111,0.0625,0.5,1,15,1
16,0.148,0.08,1,2,23,0,0.148,0.08,1,2,23,0
17,0.167,0.1,0.5,1,9,1,0.167,0.1,0.5,1,9,1
18,0.364,0.222,1,2,7,0,0.364,0.222,1,2,7,0
19,0.118,0.0667,0.5,1,14,1,0.118,0.0667,0.5,1,14,1
20,0.0741,0.0385,1,2,50,0,0.0741,0.0385,1,2,50,0
21,0.0408,0.0213,0.5,1,46,1,0.0408,0.0213,0.5,1,46,1
22,0.1,0.0556,0.5,1,17,1,0.1,0.0556,0.5,1,17,1
23,0.222,0.143,0.5,1,6,1,0.222,0.143,0.5,1,6,1
24,0.154,0.0909,0.5,1,10,1,0.154,0.0909,0.5,1,10,1
25,0.0741,0.04,0.5,1,24,1,0.0741,0.04,0.5,1,24,1
26,0.125,0.0714,0.5,1,13,1,0.125,0.0714,0.5,1,13,1
27,0.105,0.0556,1,1,17,0,0.105,0.0556,1,1,17,0
28,0.2,0.125,0.5,1,7,1,0.2,0.125,0.5,1,7,1
29,0.5,0.333,1,3,6,0,0.5,0.333,1,3,6,0
30,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
31,0.667,0.5,1,3,3,0,0.667,0.5,1,3,3,0
32,0.5,0.333,1,3,6,0,0.5,0.333,1,3,6,0
33,0.4,0.25,1,3,9,0,0.4,0.25,1,3,9,0
34,0.429,0.273,1,3,8,0,0.429,0.273,1,3,8,0
35,0.364,0.25,0.667,2,6,1,0.364,0.25,0.667,2,6,1
36,0.5,0.333,1,2,4,0,0.5,0.333,1,2,4,0
37,0.667,0.5,1,2,2,0,0.333,0.25,0.5,1,3,1
38,0.222,0.143,0.5,1,6,1,0.222,0.143,0.5,1,6,1
39,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
40,0.182,0.1,1,1,9,0,0.182,0.1,1,1,9,0
41,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
42,0.2,0.111,1,1,8,0,0.2,0.111,1,1,8,0
43,0.182,0.1,1,1,9,0,0.182,0.1,1,1,9,0
44,0,0,0,0,4,1,0,0,0,0,4,1
45,0,0,0,0,4,1,0,0,0,0,4,1
95,0,0,0,0,14,1,0,0,0,0,14,1
96,0,0,0,0,18,1,0,0,0,0,18,1
97,0.133,0.0714,1,1,13,0,0.133,0.0714,1,1,13,0
98,0.143,0.0769,1,1,12,0,0.143,0.0769,1,1,12,0
99,0.0741,0.0385,1,1,25,0,0.0741,0.0385,1,1,25,0
100,0.0769,0.04,1,1,24,0,0.0769,0.04,1,1,24,0
101,0.154,0.0833,1,1,11,0,0.154,0.0833,1,1,11,0
102,0.105,0.0556,1,1,17,0,0.105,0.0556,1,1,17,0
103,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
104,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
105,0.25,0.143,1,1,6,0,0.25,0.143,1,1,6,0
106,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
107,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
108,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
109,0.222,0.125,1,1,7,0,0.222,0.125,1,1,7,0
110,0.286,0.167,1,1,5,0,0.286,0.167,1,1,5,0
111,0,0,0,0,4,1,0,0,0,0,4,1
112,0,0,0,0,8,1,0,0,0,0,8,1
113,0,0,0,0,3,1,0,0,0,0,3,1
114,0,0,0,0,5,1,0,0,0,0,5,1
115,0,0,0,0,6,1,0,0,0,0,6,1
116,0,0,0,0,6,1,0,0,0,0,6,1
117,0,0,0,0,7,1,0,0,0,0,7,1
118,0,0,0,0,2,1,0,0,0,0,2,1
119,0,0,0,0,6,1,0,0,0,0,6,1
120,0,0,0,0,6,1,0,0,0,0,6,1
121,0,0,0,0,3,1,0,0,0,0,3,1
122,0,0,0,0,3,1,0,0,0,0,3,1
123,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
124,0.333,0.2,1,1,4,0,0.333,0.2,1,1,4,0
125,0,0,0,0,2,1,0,0,0,0,2,1
126,1,1,1,1,0,0,1,1,1,1,0,0
127,0,-nan,0,0,0,1,0,-nan,0,0,0,1
