2,0.571,0.4,1,2,3,0,0.571,0.4,1,2,3,0
3,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
4,1,1,1,2,0,0,1,1,1,2,0,0
5,1,1,1,2,0,0,1,1,1,2,0,0
6,1,1,1,2,0,0,1,1,1,2,0,0
7,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
8,1,1,1,2,0,0,1,1,1,2,0,0
9,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
10,1,1,1,2,0,0,1,1,1,2,0,0
11,1,1,1,2,0,0,1,1,1,2,0,0
12,1,1,1,2,0,0,1,1,1,2,0,0
13,1,1,1,2,0,0,1,1,1,2,0,0
14,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
15,1,1,1,2,0,0,1,1,1,2,0,0
16,1,1,1,2,0,0,1,1,1,2,0,0
17,1,1,1,2,0,0,1,1,1,2,0,0
18,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
19,1,1,1,2,0,0,1,1,1,2,0,0
20,0.8,0.667,1,2,1,0,0.8,0.667,1,2,1,0
21,1,1,1,2,0,0,1,1,1,2,0,0
22,1,1,1,2,0,0,1,1,1,2,0,0
23,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
24,0.571,0.5,0.667,2,2,1,0.571,0.5,0.667,2,2,1
25,0.8,1,0.667,2,0,1,0.8,1,0.667,2,0,1
26,0.5,0.5,0.5,2,2,2,0.5,0.5,0.5,2,2,2
27,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
28,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
29,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
30,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
31,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
32,0.727,0.667,0.8,4,2,1,0.727,0.667,0.8,4,2,1
33,0.6,0.6,0.6,3,2,2,0.6,0.6,0.6,3,2,2
34,0.8,0.8,0.8,4,1,1,0.8,0.8,0.8,4,1,1
35,0.727,0.667,0.8,4,2,1,0.727,0.667,0.8,4,2,1
36,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
37,0.5,0.375,0.75,3,5,1,0.5,0.375,0.75,3,5,1
38,0.615,0.5,0.8,4,4,1,0.615,0.5,0.8,4,4,1
39,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
40,0.8,0.667,1,4,2,0,0.6,0.5,0.75,3,3,1
41,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
42,0.667,0.6,0.75,3,2,1,0.667,0.6,0.75,3,2,1
43,0.6,0.5,0.75,3,3,1,0.6,0.5,0.75,3,3,1
44,1,1,1,4,0,0,0.75,0.75,0.75,3,1,1
45,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
46,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
47,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
48,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
49,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
50,0.889,0.8,1,4,1,0,0.667,0.6,0.75,3,2,1
51,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
52,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
53,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
54,0.889,0.8,1,4,1,0,0.889,0.8,1,4,1,0
55,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
56,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
57,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
58,1,1,1,5,0,0,1,1,1,5,0,0
59,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
60,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
61,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
62,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
63,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
64,0.571,1,0.4,2,0,3,0.571,1,0.4,2,0,3
65,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
66,0.667,0.75,0.6,3,1,2,0.667,0.75,0.6,3,1,2
67,0.889,1,0.8,4,0,1,0.889,1,0.8,4,0,1
68,0.75,1,0.6,3,0,2,0.75,1,0.6,3,0,2
69,0.909,0.833,1,5,1,0,0.909,0.833,1,5,1,0
70,0.571,1,0.4,2,0,3,0.286,0.5,0.2,1,1,4
71,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
72,1,1,1,3,0,0,1,1,1,3,0,0
73,1,1,1,3,0,0,1,1,1,3,0,0
74,0.571,0.667,0.5,2,1,2,0.571,0.667,0.5,2,1,2
75,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
76,1,1,1,4,0,0,1,1,1,4,0,0
77,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
78,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
79,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
80,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
81,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
82,0.75,0.75,0.75,3,1,1,0.75,0.75,0.75,3,1,1
83,0.667,1,0.5,2,0,2,0.667,1,0.5,2,0,2
84,0.857,1,0.75,3,0,1,0.857,1,0.75,3,0,1
