frame,f1_score(iou>=0.3),precision,recall,TP,FP,FN,f1_score(iou>=0.5),precision,recall,TP,FP,FN
1,1,1,1,1,0,0,1,1,1,1,0,0
2,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
3,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
4,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
6,0.5,0.333,1,1,2,0,0.5,0.333,1,1,2,0
7,0.667,1,0.5,1,0,1,0.667,1,0.5,1,0,1
8,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
9,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
10,1,1,1,1,0,0,1,1,1,1,0,0
11,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
12,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
13,0.667,0.5,1,1,1,0,0.667,0.5,1,1,1,0
14,1,1,1,1,0,0,1,1,1,1,0,0
15,1,1,1,1,0,0,1,1,1,1,0,0
16,1,1,1,1,0,0,1,1,1,1,0,0
17,1,1,1,1,0,0,1,1,1,1,0,0
18,1,1,1,1,0,0,1,1,1,1,0,0
19,1,1,1,1,0,0,1,1,1,1,0,0
20,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
21,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
22,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
23,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
24,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
25,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
26,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
27,0.4,0.25,1,1,3,0,0.4,0.25,1,1,3,0
28,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
29,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1
30,0.4,0.333,0.5,1,2,1,0.4,0.333,0.5,1,2,1
