frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,20729298.767,2,2,393,0,0,0,0,0,0.076,393,0,0.079,0.545,0.250,0.250,0.286,0.000,0.000,0.000,0.000,0.000,0.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,20729304.688,2,2,387,1,0,0,0,0,0.111,388,393,0.085,0.727,0.600,0.600,0.500,0.286,0.333,0.333,0.333,0.000,0.545,0.400,0.400,0.500,0.286,0.333,0.333,0.333,0.000
3,20729304.763,2,2,390,0,0,0,0,0,0.079,390,388,0.114,0.800,0.800,0.800,0.667,0.667,0.600,0.250,0.250,0.333,0.800,0.800,0.800,0.667,0.667,0.400,0.250,0.250,0.333
4,20729304.840,2,2,401,1,0,0,0,1,0.092,403,390,0.128,0.800,0.800,0.800,0.667,0.500,0.571,0.571,0.571,0.571,0.800,0.800,0.800,0.667,0.500,0.571,0.571,0.286,0.286
5,20729304.912,2,2,383,17,1,0,0,0,0.100,401,403,0.150,0.667,0.667,0.667,0.500,0.500,0.571,0.571,0.333,0.333,0.667,0.667,0.667,0.500,0.500,0.571,0.571,0.000,0.000
6,20729304.986,2,2,378,18,0,0,0,0,0.088,396,401,0.079,0.667,0.667,0.667,0.500,0.500,0.571,0.571,0.286,0.333,0.667,0.667,0.667,0.500,0.500,0.571,0.571,0.000,0.000
7,20729305.062,6,6,376,16,0,0,0,0,0.074,392,396,0.142,0.400,0.444,0.500,0.500,0.571,0.333,0.286,0.333,0.333,0.400,0.444,0.500,0.500,0.571,0.333,0.000,0.000,0.000
8,20729305.136,2,2,369,19,0,0,0,0,0.072,388,392,0.088,0.667,0.667,0.500,0.500,0.500,0.333,0.333,0.000,0.000,0.667,0.667,0.500,0.500,0.500,0.333,0.000,0.000,0.000
9,20729305.209,2,2,378,20,0,0,0,0,0.083,398,388,0.122,0.600,0.600,0.600,0.250,0.250,0.000,0.000,0.000,0.000,0.600,0.600,0.600,0.250,0.250,0.000,0.000,0.000,0.000
10,20729305.285,2,2,372,17,0,0,0,0,0.072,389,398,0.133,0.545,0.545,0.545,0.222,0.222,0.250,0.286,0.286,0.000,0.364,0.364,0.364,0.000,0.000,0.000,0.000,0.000,0.000
11,20729305.360,2,2,371,16,0,0,0,0,0.088,387,389,0.144,0.600,0.600,0.600,0.444,0.222,0.250,0.000,0.000,0.000,0.600,0.600,0.600,0.444,0.222,0.250,0.000,0.000,0.000
12,20729305.435,3,3,370,19,0,0,0,0,0.095,389,387,0.112,0.400,0.444,0.444,0.400,0.222,0.250,0.286,0.286,0.000,0.400,0.444,0.444,0.400,0.000,0.000,0.000,0.000,0.000
13,20729305.509,2,2,378,18,1,0,0,0,0.098,397,389,0.095,0.600,0.600,0.600,0.600,0.250,0.250,0.000,0.000,0.000,0.600,0.600,0.600,0.600,0.250,0.250,0.000,0.000,0.000
14,20729305.584,2,2,387,22,0,0,0,0,0.095,409,397,0.057,0.600,0.600,0.600,0.600,0.444,0.286,0.286,0.250,0.000,0.600,0.600,0.600,0.600,0.444,0.286,0.286,0.000,0.000
15,20729305.659,2,2,374,21,0,0,0,0,0.094,395,409,0.032,0.727,0.727,0.600,0.444,0.250,0.250,0.286,0.286,0.286,0.727,0.727,0.600,0.444,0.250,0.250,0.286,0.286,0.000
16,20729305.734,4,4,391,21,0,0,0,0,0.102,412,395,0.053,0.600,0.600,0.667,0.667,0.500,0.500,0.286,0.286,0.333,0.600,0.600,0.667,0.667,0.500,0.500,0.286,0.000,0.000
17,20729305.807,3,3,386,27,0,0,0,0,0.099,413,412,0.031,0.500,0.571,0.571,0.571,0.333,0.333,0.333,0.333,0.333,0.500,0.571,0.571,0.571,0.333,0.333,0.333,0.333,0.000
