frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22545869.963,3,3,734,27,1,0,0,0,0.163,762,0,0.105,0.429,0.667,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.429,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
2,22545913.690,5,2,772,13,14,4,1,1,0.194,805,762,4.121,0.286,0.222,0.286,0.333,0.333,0.000,0.000,0.000,0.000,0.286,0.222,0.286,0.000,0.000,0.000,0.000,0.000,0.000
3,22545913.766,3,3,775,14,10,2,4,1,0.196,806,805,3.313,0.429,0.462,0.400,0.286,0.250,0.333,0.286,0.400,0.400,0.429,0.462,0.400,0.286,0.250,0.333,0.286,0.400,0.400
4,22545913.838,2,2,694,14,14,2,8,2,0.181,734,806,4.509,0.429,0.429,0.364,0.364,0.222,0.222,0.333,0.286,0.286,0.429,0.429,0.364,0.364,0.222,0.222,0.333,0.286,0.286
5,22545913.912,3,3,741,9,19,3,0,0,0.165,772,734,8.003,0.600,0.667,0.667,0.444,0.667,0.400,0.400,0.400,0.333,0.600,0.667,0.667,0.444,0.667,0.400,0.400,0.400,0.333
6,22545913.988,5,5,753,14,13,6,2,0,0.159,788,772,8.118,0.400,0.500,0.600,0.667,0.571,0.571,0.571,0.333,0.333,0.400,0.500,0.600,0.667,0.571,0.571,0.571,0.333,0.333
7,22545914.063,4,4,719,15,13,0,6,1,0.178,754,788,2.036,0.400,0.500,0.600,0.500,0.500,0.286,0.333,0.333,0.333,0.400,0.500,0.600,0.500,0.500,0.286,0.333,0.333,0.333
8,22545914.138,3,3,708,21,6,6,0,1,0.195,742,754,2.763,0.333,0.400,0.400,0.333,0.222,0.250,0.250,0.250,0.000,0.333,0.400,0.400,0.333,0.222,0.250,0.000,0.000,0.000
9,22545914.289,3,3,727,20,9,0,10,0,0.210,766,742,2.588,0.429,0.500,0.364,0.364,0.182,0.250,0.000,0.000,0.000,0.429,0.500,0.364,0.364,0.182,0.000,0.000,0.000,0.000
10,22545914.364,3,3,650,23,9,7,0,0,0.189,689,766,0.259,0.353,0.500,0.500,0.400,0.500,0.286,0.333,0.333,0.333,0.353,0.500,0.500,0.400,0.500,0.286,0.333,0.333,0.333
