frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,18911533.812,2,2,460,0,0,0,0,0,0.111,460,0,0.119,0.545,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.545,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,20727777.671,2,2,397,0,0,0,0,0,0.068,397,460,0.709,0.833,0.833,0.444,0.444,0.444,0.250,0.000,0.000,0.000,0.833,0.833,0.444,0.444,0.444,0.250,0.000,0.000,0.000
3,20727777.744,2,2,408,0,0,0,0,0,0.074,408,397,0.700,0.833,0.833,0.727,0.727,0.727,0.600,0.600,0.600,0.600,0.833,0.833,0.727,0.727,0.727,0.600,0.600,0.600,0.600
4,20727777.817,2,2,394,0,0,0,0,0,0.071,394,408,0.450,0.909,0.909,0.909,0.800,0.800,0.800,0.800,0.667,0.667,0.909,0.909,0.909,0.800,0.800,0.800,0.800,0.667,0.667
5,20727777.891,2,2,401,0,0,0,0,0,0.072,401,394,0.727,0.909,0.909,0.909,0.800,0.800,0.800,0.667,0.667,0.667,0.909,0.909,0.909,0.800,0.800,0.800,0.667,0.667,0.667
6,20727777.965,2,2,416,0,0,0,0,1,0.086,417,401,0.646,0.833,0.833,0.833,0.833,0.727,0.600,0.600,0.600,0.600,0.833,0.833,0.833,0.833,0.727,0.600,0.600,0.600,0.600
7,20727778.038,2,2,412,0,0,0,0,0,0.073,412,417,0.622,0.909,0.909,0.909,0.909,0.667,0.667,0.667,0.667,0.667,0.909,0.909,0.909,0.909,0.667,0.667,0.667,0.667,0.667
8,20727778.112,2,2,398,0,0,0,0,0,0.075,398,412,0.666,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800
9,20727778.186,2,2,399,0,0,0,0,0,0.075,399,398,0.984,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.571,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.571
10,20727778.260,2,2,401,0,0,0,0,0,0.070,401,399,0.787,0.909,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.500,0.909,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.500
11,20727778.334,2,2,391,0,0,0,0,0,0.051,391,401,0.803,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.750,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.750
12,20727778.407,2,2,401,0,0,0,0,0,0.070,401,391,0.692,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.667,0.500,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.667,0.500
13,20727778.481,3,3,412,0,0,0,0,0,0.073,412,401,0.549,0.833,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.667,0.833,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.667
14,20727778.556,3,3,410,0,0,0,0,0,0.073,410,412,0.642,0.833,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.833,0.909,0.800,0.800,0.800,0.800,0.800,0.800,0.800
15,20727778.629,2,2,416,0,0,0,0,0,0.082,416,410,0.598,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800
16,20727778.702,2,10,392,0,0,0,0,0,0.061,392,416,0.532,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.727
17,20727778.775,3,3,408,0,0,0,0,0,0.071,408,392,0.617,0.769,0.833,0.727,0.727,0.727,0.727,0.727,0.600,0.250,0.769,0.833,0.727,0.727,0.727,0.727,0.727,0.600,0.250
18,20727778.850,2,2,401,0,0,0,0,0,0.057,401,408,0.275,0.833,0.833,0.727,0.727,0.727,0.727,0.727,0.600,0.444,0.833,0.833,0.727,0.727,0.727,0.727,0.727,0.600,0.222
19,20727778.923,2,2,403,0,0,0,0,0,0.067,403,401,0.774,0.800,0.800,0.800,0.800,0.800,0.800,0.667,0.500,0.500,0.800,0.800,0.800,0.800,0.800,0.800,0.667,0.500,0.500
20,20727778.996,2,2,409,0,0,0,0,0,0.073,409,403,0.605,0.833,0.833,0.727,0.727,0.727,0.727,0.600,0.600,0.600,0.833,0.833,0.727,0.727,0.727,0.727,0.600,0.600,0.600
21,20727779.069,2,2,406,0,0,0,0,0,0.089,406,409,0.712,0.833,0.833,0.833,0.833,0.727,0.727,0.600,0.600,0.600,0.833,0.833,0.833,0.833,0.727,0.727,0.600,0.600,0.600
22,20727779.142,2,2,393,0,0,0,0,0,0.087,393,406,0.675,0.833,0.833,0.833,0.833,0.727,0.727,0.727,0.727,0.600,0.833,0.833,0.833,0.833,0.727,0.727,0.727,0.727,0.600
23,20727779.217,2,2,409,0,0,0,0,0,0.061,409,393,0.532,0.833,0.833,0.833,0.727,0.727,0.727,0.727,0.727,0.600,0.833,0.833,0.833,0.727,0.727,0.727,0.727,0.727,0.600
