frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,20729056.746,2,2,964,0,0,0,0,0,0.056,964,0,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,20729056.821,8,8,994,0,0,0,0,0,0.051,994,964,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.500
3,20729056.897,2,2,1036,0,0,0,0,0,0.044,1036,994,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,20729057.048,2,2,1024,0,0,0,0,0,0.035,1024,1036,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,20729057.203,2,2,951,0,0,0,0,0,0.043,951,1024,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,20729057.355,2,2,908,0,0,0,0,0,0.045,908,951,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,20729057.508,2,2,958,0,0,0,0,1,0.039,959,908,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,20729057.663,2,2,996,0,0,0,0,0,0.047,996,959,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,20729057.816,2,2,993,0,0,0,0,0,0.056,993,996,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,20729057.969,2,2,1025,0,0,0,0,0,0.061,1025,993,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,20729058.119,2,2,983,0,0,0,0,0,0.049,983,1025,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,20729058.272,2,2,1005,0,0,0,0,0,0.054,1005,983,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,20729058.426,2,2,1024,0,0,0,0,0,0.049,1024,1005,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,20729058.579,7,7,1009,0,0,0,0,0,0.039,1009,1024,0.132,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000
15,20729058.655,8,8,993,0,0,0,0,0,0.043,993,1009,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000
16,20729058.733,3,3,1010,1,0,0,0,2,0.047,1013,993,0.153,0.571,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500,0.571,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500
17,20729058.885,3,3,958,1,0,0,0,1,0.049,960,1013,0.239,0.400,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.400,0.400,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.400
18,20729059.037,2,2,944,0,0,0,0,0,0.034,944,960,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,20729059.187,2,2,898,0,0,0,0,0,0.039,898,944,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,20729059.339,10,10,898,0,0,0,0,0,0.060,898,898,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400
21,20729059.495,2,2,845,0,0,0,0,0,0.047,845,898,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,20729059.645,2,2,866,1,0,0,0,0,0.051,867,845,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,20729059.798,5,5,819,1,0,0,0,0,0.043,820,867,0.010,0.000,0.000,0.000,0.400,0.400,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,0.000,0.000
24,20729059.873,2,2,811,0,0,0,0,0,0.046,811,820,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,20729060.022,2,2,741,0,0,0,0,1,0.051,742,811,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,20729060.097,2,2,761,1,0,0,0,0,0.035,762,742,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,20729060.171,4,4,775,0,0,0,0,0,0.045,775,762,0.009,0.250,0.250,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.250,0.250,0.333,0.333,0.333,0.000,0.000,0.000,0.000
28,20729060.247,6,6,764,0,0,0,0,1,0.037,765,775,0.070,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,0.400,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,0.400
29,20729060.322,2,2,786,0,0,0,0,0,0.031,786,765,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,20729060.396,2,2,749,0,0,0,0,3,0.051,752,786,0.085,0.500,0.500,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.500,0.500,0.333,0.333,0.333,0.000,0.000,0.000,0.000
31,20729060.472,2,2,765,0,0,0,0,0,0.046,765,752,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,20729060.548,6,6,726,0,0,0,0,1,0.048,727,765,0.128,0.286,0.286,0.286,0.286,0.333,0.333,0.333,0.333,0.000,0.286,0.286,0.286,0.286,0.333,0.333,0.333,0.333,0.000
33,20729060.623,8,8,828,0,0,0,0,0,0.042,828,727,0.132,0.286,0.333,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.286,0.333,0.000,0.000,0.000,0.000,0.400,0.400,0.400
34,20729060.698,2,2,797,0,0,0,0,1,0.039,798,828,0.183,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
35,20729060.849,7,7,828,0,0,0,0,0,0.048,828,798,0.150,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000
36,20729060.998,10,10,800,0,0,0,0,0,0.052,800,828,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.750
37,20729061.147,7,7,853,0,0,0,0,1,0.047,854,800,0.220,0.286,0.286,0.286,0.333,0.333,0.571,0.571,0.571,0.571,0.286,0.286,0.286,0.333,0.333,0.571,0.571,0.571,0.571
