frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,18911128.943,2,2,404,0,0,0,0,0,0.042,404,0,1.090,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000
2,18911129.015,2,2,434,0,0,0,0,0,0.048,434,404,1.086,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667
3,18911129.090,2,2,418,0,0,0,0,1,0.050,419,434,2.713,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667
4,18911129.167,2,2,425,0,0,0,0,0,0.052,425,419,1.113,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667
5,18911129.240,2,2,434,0,0,0,0,0,0.048,434,425,1.072,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667
6,18911129.317,5,5,416,0,0,0,0,0,0.053,416,434,1.490,0.800,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000,0.800,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000
7,18911129.393,2,2,444,0,0,0,0,0,0.117,444,416,1.144,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667
8,18911129.468,6,6,428,0,0,0,0,0,0.091,428,444,1.352,0.800,0.800,0.800,0.800,1.000,1.000,1.000,0.000,0.000,0.800,0.800,0.800,0.800,1.000,1.000,1.000,0.000,0.000
9,18911129.542,3,3,420,1,0,0,0,0,0.078,421,428,1.362,0.571,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.571,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667
10,18911129.618,7,7,440,2,0,0,0,0,0.068,442,421,1.230,0.800,0.800,0.800,0.667,0.800,1.000,1.000,0.800,0.667,0.800,0.800,0.800,0.667,0.800,1.000,1.000,0.800,0.667
