frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,18911385.323,5,2,846,0,0,0,0,1,0.071,847,0,0.851,0.545,0.500,0.571,0.800,0.800,0.000,0.000,0.000,0.000,0.545,0.500,0.286,0.400,0.400,0.000,0.000,0.000,0.000
2,18911461.581,4,4,1095,11,0,0,0,0,0.086,1106,847,4.568,0.364,0.571,0.667,0.500,0.500,0.000,0.000,0.000,0.000,0.364,0.571,0.667,0.500,0.500,0.000,0.000,0.000,0.000
3,18911461.656,5,5,1054,10,0,0,0,0,0.094,1064,1106,3.553,0.500,0.667,0.667,1.000,1.000,0.667,0.667,0.667,0.667,0.500,0.667,0.667,1.000,1.000,0.667,0.667,0.667,0.667
4,18911461.809,5,5,992,8,0,0,0,0,0.086,1000,1064,4.584,0.333,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.333,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000
5,18911461.963,3,3,1043,9,0,0,0,0,0.084,1052,1000,4.805,0.667,0.800,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.800,0.667,0.667,0.667,0.667,0.667,0.667,0.667
6,18911462.114,4,4,1070,10,0,0,0,0,0.091,1080,1052,3.930,0.444,0.800,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.444,0.800,1.000,1.000,1.000,0.667,0.667,0.667,0.667
7,18911462.268,5,5,1084,6,0,0,0,1,0.076,1091,1080,4.589,0.571,0.667,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.571,0.667,0.800,1.000,1.000,0.667,0.667,0.667,0.667
8,18911462.416,4,4,1021,12,0,0,0,1,0.084,1034,1091,4.861,0.800,0.800,1.000,0.800,1.000,0.667,0.667,0.000,0.000,0.800,0.800,1.000,0.800,1.000,0.667,0.667,0.000,0.000
9,18911462.569,5,5,1060,16,2,0,0,0,0.103,1078,1034,5.284,0.400,0.571,0.667,0.800,0.800,0.800,0.500,0.667,0.000,0.400,0.571,0.667,0.800,0.800,0.800,0.500,0.667,0.000
10,18911462.721,6,6,1041,17,0,0,0,0,0.122,1058,1078,5.518,0.400,0.571,0.571,0.800,1.000,1.000,0.800,0.667,0.000,0.400,0.571,0.571,0.800,1.000,1.000,0.800,0.667,0.000
11,18911462.873,8,8,1018,19,1,0,0,0,0.099,1038,1058,4.931,0.500,0.500,0.571,0.667,0.800,0.800,1.000,1.000,0.667,0.500,0.500,0.571,0.667,0.800,0.800,1.000,1.000,0.667
12,18911463.025,4,4,1038,17,0,0,0,0,0.093,1055,1038,4.825,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000
13,18911463.175,3,3,996,21,0,0,0,0,0.112,1017,1055,4.917,0.500,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.500,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
14,18911463.251,6,6,1024,18,1,0,0,0,0.098,1043,1017,4.871,0.333,0.571,0.800,0.800,1.000,1.000,1.000,1.000,1.000,0.333,0.571,0.800,0.800,1.000,1.000,1.000,1.000,1.000
15,18911463.399,4,4,961,10,0,0,0,1,0.096,972,1043,5.236,0.667,0.800,1.000,1.000,0.800,0.800,0.500,0.500,0.500,0.667,0.800,1.000,1.000,0.800,0.800,0.500,0.500,0.500
16,18911463.475,6,6,974,22,1,0,0,0,0.110,997,972,5.279,0.500,0.667,0.667,0.667,1.000,1.000,1.000,0.667,0.667,0.500,0.667,0.667,0.667,1.000,1.000,1.000,0.667,0.667
17,18911463.623,9,9,912,14,1,0,0,0,0.090,927,997,5.094,0.667,0.800,0.800,0.800,0.800,0.800,0.800,1.000,1.000,0.667,0.800,0.800,0.800,0.800,0.800,0.800,1.000,1.000
18,18911463.773,8,8,1002,18,0,0,0,0,0.105,1020,927,5.192,0.571,0.667,0.800,0.800,0.800,0.800,1.000,0.800,1.000,0.571,0.667,0.800,0.800,0.800,0.800,1.000,0.800,1.000
19,18911463.924,5,5,970,13,0,0,0,1,0.088,984,1020,4.958,0.571,0.667,0.800,1.000,0.800,1.000,1.000,1.000,1.000,0.571,0.667,0.800,1.000,0.800,1.000,1.000,1.000,1.000
20,18911464.075,6,6,967,12,3,0,0,2,0.104,984,984,5.831,0.286,0.500,0.800,0.800,1.000,1.000,1.000,0.667,0.667,0.286,0.500,0.800,0.800,1.000,1.000,1.000,0.667,0.667
21,18911464.225,6,6,884,14,3,0,0,1,0.104,902,984,4.682,0.444,0.667,0.667,0.800,1.000,1.000,1.000,0.667,0.000,0.444,0.667,0.667,0.800,1.000,1.000,1.000,0.667,0.000
22,18911464.375,7,7,877,11,2,0,0,0,0.092,890,902,5.023,0.400,0.500,0.800,0.800,0.800,1.000,0.667,0.667,0.000,0.400,0.500,0.800,0.800,0.800,1.000,0.667,0.667,0.000
23,18911464.527,5,5,904,12,5,0,0,0,0.093,921,890,3.378,0.286,0.444,0.667,1.000,1.000,0.667,0.000,0.000,0.000,0.286,0.444,0.667,1.000,1.000,0.667,0.000,0.000,0.000
24,18911464.675,6,6,916,10,2,0,0,0,0.103,928,921,0.319,0.600,0.857,0.857,0.857,1.000,0.400,0.500,0.000,0.000,0.600,0.857,0.857,0.857,1.000,0.400,0.500,0.000,0.000
25,18911464.825,5,5,885,16,1,0,0,1,0.112,903,928,0.230,0.462,0.545,0.857,1.000,1.000,0.500,0.400,0.500,0.500,0.462,0.545,0.857,1.000,1.000,0.500,0.400,0.500,0.500
26,18911464.977,4,4,866,17,2,0,0,0,0.110,885,903,0.325,0.545,0.667,0.857,0.667,0.667,0.667,0.667,0.800,0.800,0.545,0.667,0.857,0.667,0.667,0.667,0.667,0.800,0.800
27,18911465.126,7,7,880,12,2,0,0,0,0.113,894,885,0.428,0.600,0.750,0.857,0.750,0.750,1.000,0.800,0.800,0.800,0.600,0.750,0.857,0.750,0.750,1.000,0.800,0.800,0.800
