frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22549668.734,4,4,332,24,0,0,0,2,0.235,358,0,1.456,0.588,0.714,0.727,0.667,0.571,0.333,0.333,0.333,0.333,0.588,0.714,0.727,0.667,0.286,0.333,0.333,0.333,0.333
2,22549668.809,6,8,330,23,0,0,1,0,0.226,354,358,1.338,0.600,0.625,0.667,0.667,0.769,0.615,0.727,0.600,0.600,0.500,0.500,0.533,0.533,0.615,0.615,0.727,0.600,0.600
3,22549668.882,6,3,329,25,0,0,0,1,0.276,355,354,1.440,0.750,0.800,0.800,0.800,0.857,0.714,0.545,0.545,0.600,0.750,0.800,0.800,0.800,0.714,0.714,0.545,0.545,0.600
4,22549668.957,4,4,319,21,0,0,1,1,0.263,342,355,1.253,0.800,0.800,0.857,0.857,0.857,0.800,0.714,0.769,0.667,0.800,0.800,0.857,0.857,0.857,0.800,0.714,0.769,0.667
5,22549669.032,5,5,360,16,0,0,0,0,0.295,376,342,1.476,0.667,0.706,0.706,0.857,0.769,0.769,0.571,0.600,0.667,0.556,0.588,0.588,0.857,0.769,0.769,0.571,0.600,0.667
6,22549669.105,6,6,344,22,0,0,0,0,0.290,366,376,1.360,0.588,0.625,0.625,0.667,0.714,0.615,0.615,0.667,0.667,0.588,0.625,0.625,0.667,0.714,0.615,0.615,0.667,0.667
7,22549669.179,6,6,365,22,1,0,0,0,0.289,388,366,1.159,0.588,0.588,0.625,0.588,0.667,0.615,0.615,0.545,0.545,0.588,0.588,0.625,0.588,0.667,0.615,0.615,0.545,0.545
8,22549669.252,8,8,348,22,1,0,0,4,0.304,375,388,1.078,0.571,0.500,0.556,0.588,0.667,0.615,0.727,0.727,0.444,0.571,0.500,0.556,0.588,0.667,0.615,0.727,0.727,0.444
9,22549669.324,2,2,380,26,2,0,0,3,0.285,411,375,0.679,0.800,0.800,0.800,0.800,0.615,0.667,0.667,0.667,0.727,0.800,0.800,0.800,0.800,0.615,0.667,0.667,0.667,0.727
10,22549669.397,3,3,356,21,0,0,0,4,0.283,381,411,0.471,0.556,0.667,0.667,0.667,0.667,0.571,0.615,0.615,0.667,0.556,0.667,0.667,0.667,0.667,0.571,0.615,0.462,0.500
11,22549669.472,4,4,377,15,2,0,0,3,0.285,397,381,0.205,0.706,0.706,0.750,0.714,0.727,0.727,0.727,0.727,0.667,0.706,0.706,0.750,0.714,0.727,0.727,0.727,0.727,0.667
12,22549669.545,8,8,372,16,0,0,0,2,0.277,390,397,0.065,0.556,0.588,0.571,0.615,0.571,0.667,0.727,0.600,0.600,0.556,0.588,0.571,0.615,0.571,0.667,0.727,0.600,0.600
13,22549669.618,8,8,385,15,1,0,0,2,0.275,403,390,0.179,0.588,0.667,0.571,0.615,0.667,0.667,0.727,0.600,0.444,0.353,0.400,0.429,0.462,0.500,0.500,0.727,0.600,0.444
14,22549669.692,5,5,376,17,1,0,0,2,0.258,396,403,0.565,0.600,0.600,0.588,0.615,0.571,0.615,0.545,0.545,0.600,0.600,0.600,0.588,0.615,0.571,0.615,0.545,0.545,0.600
15,22549669.766,8,7,364,16,2,0,0,2,0.203,384,396,0.620,0.471,0.500,0.533,0.615,0.615,0.667,0.800,0.800,0.800,0.471,0.500,0.533,0.615,0.615,0.667,0.600,0.600,0.600
16,22549669.840,8,8,350,15,3,0,0,1,0.222,369,384,0.477,0.667,0.667,0.615,0.667,0.727,0.727,0.889,0.800,0.500,0.667,0.667,0.615,0.667,0.727,0.727,0.889,0.600,0.250
17,22549669.913,3,3,358,17,2,0,0,1,0.246,378,369,1.129,0.667,0.800,0.769,0.769,0.667,0.667,0.667,0.545,0.600,0.667,0.800,0.769,0.769,0.667,0.667,0.667,0.545,0.600
18,22549669.988,4,4,341,20,3,0,0,3,0.256,367,378,0.932,0.500,0.632,0.667,0.667,0.625,0.667,0.615,0.667,0.545,0.500,0.632,0.667,0.667,0.500,0.533,0.615,0.667,0.545
19,22549670.061,6,6,360,20,3,0,0,2,0.255,385,367,1.317,0.522,0.545,0.600,0.706,0.857,0.857,0.727,0.727,0.600,0.522,0.545,0.600,0.706,0.857,0.714,0.727,0.727,0.600
20,22549670.136,5,5,336,13,3,0,0,1,0.235,353,385,0.696,0.700,0.737,0.778,0.800,0.750,0.667,0.667,0.364,0.000,0.700,0.737,0.778,0.800,0.625,0.667,0.667,0.364,0.000
21,22549670.210,6,6,348,14,4,0,0,0,0.238,366,353,1.150,0.632,0.632,0.800,0.800,0.857,0.714,0.667,0.400,0.222,0.632,0.632,0.800,0.800,0.857,0.571,0.500,0.200,0.000
22,22549670.282,2,2,331,12,6,0,0,0,0.206,349,366,1.261,0.824,0.824,0.750,0.750,0.571,0.500,0.545,0.400,0.400,0.706,0.706,0.625,0.625,0.429,0.500,0.545,0.400,0.400
23,22549670.357,2,2,319,9,7,0,0,1,0.214,336,349,1.233,0.632,0.500,0.533,0.429,0.364,0.364,0.364,0.444,0.250,0.632,0.500,0.533,0.429,0.364,0.364,0.364,0.444,0.250
24,22549670.430,4,4,299,10,6,0,0,0,0.194,315,336,1.972,0.632,0.632,0.706,0.667,0.364,0.200,0.250,0.000,0.000,0.632,0.632,0.706,0.500,0.364,0.200,0.250,0.000,0.000
25,22549670.503,4,4,292,5,6,0,0,0,0.158,303,315,1.108,0.500,0.533,0.571,0.500,0.222,0.286,0.286,0.286,0.286,0.500,0.533,0.571,0.500,0.222,0.286,0.286,0.286,0.286
26,22549670.579,3,3,297,5,3,0,0,0,0.167,305,303,1.308,0.625,0.667,0.571,0.615,0.500,0.222,0.250,0.000,0.000,0.625,0.667,0.571,0.615,0.333,0.222,0.250,0.000,0.000
