frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,3357332.652,2,2,600,0,0,0,0,0,0.042,600,0,1.385,1.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,25045106.667,3,3,521,41,28,0,0,0,0.227,590,600,0.038,0.240,0.400,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.240,0.400,0.333,0.333,0.333,0.333,0.333,0.333,0.333
3,25045106.741,6,6,490,37,29,0,0,0,0.212,556,590,2.609,0.400,0.444,0.444,0.615,0.727,0.545,0.571,0.286,0.333,0.400,0.444,0.333,0.462,0.545,0.364,0.286,0.286,0.333
4,25045106.815,6,6,549,36,20,0,0,1,0.203,606,556,2.615,0.364,0.400,0.444,0.429,0.545,0.400,0.444,0.500,0.250,0.273,0.300,0.333,0.286,0.364,0.200,0.222,0.250,0.250
5,25045106.888,8,8,547,43,29,0,0,0,0.215,619,606,2.522,0.348,0.400,0.381,0.316,0.400,0.462,0.600,0.545,0.600,0.261,0.300,0.286,0.211,0.267,0.308,0.400,0.364,0.400
6,25045106.964,4,10,599,48,31,1,0,2,0.245,681,619,2.675,0.381,0.400,0.421,0.333,0.316,0.267,0.286,0.364,0.400,0.286,0.300,0.316,0.333,0.316,0.267,0.286,0.364,0.400
7,25045107.038,8,8,580,43,31,0,0,0,0.214,654,681,2.739,0.476,0.476,0.444,0.500,0.500,0.533,0.615,0.400,0.444,0.381,0.381,0.333,0.375,0.375,0.400,0.462,0.400,0.444
8,25045107.112,5,5,601,40,28,0,0,1,0.203,670,654,3.184,0.381,0.444,0.471,0.571,0.571,0.333,0.400,0.500,0.571,0.381,0.444,0.471,0.571,0.571,0.333,0.400,0.500,0.571
9,25045107.186,7,7,587,38,27,0,0,0,0.201,652,670,2.458,0.381,0.400,0.421,0.400,0.400,0.600,0.444,0.500,0.500,0.381,0.400,0.421,0.400,0.400,0.600,0.222,0.250,0.250
10,25045107.261,8,8,598,43,25,0,0,0,0.216,666,652,2.873,0.455,0.500,0.471,0.375,0.375,0.545,0.600,0.600,0.500,0.455,0.500,0.471,0.375,0.375,0.545,0.600,0.600,0.500
11,25045107.335,9,9,613,45,23,0,1,0,0.208,682,666,2.070,0.421,0.444,0.421,0.421,0.353,0.500,0.500,0.545,0.400,0.316,0.333,0.316,0.316,0.235,0.333,0.333,0.364,0.200
12,25045107.410,8,4,609,42,9,18,0,1,0.203,679,682,2.982,0.421,0.471,0.500,0.471,0.353,0.462,0.545,0.444,0.444,0.316,0.353,0.375,0.353,0.235,0.308,0.364,0.222,0.222
13,25045107.486,2,2,591,38,6,22,1,0,0.204,658,679,3.147,0.526,0.526,0.471,0.429,0.400,0.400,0.429,0.286,0.364,0.526,0.526,0.471,0.429,0.400,0.400,0.429,0.286,0.182
14,25045107.559,10,5,615,41,7,23,0,0,0.213,686,658,2.905,0.348,0.400,0.471,0.533,0.400,0.429,0.500,0.500,0.545,0.348,0.400,0.471,0.533,0.400,0.429,0.500,0.333,0.364
15,25045107.634,7,7,607,46,6,23,0,0,0.208,682,686,3.303,0.417,0.455,0.421,0.444,0.462,0.545,0.545,0.545,0.545,0.333,0.364,0.316,0.444,0.462,0.545,0.545,0.545,0.364
16,25045107.708,7,4,627,52,12,20,0,0,0.232,711,682,3.530,0.345,0.400,0.455,0.421,0.500,0.545,0.545,0.545,0.500,0.276,0.320,0.364,0.316,0.333,0.364,0.364,0.364,0.333
17,25045107.781,5,5,626,52,8,22,0,1,0.267,709,711,3.950,0.400,0.435,0.476,0.588,0.571,0.462,0.462,0.364,0.444,0.320,0.348,0.381,0.471,0.429,0.308,0.308,0.182,0.222
18,25045107.857,6,6,622,60,10,21,1,1,0.347,715,709,3.124,0.312,0.333,0.435,0.444,0.500,0.400,0.462,0.500,0.400,0.312,0.333,0.435,0.444,0.500,0.400,0.462,0.333,0.200
19,25045107.929,9,7,607,49,10,24,0,1,0.395,691,715,5.399,0.286,0.294,0.370,0.353,0.353,0.400,0.400,0.429,0.400,0.286,0.294,0.370,0.353,0.353,0.400,0.267,0.143,0.000
20,25045108.002,5,5,584,48,7,18,0,0,0.438,657,691,3.873,0.278,0.286,0.333,0.348,0.250,0.125,0.125,0.000,0.000,0.278,0.286,0.333,0.348,0.250,0.125,0.000,0.000,0.000
21,25045108.079,10,10,611,57,12,23,0,0,0.492,703,657,3.097,0.120,0.133,0.121,0.087,0.200,0.235,0.267,0.286,0.364,0.080,0.089,0.061,0.087,0.100,0.118,0.133,0.143,0.182
22,25045108.153,6,6,593,45,10,20,1,4,0.498,673,703,4.765,0.256,0.263,0.235,0.320,0.364,0.235,0.235,0.267,0.133,0.205,0.211,0.176,0.240,0.273,0.118,0.118,0.133,0.133
23,25045108.302,6,4,603,47,10,21,0,1,0.490,682,673,4.407,0.267,0.293,0.353,0.333,0.421,0.353,0.267,0.235,0.143,0.178,0.195,0.235,0.167,0.211,0.118,0.133,0.118,0.000
24,25045108.377,5,5,551,48,7,22,0,3,0.493,631,682,4.873,0.211,0.229,0.267,0.320,0.320,0.211,0.286,0.286,0.308,0.158,0.171,0.200,0.240,0.240,0.105,0.143,0.143,0.154
25,25045108.451,7,5,556,45,6,18,0,2,0.472,627,631,4.899,0.190,0.195,0.229,0.258,0.222,0.261,0.211,0.125,0.182,0.143,0.146,0.171,0.194,0.148,0.174,0.105,0.125,0.182
26,25045108.526,4,3,581,54,6,21,0,1,0.460,663,627,4.512,0.222,0.235,0.276,0.250,0.250,0.235,0.235,0.235,0.133,0.222,0.235,0.207,0.167,0.167,0.118,0.118,0.118,0.133
27,25045108.600,5,5,532,45,4,13,0,2,0.441,596,663,5.061,0.294,0.267,0.286,0.333,0.333,0.300,0.222,0.267,0.182,0.294,0.267,0.286,0.333,0.222,0.200,0.111,0.133,0.182
28,25045108.747,5,5,525,35,4,16,0,0,0.416,580,596,4.168,0.323,0.345,0.345,0.381,0.316,0.222,0.235,0.286,0.154,0.323,0.345,0.345,0.381,0.316,0.222,0.235,0.286,0.154
29,25045108.822,4,4,521,47,6,14,0,2,0.386,590,580,5.230,0.417,0.435,0.455,0.400,0.421,0.444,0.308,0.308,0.154,0.417,0.435,0.455,0.400,0.421,0.444,0.154,0.154,0.154
30,25045108.894,4,4,530,43,8,17,0,0,0.433,598,590,5.268,0.303,0.333,0.435,0.381,0.300,0.316,0.235,0.308,0.167,0.303,0.333,0.435,0.381,0.200,0.211,0.118,0.154,0.167
31,25045108.970,4,4,540,49,8,16,0,0,0.424,613,598,4.583,0.270,0.303,0.370,0.300,0.316,0.222,0.250,0.143,0.167,0.270,0.303,0.370,0.300,0.316,0.111,0.125,0.143,0.167
32,25045109.118,6,6,528,46,8,25,0,1,0.452,608,613,4.723,0.323,0.308,0.348,0.333,0.353,0.333,0.250,0.125,0.167,0.323,0.308,0.348,0.333,0.353,0.222,0.250,0.125,0.167
33,25045109.194,9,3,533,47,12,16,0,0,0.424,608,608,4.826,0.286,0.312,0.308,0.261,0.286,0.286,0.300,0.316,0.235,0.286,0.312,0.308,0.261,0.286,0.190,0.200,0.211,0.118
34,25045109.268,9,3,521,50,12,16,0,2,0.456,601,608,5.572,0.308,0.333,0.333,0.240,0.273,0.316,0.316,0.353,0.133,0.256,0.278,0.267,0.160,0.182,0.211,0.211,0.235,0.000
35,25045109.343,3,3,528,57,11,10,0,0,0.449,606,601,5.508,0.389,0.400,0.357,0.400,0.400,0.316,0.211,0.190,0.111,0.389,0.400,0.357,0.320,0.400,0.316,0.211,0.190,0.111
36,25045109.417,5,4,535,51,11,17,0,2,0.424,616,606,5.877,0.412,0.424,0.444,0.476,0.300,0.316,0.235,0.267,0.154,0.412,0.424,0.444,0.381,0.200,0.316,0.235,0.133,0.154
37,25045109.492,9,3,487,49,10,11,0,2,0.476,559,616,6.037,0.375,0.400,0.357,0.400,0.333,0.353,0.400,0.462,0.167,0.312,0.333,0.286,0.300,0.222,0.235,0.267,0.308,0.000
38,25045109.566,4,4,521,49,9,12,1,0,0.410,592,559,5.243,0.345,0.370,0.500,0.375,0.353,0.333,0.400,0.400,0.400,0.276,0.296,0.400,0.250,0.235,0.222,0.267,0.133,0.133
39,25045109.642,4,4,521,46,10,13,0,0,0.368,590,592,5.352,0.345,0.385,0.455,0.421,0.375,0.400,0.429,0.429,0.286,0.276,0.308,0.364,0.316,0.250,0.267,0.286,0.286,0.143
40,25045109.714,3,3,501,54,11,9,1,1,0.392,577,590,5.090,0.414,0.429,0.400,0.364,0.400,0.300,0.375,0.429,0.308,0.414,0.429,0.320,0.273,0.300,0.200,0.250,0.286,0.154
41,25045109.788,3,3,504,53,13,13,0,2,0.398,585,577,3.457,0.375,0.444,0.364,0.316,0.316,0.316,0.375,0.429,0.000,0.375,0.444,0.364,0.316,0.316,0.316,0.375,0.286,0.000
42,25045109.862,7,4,514,42,13,10,2,1,0.393,582,585,3.498,0.267,0.308,0.348,0.286,0.333,0.375,0.353,0.267,0.286,0.200,0.231,0.261,0.190,0.222,0.250,0.235,0.133,0.143
