frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,16666159.030,2,2,847,0,0,0,0,0,0.037,847,0,0.637,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,16666303.646,2,3,942,0,0,0,0,2,0.055,944,847,0.568,0.667,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,16666304.768,4,4,1059,6,0,0,0,0,0.065,1065,944,0.082,0.571,0.571,0.800,0.400,0.500,0.500,0.000,0.000,0.000,0.571,0.571,0.800,0.400,0.500,0.500,0.000,0.000,0.000
4,16666304.918,6,6,1098,7,0,0,0,0,0.066,1105,1065,0.096,0.500,0.667,0.667,0.571,0.800,0.667,0.800,0.500,0.000,0.250,0.333,0.333,0.286,0.800,0.667,0.800,0.500,0.000
5,16666305.065,2,8,1066,7,0,0,0,0,0.068,1073,1105,0.088,0.750,0.750,0.750,0.500,0.444,0.667,0.667,0.667,0.400,0.500,0.500,0.500,0.250,0.222,0.333,0.667,0.667,0.400
6,16666305.215,3,4,1119,8,0,0,0,0,0.080,1127,1073,0.095,0.400,0.444,0.333,0.286,0.333,0.333,0.333,0.000,0.400,0.200,0.222,0.333,0.286,0.000,0.000,0.000,0.000,0.000
7,16666305.367,7,7,1153,11,0,0,0,0,0.070,1164,1127,0.086,0.364,0.364,0.400,0.444,0.444,0.667,0.400,0.400,0.400,0.364,0.364,0.400,0.444,0.444,0.667,0.400,0.400,0.400
8,16666305.513,4,4,1088,10,0,0,0,0,0.074,1098,1164,0.082,0.400,0.444,0.500,0.286,0.400,0.400,0.400,0.400,0.400,0.400,0.444,0.500,0.286,0.400,0.400,0.400,0.400,0.400
9,16666305.664,3,3,1132,10,0,0,0,0,0.082,1142,1098,0.119,0.333,0.400,0.400,0.286,0.400,0.400,0.400,0.400,0.400,0.333,0.400,0.400,0.286,0.400,0.400,0.400,0.400,0.400
10,16666305.811,3,3,1131,7,0,0,0,0,0.071,1138,1142,0.057,0.250,0.400,0.400,0.400,0.400,0.400,0.333,0.333,0.000,0.250,0.400,0.400,0.400,0.400,0.400,0.333,0.333,0.000
11,16666305.959,4,4,1151,7,0,0,0,0,0.076,1158,1138,0.148,0.571,0.571,0.667,0.400,0.400,0.400,0.400,0.667,0.400,0.571,0.571,0.667,0.400,0.400,0.400,0.400,0.333,0.000
12,16666306.108,2,2,1122,6,0,0,0,0,0.079,1128,1158,0.153,0.667,0.667,0.500,0.286,0.333,0.333,0.400,0.667,0.400,0.667,0.667,0.500,0.286,0.333,0.333,0.400,0.333,0.000
13,16666306.258,8,4,1144,8,0,0,0,0,0.069,1152,1128,0.156,0.333,0.400,0.571,0.333,0.333,0.400,0.667,0.667,0.667,0.333,0.400,0.571,0.333,0.333,0.400,0.333,0.333,0.333
14,16666306.404,7,7,1143,5,0,0,0,0,0.076,1148,1152,0.866,0.400,0.500,0.667,0.667,0.667,1.000,0.667,0.667,0.000,0.400,0.500,0.667,0.667,0.667,1.000,0.667,0.667,0.000
15,16666306.552,5,5,1143,6,0,0,0,0,0.068,1149,1148,0.949,0.400,0.400,0.500,0.667,0.667,0.667,0.000,0.000,0.000,0.400,0.400,0.500,0.667,0.667,0.667,0.000,0.000,0.000
16,16666306.703,9,10,1115,7,0,0,0,0,0.068,1122,1149,0.170,0.333,0.500,0.500,0.500,0.500,0.500,0.500,0.800,0.800,0.333,0.500,0.500,0.500,0.500,0.500,0.500,0.400,0.800
17,16666306.777,5,5,1112,6,0,0,0,1,0.063,1119,1122,0.193,0.400,0.400,0.400,0.500,0.500,0.400,0.500,0.500,0.500,0.400,0.400,0.400,0.500,0.500,0.400,0.500,0.500,0.500
18,16666307.004,4,4,1103,7,0,0,0,0,0.066,1110,1119,0.181,0.333,0.400,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.333,0.400,0.500,0.500,0.500,0.500,0.500,0.500,0.500
19,16666307.152,5,5,1066,6,0,0,0,0,0.067,1072,1110,0.203,0.400,0.444,0.571,0.667,0.400,0.400,0.333,0.400,0.400,0.400,0.444,0.571,0.667,0.400,0.400,0.333,0.400,0.400
20,16666307.303,3,3,1065,8,0,0,0,0,0.065,1073,1072,0.203,0.545,0.600,0.571,0.333,0.333,0.333,0.333,0.400,0.400,0.545,0.600,0.571,0.333,0.333,0.333,0.333,0.400,0.400
21,16666307.451,5,5,1065,4,0,0,0,0,0.052,1069,1073,0.222,0.250,0.286,0.286,0.333,0.333,0.333,0.333,0.000,0.000,0.250,0.286,0.286,0.333,0.333,0.333,0.333,0.000,0.000
22,16666307.677,3,3,1083,7,0,0,0,0,0.063,1090,1069,0.344,0.400,0.500,0.400,0.333,0.400,0.400,0.000,0.000,0.000,0.400,0.500,0.400,0.333,0.400,0.400,0.000,0.000,0.000
23,16666307.829,2,2,1102,5,0,0,0,0,0.071,1107,1090,0.240,0.444,0.250,0.286,0.333,0.333,0.333,0.400,0.000,0.000,0.444,0.250,0.286,0.333,0.333,0.333,0.400,0.000,0.000
