frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,12955882.953,2,2,339,0,0,0,0,0,0.012,339,0,0.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,12955944.649,2,2,324,0,0,0,0,0,0.019,324,339,0.489,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000
3,12955945.752,2,2,305,0,0,0,0,0,0.023,305,324,0.318,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000
4,12955945.826,2,2,320,0,0,0,0,0,0.025,320,305,0.427,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000
5,12955945.899,2,2,317,0,0,0,0,0,0.013,317,320,0.996,1.000,1.000,1.000,1.000,1.000,0.667,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.667,0.000,0.000,0.000
6,12955945.974,2,2,328,0,0,0,0,0,0.018,328,317,0.451,1.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,1.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000
7,12955946.047,2,2,325,0,0,0,0,0,0.015,325,328,0.450,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000
8,12955946.121,2,2,328,0,0,0,0,0,0.021,328,325,0.457,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000
9,12955946.196,2,2,329,0,0,0,0,0,0.015,329,328,0.436,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000
10,12955946.271,2,2,331,0,0,0,0,0,0.015,331,329,0.288,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
11,12955946.345,2,2,321,0,0,0,0,0,0.025,321,331,0.324,1.000,1.000,1.000,0.667,0.500,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.667,0.500,0.000,0.000,0.000,0.000
12,12955946.417,8,8,332,0,0,0,0,0,0.015,332,321,0.449,0.500,0.500,0.500,0.500,0.500,0.500,0.667,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.500,0.667,0.000,0.000
13,12955946.492,2,2,321,0,0,0,0,0,0.025,321,332,0.327,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,0.667,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,0.667
14,12955946.567,2,2,322,0,0,0,0,0,0.022,322,321,0.549,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
15,12955946.716,2,2,329,0,0,0,0,0,0.015,329,322,0.409,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000
16,12955946.789,2,2,327,0,0,0,0,0,0.012,327,329,0.406,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,12955946.862,2,2,322,0,0,0,0,0,0.025,322,327,0.195,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
18,12955946.937,2,2,332,0,0,0,0,0,0.024,332,322,0.437,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000
19,12955947.011,2,2,328,0,0,0,0,0,0.030,328,332,0.442,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.000,0.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.000,0.000
20,12955947.085,2,2,332,0,0,0,0,0,0.021,332,328,0.528,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
21,12955947.159,2,2,324,0,0,0,0,0,0.025,324,332,0.677,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
22,12955947.232,3,3,314,0,0,0,0,0,0.025,314,324,0.349,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000
23,12955947.306,2,2,318,0,0,0,0,0,0.022,318,314,0.280,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.000
24,12955947.381,2,2,324,0,0,0,0,0,0.025,324,318,0.283,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000
25,12955947.454,2,2,318,0,0,0,0,0,0.019,318,324,0.435,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.000
26,12955947.526,2,2,338,0,0,0,0,0,0.015,338,318,0.998,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
27,12955947.600,4,4,320,0,0,0,0,0,0.019,320,338,0.491,0.500,0.500,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.667,0.667,0.000,0.000,0.000,0.000,0.000
28,12955947.748,2,2,319,0,0,0,0,0,0.013,319,320,0.558,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000
29,12955947.823,2,2,326,0,0,0,0,0,0.009,326,319,0.749,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
30,12955947.895,2,2,328,0,0,0,0,0,0.012,328,326,1.342,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
31,12955947.969,2,2,323,0,0,0,0,0,0.012,323,328,1.084,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
32,12955948.043,2,2,321,0,0,0,0,0,0.019,321,323,0.478,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000
33,12955948.117,2,2,332,0,0,0,0,0,0.021,332,321,1.115,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000
34,12955948.190,3,3,328,0,0,0,0,0,0.024,328,332,0.761,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
35,12955948.264,2,2,343,0,0,0,0,0,0.023,343,328,1.134,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
36,12955948.338,2,2,337,0,0,0,0,0,0.024,337,343,0.494,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
37,12955948.411,2,2,333,0,0,0,0,0,0.027,333,337,0.467,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
38,12955948.486,6,6,345,0,0,0,0,0,0.035,345,333,0.583,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000
39,12955948.559,2,2,334,0,0,0,0,0,0.018,334,345,0.400,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
40,12955948.632,2,2,338,0,0,0,0,0,0.015,338,334,0.726,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000
41,12955948.781,3,3,321,0,0,0,0,0,0.022,321,338,0.497,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000
42,12955948.855,4,4,341,0,0,0,0,0,0.021,341,321,0.821,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.000,0.000
43,12955948.930,2,2,337,0,0,0,0,0,0.030,337,341,0.389,0.800,0.500,0.500,0.500,0.667,0.500,0.000,0.000,0.000,0.800,0.500,0.500,0.500,0.667,0.500,0.000,0.000,0.000
44,12955949.003,2,2,337,0,0,0,0,0,0.039,337,337,0.492,0.800,0.800,0.800,0.500,0.667,0.667,0.667,0.667,0.000,0.800,0.800,0.800,0.500,0.667,0.667,0.667,0.667,0.000
45,12955949.076,2,2,336,0,0,0,0,0,0.015,336,337,0.557,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.000
46,12955949.152,2,2,330,0,0,0,0,0,0.036,330,336,0.703,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,0.000
47,12955949.225,2,2,328,0,0,0,0,0,0.021,328,330,0.657,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667
