frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,29725905.719,4,4,614,19,5,0,1,2,0.309,641,0,0.369,0.588,0.714,0.800,0.667,0.600,0.667,0.500,0.500,0.500,0.588,0.714,0.800,0.667,0.600,0.444,0.500,0.500,0.250
2,29725905.793,6,6,563,18,3,0,0,5,0.307,589,641,0.575,0.421,0.533,0.667,0.727,0.800,0.800,0.667,0.667,0.667,0.421,0.533,0.667,0.727,0.800,0.800,0.667,0.667,0.667
3,29725905.868,3,3,578,14,1,0,0,1,0.301,594,589,0.628,0.632,0.750,0.667,0.667,0.667,0.727,0.600,0.600,0.667,0.632,0.750,0.667,0.667,0.667,0.727,0.600,0.600,0.667
4,29725905.943,7,7,565,9,1,0,0,4,0.321,579,594,0.766,0.476,0.556,0.556,0.533,0.667,0.727,0.545,0.600,0.667,0.476,0.556,0.556,0.533,0.667,0.727,0.545,0.600,0.667
5,29725906.091,3,3,593,13,2,0,0,2,0.269,610,579,0.591,0.571,0.667,0.588,0.667,0.667,0.600,0.600,0.600,0.600,0.571,0.667,0.588,0.667,0.667,0.600,0.600,0.600,0.600
6,29725906.164,3,3,660,13,4,0,0,2,0.250,679,610,0.477,0.526,0.625,0.625,0.533,0.400,0.400,0.400,0.444,0.444,0.526,0.625,0.625,0.533,0.400,0.400,0.400,0.444,0.444
7,29725906.238,3,3,631,17,3,0,0,1,0.265,652,679,0.291,0.600,0.667,0.588,0.615,0.600,0.667,0.500,0.500,0.500,0.600,0.667,0.588,0.615,0.600,0.667,0.500,0.500,0.500
8,29725906.388,4,4,546,22,4,0,0,2,0.265,574,652,0.181,0.471,0.533,0.571,0.462,0.364,0.400,0.444,0.444,0.250,0.471,0.533,0.571,0.462,0.364,0.400,0.444,0.444,0.250
9,29725906.461,2,2,578,21,3,1,0,1,0.247,604,574,0.059,0.667,0.625,0.615,0.667,0.444,0.444,0.444,0.444,0.444,0.667,0.625,0.615,0.667,0.444,0.444,0.444,0.444,0.444
10,29725906.535,4,4,589,16,1,0,0,2,0.222,608,604,0.205,0.556,0.588,0.625,0.533,0.500,0.400,0.400,0.400,0.222,0.556,0.588,0.625,0.533,0.500,0.400,0.400,0.400,0.222
11,29725906.611,3,3,568,18,2,0,0,1,0.222,589,608,0.301,0.833,0.909,0.909,0.800,0.800,0.667,0.500,0.500,0.500,0.833,0.909,0.909,0.800,0.800,0.667,0.500,0.500,0.500
12,29725906.685,4,4,636,16,1,0,0,1,0.251,654,589,0.434,0.632,0.706,0.857,0.857,0.833,0.727,0.444,0.444,0.444,0.632,0.706,0.857,0.857,0.833,0.545,0.444,0.444,0.444
13,29725906.759,2,2,646,23,2,0,0,1,0.249,672,654,0.231,0.857,0.857,0.857,0.769,0.545,0.545,0.400,0.400,0.400,0.857,0.857,0.857,0.769,0.545,0.545,0.400,0.400,0.400
14,29725906.836,4,4,644,15,3,0,0,4,0.230,666,672,0.224,0.571,0.706,0.750,0.667,0.500,0.545,0.545,0.400,0.400,0.571,0.706,0.750,0.667,0.500,0.545,0.545,0.400,0.400
