frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,12951768.061,2,2,393,0,0,0,0,0,0.165,393,0,0.374,0.750,0.636,0.636,0.632,0.286,0.154,0.154,0.154,0.000,0.750,0.636,0.636,0.632,0.286,0.154,0.154,0.154,0.000
2,12951772.731,2,2,417,0,0,0,0,0,0.141,417,393,0.056,0.500,0.333,0.333,0.222,0.125,0.143,0.143,0.154,0.154,0.400,0.222,0.222,0.111,0.000,0.000,0.000,0.000,0.000
3,12951772.802,3,3,418,0,0,0,0,0,0.151,418,417,0.043,0.476,0.500,0.444,0.316,0.353,0.250,0.267,0.267,0.267,0.381,0.400,0.333,0.211,0.235,0.125,0.133,0.133,0.133
4,12951772.876,2,4,423,0,0,0,0,0,0.163,423,418,0.018,0.476,0.400,0.444,0.444,0.375,0.286,0.267,0.286,0.286,0.286,0.300,0.333,0.222,0.250,0.143,0.133,0.143,0.143
5,12951772.950,2,2,411,0,0,0,0,0,0.139,411,423,0.136,0.500,0.500,0.421,0.333,0.333,0.250,0.250,0.267,0.143,0.400,0.400,0.316,0.222,0.222,0.125,0.125,0.133,0.000
6,12951773.023,4,4,417,0,0,0,0,0,0.158,417,411,0.100,0.435,0.455,0.526,0.235,0.235,0.250,0.267,0.250,0.286,0.348,0.364,0.421,0.235,0.235,0.250,0.267,0.250,0.286
7,12951773.096,3,3,433,0,0,0,0,0,0.159,433,417,0.055,0.455,0.500,0.421,0.471,0.375,0.267,0.267,0.286,0.286,0.273,0.300,0.211,0.235,0.125,0.133,0.133,0.143,0.143
8,12951773.169,4,4,429,0,0,0,0,0,0.182,429,433,0.106,0.381,0.381,0.500,0.444,0.444,0.444,0.375,0.375,0.400,0.381,0.381,0.400,0.333,0.333,0.333,0.250,0.250,0.267
9,12951773.242,6,2,413,0,0,0,0,3,0.161,416,429,0.016,0.480,0.435,0.476,0.476,0.500,0.421,0.444,0.444,0.353,0.400,0.348,0.381,0.381,0.400,0.316,0.333,0.333,0.235
10,12951773.315,4,4,425,0,0,0,0,0,0.179,425,416,0.077,0.455,0.476,0.500,0.471,0.375,0.375,0.400,0.286,0.308,0.364,0.381,0.400,0.353,0.250,0.250,0.267,0.286,0.308
11,12951773.387,5,5,414,0,0,0,0,1,0.142,415,425,0.084,0.500,0.500,0.500,0.526,0.444,0.333,0.333,0.353,0.400,0.400,0.400,0.400,0.421,0.333,0.222,0.222,0.235,0.267
12,12951773.462,7,5,411,0,0,0,0,0,0.129,411,415,0.047,0.400,0.444,0.444,0.471,0.375,0.500,0.429,0.429,0.462,0.300,0.333,0.333,0.353,0.250,0.250,0.143,0.143,0.154
13,12951773.536,5,8,403,0,0,0,0,0,0.129,403,411,0.035,0.500,0.500,0.500,0.556,0.556,0.533,0.462,0.462,0.182,0.400,0.400,0.400,0.444,0.444,0.400,0.462,0.462,0.182
14,12951773.609,5,5,412,0,0,0,0,0,0.136,412,403,0.048,0.400,0.421,0.421,0.444,0.353,0.286,0.154,0.167,0.167,0.300,0.316,0.316,0.333,0.235,0.143,0.000,0.000,0.000
15,12951773.682,2,2,427,0,0,0,0,1,0.129,428,412,0.021,0.556,0.556,0.556,0.500,0.533,0.462,0.462,0.462,0.333,0.333,0.333,0.333,0.250,0.267,0.154,0.000,0.000,0.000
16,12951773.755,7,5,420,0,0,0,0,0,0.150,420,428,0.073,0.333,0.333,0.375,0.400,0.286,0.429,0.429,0.333,0.333,0.333,0.333,0.375,0.400,0.286,0.286,0.286,0.167,0.167
17,12951773.830,2,2,412,0,0,0,0,1,0.143,413,420,0.069,0.444,0.444,0.444,0.353,0.353,0.353,0.250,0.250,0.235,0.333,0.333,0.333,0.235,0.235,0.235,0.125,0.125,0.118
18,12951773.902,4,2,394,0,0,0,0,1,0.106,395,413,0.050,0.556,0.556,0.588,0.588,0.588,0.500,0.400,0.286,0.308,0.444,0.444,0.353,0.353,0.353,0.375,0.267,0.143,0.154
19,12951773.974,2,2,408,0,0,0,0,0,0.105,408,395,0.020,0.444,0.444,0.444,0.444,0.375,0.286,0.167,0.167,0.167,0.333,0.333,0.333,0.333,0.250,0.143,0.000,0.000,0.000
20,12951774.049,2,4,420,0,0,0,0,0,0.124,420,408,0.045,0.600,0.526,0.556,0.500,0.533,0.571,0.571,0.571,0.333,0.300,0.316,0.333,0.250,0.267,0.286,0.286,0.286,0.000
21,12951774.123,9,2,394,0,0,0,0,1,0.109,395,420,0.018,0.400,0.400,0.400,0.400,0.333,0.364,0.364,0.545,0.400,0.400,0.400,0.400,0.400,0.333,0.364,0.364,0.364,0.200
22,12951774.196,2,2,401,0,0,0,0,0,0.100,401,395,0.162,0.375,0.375,0.286,0.286,0.333,0.333,0.200,0.200,0.200,0.250,0.250,0.143,0.143,0.167,0.167,0.000,0.000,0.000
23,12951774.270,2,2,393,0,0,0,0,0,0.140,393,401,0.022,0.400,0.400,0.400,0.333,0.333,0.182,0.182,0.182,0.182,0.267,0.267,0.267,0.167,0.167,0.000,0.000,0.000,0.000
24,12951774.342,10,10,384,0,0,0,0,1,0.117,385,393,0.126,0.235,0.235,0.250,0.286,0.286,0.286,0.286,0.286,0.308,0.118,0.118,0.125,0.143,0.143,0.143,0.143,0.143,0.154
25,12951774.416,3,3,387,0,0,0,0,0,0.098,387,385,0.017,0.500,0.526,0.250,0.267,0.308,0.308,0.308,0.308,0.308,0.400,0.421,0.125,0.133,0.154,0.154,0.154,0.154,0.154
26,12951774.491,3,3,394,0,0,0,0,0,0.122,394,387,0.021,0.556,0.588,0.588,0.286,0.308,0.333,0.333,0.333,0.333,0.444,0.471,0.471,0.143,0.154,0.167,0.167,0.167,0.167
27,12951774.563,3,3,413,0,0,0,0,1,0.126,414,394,0.025,0.533,0.571,0.571,0.571,0.571,0.500,0.364,0.364,0.364,0.267,0.286,0.286,0.286,0.286,0.167,0.000,0.000,0.000
28,12951774.635,6,6,398,0,0,0,0,0,0.146,398,414,0.045,0.500,0.500,0.533,0.571,0.615,0.364,0.364,0.200,0.200,0.500,0.500,0.533,0.571,0.615,0.364,0.364,0.200,0.200
29,12951774.709,4,4,386,0,0,0,0,0,0.150,386,398,0.067,0.625,0.625,0.667,0.667,0.571,0.615,0.615,0.500,0.364,0.500,0.500,0.533,0.533,0.429,0.462,0.462,0.333,0.182
30,12951774.783,2,2,382,0,0,0,0,0,0.120,382,386,0.103,0.571,0.571,0.500,0.500,0.545,0.545,0.545,0.400,0.400,0.429,0.429,0.333,0.333,0.364,0.364,0.364,0.200,0.200
31,12951774.855,3,3,394,0,0,0,0,0,0.137,394,382,0.057,0.353,0.400,0.375,0.286,0.308,0.333,0.182,0.182,0.333,0.235,0.267,0.250,0.143,0.154,0.167,0.000,0.000,0.000
32,12951774.927,6,6,379,0,0,0,0,1,0.105,380,394,0.118,0.286,0.286,0.286,0.308,0.333,0.333,0.182,0.200,0.200,0.286,0.286,0.286,0.308,0.333,0.333,0.182,0.200,0.200
33,12951775.002,2,2,377,0,0,0,0,0,0.114,377,380,0.061,0.588,0.588,0.533,0.571,0.462,0.500,0.364,0.364,0.200,0.471,0.471,0.400,0.429,0.308,0.333,0.182,0.182,0.000
34,12951775.148,2,2,365,0,0,0,0,1,0.109,366,377,0.095,0.667,0.667,0.588,0.500,0.462,0.462,0.462,0.333,0.333,0.556,0.556,0.471,0.500,0.462,0.462,0.462,0.333,0.333
35,12951775.221,2,2,386,0,0,0,0,0,0.106,386,366,0.005,0.615,0.615,0.571,0.500,0.500,0.364,0.364,0.364,0.364,0.462,0.462,0.429,0.333,0.333,0.182,0.182,0.182,0.182
36,12951775.295,2,2,389,0,0,0,0,0,0.116,389,386,0.097,0.471,0.471,0.429,0.429,0.308,0.308,0.308,0.462,0.462,0.353,0.353,0.286,0.286,0.154,0.154,0.154,0.154,0.154
37,12951775.371,8,5,382,0,0,0,0,0,0.094,382,389,0.023,0.400,0.400,0.400,0.429,0.429,0.429,0.571,0.571,0.333,0.400,0.400,0.400,0.429,0.429,0.429,0.429,0.429,0.333
38,12951775.442,7,9,383,0,0,0,0,0,0.102,383,382,0.083,0.500,0.533,0.429,0.429,0.462,0.571,0.462,0.462,0.462,0.250,0.267,0.143,0.143,0.154,0.286,0.154,0.308,0.308
39,12951775.515,5,5,379,0,0,0,0,0,0.116,379,383,0.122,0.588,0.588,0.588,0.667,0.571,0.615,0.615,0.500,0.182,0.353,0.353,0.353,0.400,0.286,0.308,0.308,0.333,0.182
40,12951775.591,5,5,383,0,0,0,0,0,0.099,383,379,0.076,0.500,0.500,0.471,0.533,0.429,0.308,0.308,0.462,0.308,0.375,0.375,0.353,0.400,0.286,0.154,0.154,0.154,0.154
