2,48715712.597,6,6,381,0,0,0,0,0,0.081,381,0,0.330,0.400,0.500,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.400,0.500,0.667,0.667,1.000,1.000,1.000,1.000,1.000
3,48715712.669,5,5,375,0,0,0,0,0,0.077,375,381,0.585,0.500,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.500,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000
4,48715712.742,8,8,391,0,0,0,0,0,0.100,391,375,0.584,0.286,0.286,0.500,0.500,0.500,0.667,1.000,1.000,1.000,0.286,0.286,0.500,0.500,0.500,0.667,1.000,1.000,1.000
5,48715712.814,8,8,381,0,0,0,0,0,0.089,381,391,0.626,0.250,0.286,0.400,0.400,0.500,0.667,1.000,1.000,1.000,0.250,0.286,0.400,0.400,0.500,0.667,1.000,1.000,1.000
6,48715712.887,7,7,385,0,0,0,0,0,0.081,385,381,0.905,0.333,0.400,0.500,0.500,0.667,1.000,1.000,1.000,1.000,0.333,0.400,0.500,0.500,0.667,1.000,1.000,1.000,1.000
7,48715712.961,8,8,372,0,0,0,0,0,0.075,372,385,0.726,0.333,0.400,0.500,0.500,0.667,0.667,1.000,1.000,1.000,0.333,0.400,0.500,0.500,0.667,0.667,1.000,1.000,1.000
8,48715713.033,4,4,375,0,0,0,0,0,0.051,375,372,0.893,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000
9,48715713.106,3,3,360,0,0,0,0,0,0.058,360,375,0.884,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
10,48715713.180,4,4,364,0,0,0,0,0,0.066,364,360,1.084,0.500,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.500,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000
11,48715713.253,3,3,377,0,0,0,0,0,0.048,377,364,1.009,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
12,48715713.325,2,2,378,0,0,0,0,0,0.053,378,377,1.116,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
