frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,12951392.730,2,2,375,0,0,0,0,0,0.048,375,0,0.240,1.000,0.800,0.500,0.500,0.500,0.500,0.500,0.000,0.000,1.000,0.800,0.500,0.500,0.500,0.500,0.500,0.000,0.000
2,12951392.804,2,2,362,0,0,0,0,0,0.044,362,375,0.434,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500,0.500,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500,0.500
3,12951392.879,2,2,369,0,0,0,0,0,0.049,369,362,0.357,1.000,1.000,0.800,0.800,0.800,0.500,0.500,0.500,0.500,1.000,1.000,0.800,0.800,0.800,0.500,0.500,0.500,0.500
4,12951392.952,2,2,372,0,0,0,0,0,0.043,372,369,0.514,1.000,1.000,1.000,0.800,0.800,0.500,0.500,0.500,0.500,1.000,1.000,1.000,0.800,0.800,0.500,0.500,0.500,0.500
5,12951393.024,6,6,375,0,0,0,0,0,0.051,375,372,0.510,0.857,0.857,0.857,0.857,1.000,0.500,0.500,0.500,0.500,0.857,0.857,0.857,0.857,1.000,0.500,0.500,0.500,0.500
6,12951393.098,6,2,370,0,0,0,0,0,0.051,370,375,0.276,0.667,0.667,0.667,0.667,0.800,0.800,0.500,0.500,0.500,0.667,0.667,0.667,0.667,0.400,0.400,0.500,0.500,0.500
7,12951393.171,5,5,377,0,0,0,0,0,0.048,377,370,0.413,0.667,0.667,0.667,0.800,0.500,0.500,0.500,0.500,0.500,0.667,0.667,0.667,0.800,0.500,0.500,0.500,0.500,0.500
8,12951393.245,2,2,377,0,0,0,0,0,0.053,377,377,0.433,0.857,0.857,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.857,0.857,0.667,0.667,0.667,0.667,0.667,0.400,0.400
9,12951393.319,2,2,382,0,0,0,0,0,0.050,382,377,0.527,1.000,1.000,1.000,0.800,0.800,0.800,0.800,0.500,0.500,1.000,1.000,1.000,0.800,0.800,0.800,0.800,0.500,0.500
10,12951393.391,2,4,377,0,0,0,0,0,0.045,377,382,0.176,0.800,0.800,0.500,0.500,0.500,0.500,0.500,0.000,0.000,0.400,0.400,0.500,0.500,0.500,0.500,0.500,0.000,0.000
11,12951393.464,5,5,379,0,0,0,0,0,0.037,379,377,0.362,0.800,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.800,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667
12,12951393.538,2,2,383,0,0,0,0,0,0.044,383,379,0.076,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400
13,12951393.610,4,4,369,0,0,0,0,0,0.043,369,383,0.062,0.667,0.667,0.800,0.800,0.800,0.800,0.800,0.500,0.500,0.667,0.667,0.800,0.800,0.800,0.800,0.800,0.500,0.500
14,12951393.682,2,2,374,0,0,0,0,0,0.037,374,369,0.573,1.000,0.800,0.800,0.800,0.800,0.800,0.500,0.500,0.500,1.000,0.800,0.800,0.800,0.800,0.800,0.500,0.500,0.500
15,12951393.757,6,6,364,0,0,0,0,0,0.038,364,374,0.296,0.500,0.500,0.500,0.500,0.800,0.800,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.800,0.800,0.500,0.500,0.500
16,12951393.829,2,2,371,0,0,0,0,0,0.049,371,364,0.117,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400
17,12951393.902,2,2,382,0,0,0,0,0,0.047,382,371,0.117,0.857,0.857,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.857,0.857,0.667,0.667,0.667,0.667,0.667,0.667,0.400
18,12951393.976,2,2,370,0,0,0,0,1,0.038,371,382,0.379,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.500
19,12951394.050,2,2,381,0,0,0,0,1,0.052,382,371,0.675,0.857,0.857,0.800,0.800,0.800,0.800,0.800,0.500,0.500,0.857,0.857,0.800,0.800,0.800,0.800,0.800,0.500,0.500
20,12951394.124,5,5,377,0,0,0,0,0,0.034,377,382,0.174,0.571,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400,0.571,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400
21,12951394.197,6,6,367,0,0,0,0,0,0.033,367,377,0.172,0.667,0.667,0.667,0.667,0.800,0.800,0.500,0.500,0.000,0.667,0.667,0.667,0.667,0.800,0.800,0.500,0.500,0.000
22,12951394.269,2,2,374,0,0,0,0,0,0.032,374,367,0.165,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.000
23,12951394.344,6,6,381,0,0,0,0,0,0.037,381,374,0.129,0.571,0.571,0.571,0.571,0.667,0.667,0.667,0.400,0.400,0.571,0.571,0.571,0.571,0.667,0.667,0.667,0.400,0.400
24,12951394.419,5,5,381,0,0,0,0,0,0.042,381,381,0.107,0.571,0.571,0.571,0.667,0.667,0.667,0.667,0.667,0.667,0.571,0.571,0.571,0.667,0.667,0.667,0.667,0.667,0.667
25,12951394.491,4,4,379,0,0,0,0,0,0.040,379,381,0.180,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400,0.400
26,12951394.562,2,2,379,0,0,0,0,0,0.037,379,379,0.205,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400
27,12951394.638,2,2,381,0,0,0,0,0,0.045,381,379,0.140,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.400,0.400,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.400,0.400
28,12951394.712,2,2,382,0,0,0,0,0,0.042,382,381,0.107,0.857,0.857,0.857,0.667,0.667,0.667,0.400,0.400,0.400,0.857,0.857,0.857,0.667,0.667,0.667,0.400,0.400,0.000
