frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22545993.041,4,2,611,0,11,9,4,4,0.180,639,0,0.388,0.333,0.286,0.400,0.333,0.400,0.000,0.000,0.000,0.000,0.333,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,22546578.715,2,2,490,2,7,0,1,0,0.048,500,639,6.426,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,22546579.755,2,2,447,1,11,5,1,0,0.071,465,500,3.042,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,0.000
4,22546579.830,3,3,435,3,5,4,1,0,0.085,448,465,6.806,0.800,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.800,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000
5,22546579.905,5,5,487,6,6,7,0,0,0.083,506,448,6.040,0.333,0.333,0.400,0.500,0.500,0.500,0.000,0.000,0.000,0.333,0.333,0.400,0.500,0.500,0.000,0.000,0.000,0.000
6,22546579.977,3,2,453,4,8,2,1,0,0.051,468,506,3.849,0.800,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,0.800,0.500,0.500,0.000,0.000,0.667,0.000,0.000,0.000
7,22546580.052,3,2,479,9,5,1,6,0,0.076,500,468,6.632,0.667,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.667,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,22546580.128,3,4,438,5,9,7,0,0,0.096,459,500,3.167,0.667,1.000,0.667,0.667,0.667,0.667,0.000,0.000,0.000,0.333,0.500,0.667,0.667,0.667,0.667,0.000,0.000,0.000
9,22546580.201,3,3,492,12,8,5,0,0,0.091,517,459,2.142,0.800,1.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.800,1.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000
10,22546580.277,4,5,463,9,9,4,7,1,0.099,493,517,5.843,0.444,0.800,1.000,0.667,0.667,0.667,0.667,0.667,0.000,0.222,0.400,0.500,0.667,0.667,0.667,0.667,0.667,0.000
