2,25040271.747,2,2,913,16,1,0,1,1,0.400,932,0,7.273,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,25040272.710,2,2,683,9,2,0,0,0,0.159,694,932,7.385,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,25040272.784,4,4,707,5,4,0,1,1,0.226,718,694,5.801,0.250,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000
5,25040272.857,5,5,786,8,3,0,0,0,0.325,797,718,7.313,0.182,0.286,0.333,0.500,0.500,0.000,0.000,0.000,0.000,0.182,0.286,0.333,0.500,0.500,0.000,0.000,0.000,0.000
6,25040272.932,6,6,822,10,2,0,1,0,0.177,835,797,7.277,0.333,0.500,0.500,0.500,0.667,0.667,0.667,0.000,0.000,0.333,0.500,0.500,0.500,0.667,0.667,0.667,0.000,0.000
7,25040273.007,7,7,829,13,3,0,0,0,0.143,845,835,7.294,0.286,0.333,0.286,0.500,0.500,1.000,1.000,0.000,0.000,0.286,0.333,0.286,0.500,0.500,1.000,1.000,0.000,0.000
8,25040273.157,7,7,812,9,1,0,0,0,0.229,822,845,7.549,0.400,0.667,0.500,0.400,0.500,1.000,0.667,0.000,0.000,0.400,0.667,0.500,0.400,0.500,1.000,0.667,0.000,0.000
9,25040273.233,5,5,882,9,3,0,0,0,0.160,894,822,7.150,0.400,0.400,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.500,1.000,0.000,0.000,0.000,0.000,0.000
10,25040273.306,5,5,880,12,1,0,0,0,0.166,893,894,7.423,0.250,0.400,0.667,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.400,0.667,1.000,0.000,0.000,0.000,0.000,0.000
11,25040273.529,5,5,838,8,1,0,0,0,0.319,847,893,7.383,0.182,0.286,0.286,0.667,0.500,0.667,0.000,0.000,0.000,0.182,0.286,0.286,0.667,0.500,0.667,0.000,0.000,0.000
12,25040273.605,6,6,812,13,0,0,0,0,0.212,825,847,7.331,0.250,0.286,0.286,0.667,1.000,1.000,1.000,1.000,0.000,0.250,0.286,0.286,0.667,1.000,1.000,1.000,1.000,0.000
13,25040273.753,4,4,818,8,0,0,0,0,0.069,826,825,7.511,0.667,0.667,1.000,1.000,0.667,0.000,0.000,0.000,0.000,0.667,0.667,1.000,1.000,0.667,0.000,0.000,0.000,0.000
14,25040273.830,5,5,817,12,0,0,0,2,0.093,831,826,7.259,0.250,0.500,0.667,1.000,1.000,1.000,0.667,1.000,0.000,0.250,0.500,0.667,1.000,1.000,1.000,0.667,1.000,0.000
15,25040273.904,5,5,799,9,1,0,0,2,0.083,811,831,7.278,0.333,0.667,0.667,1.000,0.500,1.000,0.667,0.667,1.000,0.333,0.667,0.667,1.000,0.500,1.000,0.667,0.667,1.000
16,25040273.977,4,4,775,17,1,0,0,0,0.101,793,811,5.746,0.333,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.333,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.000
