2,22548819.612,3,3,243,43,0,0,0,1,0.296,287,0,4.002,0.333,1.000,1.000,1.000,0.500,0.000,0.000,0.000,0.000,0.333,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
3,22548819.685,8,8,202,45,0,0,0,0,0.364,247,287,3.178,0.400,0.400,0.400,0.667,0.667,0.667,1.000,1.000,0.667,0.400,0.400,0.400,0.667,0.667,0.667,1.000,1.000,0.667
4,22548819.758,5,5,254,45,0,0,0,2,0.379,301,247,3.705,0.250,0.333,0.667,1.000,0.667,0.667,0.667,0.667,0.667,0.250,0.333,0.667,1.000,0.667,0.667,0.667,0.667,0.667
5,22548819.832,7,7,204,43,0,0,0,0,0.320,247,301,2.931,0.400,0.400,0.400,0.500,0.500,1.000,1.000,1.000,1.000,0.400,0.400,0.400,0.500,0.500,1.000,1.000,1.000,1.000
6,22548819.905,5,5,171,33,0,0,0,0,0.304,204,247,3.092,0.500,0.500,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.500,0.500,0.500,0.667,0.667,0.667,0.667,0.667,0.667
7,22548819.977,9,9,174,37,1,0,0,0,0.307,212,204,3.405,0.400,0.500,0.500,0.500,0.667,0.667,0.667,1.000,1.000,0.400,0.500,0.500,0.500,0.667,0.667,0.667,1.000,1.000
8,22548820.051,8,8,192,32,0,0,0,0,0.299,224,212,2.652,0.333,0.400,0.400,0.400,0.667,0.667,1.000,1.000,1.000,0.333,0.400,0.400,0.400,0.667,0.667,1.000,1.000,1.000
9,22548820.126,9,9,183,32,0,0,0,1,0.259,216,224,3.077,0.400,0.400,0.400,0.400,0.500,0.500,0.500,0.667,0.667,0.400,0.400,0.400,0.400,0.500,0.500,0.500,0.667,0.667
10,22548820.198,9,9,170,29,1,0,0,3,0.276,203,216,3.380,0.400,0.400,0.400,0.400,0.500,0.500,0.500,0.667,0.500,0.400,0.400,0.400,0.400,0.500,0.500,0.500,0.667,0.000
11,22548820.269,8,2,189,27,0,0,0,1,0.290,217,203,1.966,0.500,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,22548820.344,3,3,179,26,0,0,1,0,0.218,206,217,2.349,0.500,0.667,0.500,0.500,0.667,0.667,0.667,0.667,0.667,0.500,0.667,0.500,0.500,0.667,0.667,0.667,0.667,0.667
13,22548820.418,5,5,175,27,0,0,0,0,0.243,202,206,2.506,0.400,0.500,0.500,1.000,1.000,1.000,1.000,1.000,1.000,0.400,0.500,0.500,1.000,1.000,1.000,1.000,1.000,1.000
14,22548820.491,8,8,175,27,0,0,0,2,0.275,204,202,3.756,0.667,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000
15,22548820.564,3,3,196,28,0,0,0,2,0.288,226,204,3.364,0.667,1.000,1.000,0.667,0.667,0.667,0.667,1.000,0.667,0.667,1.000,1.000,0.667,0.667,0.667,0.667,1.000,0.000
16,22548820.637,5,5,191,23,0,0,0,2,0.319,216,226,3.072,0.400,0.500,0.667,1.000,1.000,1.000,0.667,0.500,1.000,0.400,0.500,0.667,1.000,1.000,1.000,0.667,0.500,1.000
17,22548820.711,2,2,178,23,0,0,0,0,0.308,201,216,2.060,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667
18,22548820.786,4,4,171,19,0,0,0,0,0.316,190,201,2.441,0.667,0.667,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,0.667,0.667,0.667,0.667
19,22548820.857,8,8,174,18,0,0,0,5,0.320,197,190,5.307,0.500,0.500,0.500,0.667,0.667,0.667,1.000,1.000,1.000,0.500,0.500,0.500,0.667,0.667,0.667,1.000,1.000,1.000
20,22548820.929,6,6,172,14,0,0,0,2,0.314,188,197,1.997,0.500,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.500,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000
21,22548821.003,2,2,175,15,0,0,0,0,0.289,190,188,2.132,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
22,22548821.077,2,2,201,10,0,0,0,1,0.259,212,190,1.696,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
23,22548821.223,3,3,206,7,0,0,0,1,0.280,214,212,2.348,0.500,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.500,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
24,22548821.298,5,5,204,5,0,0,0,1,0.233,210,214,2.109,0.400,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.400,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000
25,22548821.370,2,2,174,5,0,0,0,1,0.150,180,210,3.414,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.667
26,22548821.443,2,2,199,5,0,0,0,0,0.172,204,180,1.481,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,0.000,0.000,0.000
27,22548821.516,2,2,186,4,0,0,0,0,0.147,190,204,1.964,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000
28,22548821.590,2,2,202,5,0,0,0,2,0.148,209,190,2.100,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
29,22548821.665,3,3,208,5,0,0,0,0,0.183,213,209,1.545,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
30,22548821.737,9,9,245,4,0,0,0,0,0.209,249,213,1.176,0.400,0.400,0.500,0.400,0.500,0.667,0.667,1.000,1.000,0.400,0.400,0.500,0.400,0.500,0.667,0.667,1.000,1.000
31,22548821.810,10,10,217,1,0,0,0,2,0.168,220,249,1.254,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,1.000,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,1.000
32,22548821.886,3,3,227,0,0,0,0,1,0.167,228,220,0.815,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
33,22548821.959,4,4,237,7,0,0,0,0,0.156,244,228,0.883,0.500,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.667,0.500,0.667,1.000,1.000,1.000,1.000,1.000,1.000,0.667
34,22548822.031,6,6,242,3,0,0,0,0,0.216,245,244,0.834,0.400,0.500,0.500,0.500,1.000,1.000,1.000,1.000,1.000,0.400,0.500,0.500,0.500,1.000,1.000,1.000,1.000,1.000
35,22548822.104,4,4,240,7,0,0,0,2,0.185,249,245,1.355,0.500,0.500,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.667,0.000,0.000,0.000,0.000,0.000,0.000
36,22548822.176,2,2,269,4,0,0,0,1,0.215,274,249,0.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,22548822.250,2,2,264,4,0,0,0,0,0.190,268,274,0.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,22548822.324,2,2,270,1,0,0,0,0,0.114,271,268,0.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,22548822.396,2,2,282,0,0,0,0,0,0.170,282,271,1.013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
40,22548822.468,7,7,301,7,0,0,0,0,0.192,308,282,2.125,0.286,0.333,0.500,0.667,0.667,1.000,1.000,1.000,1.000,0.286,0.333,0.500,0.667,0.667,1.000,1.000,1.000,1.000
41,22548822.544,7,7,330,4,0,0,0,2,0.161,336,308,4.264,0.333,0.333,0.333,0.667,0.667,1.000,1.000,1.000,1.000,0.333,0.333,0.333,0.667,0.667,1.000,1.000,1.000,1.000
42,22548822.617,5,5,319,6,0,0,0,0,0.145,325,336,3.382,0.400,0.500,0.500,1.000,1.000,1.000,1.000,1.000,1.000,0.400,0.500,0.500,1.000,1.000,1.000,1.000,1.000,1.000
43,22548822.689,8,8,354,4,0,0,0,1,0.164,359,325,3.895,0.222,0.286,0.286,0.400,0.400,0.667,1.000,1.000,0.000,0.222,0.286,0.286,0.400,0.400,0.667,1.000,1.000,0.000
44,22548822.763,2,2,373,5,0,0,0,2,0.116,380,359,13.741,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,22548822.837,4,4,395,6,0,0,0,0,0.142,401,380,3.939,0.667,0.667,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.667,0.667,1.000,1.000,1.000,0.000,0.000,0.000,0.000
46,22548822.911,7,7,416,3,0,0,0,0,0.138,419,401,4.128,0.400,0.500,0.500,0.667,0.667,1.000,1.000,1.000,0.667,0.400,0.500,0.500,0.667,0.667,1.000,1.000,1.000,0.667
47,22548822.985,6,6,407,4,0,0,0,0,0.146,411,419,4.321,0.333,0.400,0.500,0.667,1.000,1.000,1.000,1.000,0.000,0.333,0.400,0.500,0.667,1.000,1.000,1.000,1.000,0.000
48,22548823.059,2,2,461,1,0,0,0,0,0.128,462,411,4.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,22548823.282,2,2,453,0,0,0,0,0,0.172,453,462,3.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,22548823.357,2,2,462,1,0,0,0,2,0.144,465,453,4.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,22548823.433,2,2,490,2,0,0,0,0,0.144,492,465,4.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,22548823.506,5,5,476,5,0,0,0,1,0.139,482,492,4.816,0.400,0.500,0.667,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.500,0.667,1.000,0.000,0.000,0.000,0.000,0.000
55,22548823.579,4,2,450,9,0,0,0,1,0.143,460,482,5.288,0.333,0.400,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,22548823.655,5,5,445,7,0,0,0,0,0.137,452,460,5.468,0.500,0.500,0.667,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.500,0.667,1.000,1.000,0.000,0.000,0.000,0.000
57,22548823.729,3,2,461,7,0,0,0,0,0.154,468,452,5.316,0.667,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,22548823.803,2,2,436,10,0,0,0,0,0.157,446,468,5.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,22548823.880,5,3,479,12,0,0,0,0,0.147,491,446,5.344,0.286,0.400,0.400,0.667,0.000,0.000,0.000,0.000,0.000,0.286,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,22548823.954,6,4,504,12,0,0,0,0,0.138,516,491,5.263,0.286,0.333,0.667,0.667,1.000,1.000,0.000,0.000,0.000,0.286,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000
61,22548824.029,6,6,483,8,0,0,0,0,0.151,491,516,5.062,0.286,0.500,0.400,0.500,1.000,0.000,0.000,0.000,0.000,0.286,0.500,0.400,0.500,1.000,0.000,0.000,0.000,0.000
62,22548824.104,5,5,459,8,0,0,0,0,0.167,467,491,5.159,0.400,0.500,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.500,0.500,1.000,0.000,0.000,0.000,0.000,0.000
63,22548824.176,3,2,463,8,0,0,0,0,0.113,471,467,5.385,0.400,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,22548824.250,4,3,489,8,1,0,0,0,0.137,498,471,5.274,0.250,0.400,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,22548824.325,5,2,495,9,1,0,0,0,0.131,505,498,5.254,0.400,0.500,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
