frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,20727898.526,2,2,402,0,0,0,0,0,0.057,402,0,0.292,0.800,0.545,0.545,0.222,0.222,0.000,0.000,0.000,0.000,0.667,0.545,0.545,0.222,0.222,0.000,0.000,0.000,0.000
2,20728072.687,2,2,446,0,0,0,0,0,0.047,446,402,0.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,20728072.760,2,2,467,0,0,0,0,0,0.094,467,446,0.125,0.750,0.750,0.333,0.333,0.333,0.333,0.000,0.000,0.000,0.750,0.750,0.333,0.333,0.333,0.333,0.000,0.000,0.000
4,20728072.835,2,2,479,0,0,0,0,0,0.092,479,467,0.151,0.400,0.400,0.400,0.400,0.400,0.400,0.000,0.000,0.000,0.400,0.400,0.400,0.400,0.400,0.400,0.000,0.000,0.000
5,20728072.909,4,4,518,0,0,0,0,0,0.091,518,479,0.021,0.500,0.500,0.571,0.400,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.571,0.400,0.000,0.000,0.000,0.000,0.000
6,20728072.982,2,2,541,0,0,0,0,0,0.076,541,518,0.079,0.500,0.500,0.400,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.400,0.500,0.500,0.000,0.000,0.000,0.000
7,20728073.056,2,2,569,0,0,0,0,0,0.054,569,541,0.118,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,20728073.131,2,2,618,0,0,0,0,0,0.058,618,569,0.392,0.400,0.286,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.400,0.286,0.400,0.400,0.000,0.000,0.000,0.000,0.000
9,20728073.205,3,3,625,0,0,0,0,0,0.062,625,618,0.330,0.667,0.750,0.750,0.667,0.667,0.000,0.000,0.000,0.000,0.667,0.750,0.750,0.667,0.667,0.000,0.000,0.000,0.000
10,20728073.279,2,2,628,0,0,0,0,0,0.064,628,625,0.112,0.500,0.500,0.500,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.500,0.500,0.500,0.000,0.000,0.000,0.000
11,20728073.355,4,4,700,0,0,0,0,0,0.056,700,628,0.131,0.500,0.571,0.800,0.800,0.800,0.500,0.500,0.000,0.000,0.500,0.571,0.800,0.800,0.800,0.500,0.500,0.000,0.000
