frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22547452.120,2,2,286,3,0,0,0,0,0.035,289,0,1.160,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,22547460.721,3,3,268,12,0,0,0,0,0.054,280,289,5.920,0.286,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,22547460.796,2,2,277,13,0,0,0,0,0.052,290,280,5.783,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.400
4,22547460.871,2,2,273,10,0,0,0,0,0.053,283,290,5.883,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400
5,22547460.945,2,2,267,13,0,0,0,0,0.075,280,283,4.742,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400
6,22547461.017,2,2,266,15,0,0,0,0,0.082,281,280,5.217,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.400
7,22547461.092,4,4,268,12,0,0,0,0,0.061,280,281,5.097,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.571,0.571,0.667,0.667,0.667,0.667,0.400,0.400,0.400
8,22547461.167,2,2,268,12,0,0,0,0,0.061,280,280,5.053,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400
9,22547461.240,2,2,252,15,0,0,0,0,0.075,267,280,5.381,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400
10,22547461.312,4,4,259,19,0,0,0,0,0.097,278,267,5.119,0.571,0.571,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.571,0.571,0.667,0.667,0.667,0.400,0.400,0.400,0.400
