frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,25044708.728,4,4,706,18,7,12,1,4,0.156,748,0,12.328,0.182,0.333,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.333,0.500,0.000,0.000,0.000,0.000,0.000,0.000
2,25044708.801,4,4,732,13,11,11,1,6,0.163,774,748,11.142,0.167,0.250,0.667,0.667,0.500,0.667,0.667,0.667,0.000,0.167,0.250,0.667,0.667,0.500,0.667,0.667,0.000,0.000
3,25044708.877,9,9,743,10,6,12,5,8,0.158,784,774,13.080,0.308,0.364,0.286,0.400,0.500,0.500,0.500,0.667,0.667,0.308,0.364,0.286,0.400,0.500,0.500,0.500,0.667,0.000
4,25044708.951,7,7,819,16,8,11,1,5,0.141,860,784,12.366,0.308,0.444,0.571,0.571,0.400,0.667,0.667,0.667,0.667,0.308,0.444,0.571,0.571,0.400,0.667,0.667,0.667,0.667
5,25044709.028,8,8,900,15,7,12,0,1,0.139,935,860,12.368,0.308,0.364,0.400,0.400,0.500,0.500,0.667,0.667,0.667,0.308,0.364,0.400,0.400,0.500,0.500,0.667,0.667,0.667
6,25044709.181,7,7,873,10,5,9,3,4,0.113,904,935,12.910,0.400,0.444,0.444,0.500,0.500,0.667,0.667,0.000,0.000,0.400,0.444,0.444,0.500,0.500,0.667,0.667,0.000,0.000
7,25044709.333,3,3,948,10,8,12,4,7,0.103,989,904,12.479,0.333,0.667,0.500,0.500,0.667,0.667,0.000,0.000,0.000,0.333,0.667,0.500,0.500,0.667,0.667,0.000,0.000,0.000
8,25044709.484,2,2,813,7,8,9,3,1,0.095,841,989,2.738,0.571,0.400,0.500,0.500,0.400,0.333,0.400,0.400,0.000,0.571,0.400,0.500,0.500,0.400,0.333,0.400,0.400,0.000
9,25044709.635,8,8,998,19,8,13,4,2,0.116,1044,841,2.108,0.462,0.364,0.333,0.333,0.400,0.400,0.500,0.500,0.500,0.462,0.364,0.333,0.333,0.400,0.400,0.500,0.500,0.500
10,25044709.787,3,3,1097,15,21,10,3,4,0.110,1150,1044,1.714,0.462,0.500,0.500,0.500,0.400,0.500,0.500,0.500,0.500,0.462,0.500,0.500,0.500,0.400,0.500,0.500,0.500,0.500
11,25044709.935,4,4,1052,22,13,8,0,0,0.130,1095,1150,0.845,0.462,0.400,0.500,0.500,0.500,0.000,0.000,0.000,0.000,0.462,0.400,0.500,0.500,0.500,0.000,0.000,0.000,0.000
12,25044710.083,7,7,1023,16,11,11,0,4,0.125,1065,1095,1.113,0.364,0.286,0.400,0.400,0.400,0.500,0.000,0.000,0.000,0.364,0.286,0.400,0.400,0.400,0.500,0.000,0.000,0.000
13,25044710.231,2,2,1066,27,25,10,1,5,0.138,1134,1065,1.036,0.500,0.286,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.286,0.500,0.500,0.500,0.500,0.500,0.500,0.500
14,25044710.381,7,7,1047,24,14,10,0,1,0.118,1096,1134,12.571,0.364,0.333,0.400,0.400,0.500,0.667,0.667,0.667,0.000,0.364,0.333,0.400,0.400,0.500,0.667,0.667,0.667,0.000
15,25044710.529,7,7,952,20,13,11,0,3,0.110,999,1096,12.661,0.250,0.333,0.400,0.400,0.500,0.667,0.667,0.667,0.000,0.250,0.333,0.400,0.400,0.500,0.667,0.667,0.667,0.000
16,25044710.679,7,7,1046,19,15,11,4,2,0.113,1097,999,12.732,0.286,0.571,0.333,0.333,0.500,0.667,0.000,0.000,0.000,0.286,0.571,0.333,0.333,0.500,0.667,0.000,0.000,0.000
17,25044710.826,4,4,1078,22,17,10,0,0,0.114,1127,1097,12.601,0.286,0.444,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.286,0.444,0.800,0.667,0.667,0.000,0.000,0.000,0.000
18,25044710.977,5,5,1083,22,13,15,3,1,0.113,1137,1127,12.773,0.286,0.400,0.500,0.800,0.667,0.667,0.667,0.000,0.000,0.286,0.400,0.500,0.800,0.667,0.667,0.667,0.000,0.000
19,25044711.122,5,5,993,21,14,11,3,5,0.122,1047,1137,12.771,0.400,0.571,0.571,0.800,0.667,0.667,0.667,0.667,0.000,0.400,0.571,0.571,0.800,0.667,0.667,0.667,0.667,0.000
20,25044711.271,5,5,1056,10,14,11,5,0,0.099,1096,1047,12.931,0.444,0.571,0.800,1.000,1.000,0.667,0.667,0.000,0.000,0.444,0.571,0.800,1.000,1.000,0.667,0.667,0.000,0.000
21,25044711.419,5,5,1003,17,7,13,2,3,0.082,1045,1096,12.717,0.571,0.667,0.667,0.800,0.667,0.667,0.667,0.000,0.000,0.571,0.667,0.667,0.800,0.667,0.667,0.667,0.000,0.000
22,25044711.569,6,6,970,14,11,8,2,3,0.077,1008,1045,12.726,0.500,0.571,0.800,0.800,1.000,0.000,0.000,0.000,0.000,0.500,0.571,0.800,0.800,1.000,0.000,0.000,0.000,0.000
23,25044711.719,2,2,962,11,8,10,2,2,0.080,995,1008,12.720,0.800,0.667,0.667,0.667,0.500,0.667,0.667,0.667,0.000,0.800,0.667,0.667,0.667,0.500,0.667,0.667,0.667,0.000
24,25044711.866,2,2,1005,6,15,11,2,1,0.092,1040,995,12.784,0.857,0.400,0.400,0.400,0.500,0.500,0.500,0.000,0.000,0.857,0.400,0.400,0.400,0.500,0.500,0.500,0.000,0.000
25,25044712.015,2,2,958,8,17,9,2,1,0.087,995,1040,6.802,0.857,0.400,0.400,0.500,0.500,0.500,0.000,0.000,0.000,0.857,0.400,0.400,0.500,0.500,0.500,0.000,0.000,0.000
26,25044712.161,2,2,942,3,4,13,0,2,0.076,964,995,13.056,0.857,0.667,0.500,0.400,0.000,0.000,0.000,0.000,0.000,0.857,0.667,0.500,0.000,0.000,0.000,0.000,0.000,0.000
27,25044712.308,2,2,887,2,8,10,3,1,0.081,911,964,12.877,0.500,0.333,0.333,0.500,0.500,0.400,0.000,0.000,0.000,0.500,0.333,0.333,0.500,0.500,0.400,0.000,0.000,0.000
28,25044712.459,3,3,882,2,11,16,1,0,0.081,912,911,12.915,0.750,0.800,0.500,0.500,0.400,0.500,0.500,0.000,0.000,0.750,0.800,0.500,0.500,0.400,0.500,0.500,0.000,0.000
29,25044712.604,2,2,855,5,15,7,1,2,0.077,885,912,13.072,0.500,0.333,0.400,0.500,0.500,0.500,0.000,0.000,0.000,0.500,0.333,0.400,0.500,0.500,0.500,0.000,0.000,0.000
30,25044712.752,4,4,856,1,8,15,1,3,0.083,884,885,13.038,0.750,0.667,0.800,0.500,0.000,0.000,0.000,0.000,0.000,0.750,0.667,0.800,0.000,0.000,0.000,0.000,0.000,0.000
31,25044712.826,4,4,836,4,10,14,3,0,0.082,867,884,6.941,0.667,0.667,0.800,0.800,0.800,0.800,0.500,0.500,0.500,0.667,0.667,0.800,0.800,0.800,0.800,0.500,0.500,0.500
32,25044712.976,2,2,771,2,5,17,2,4,0.074,801,867,13.046,1.000,0.800,0.800,0.800,0.500,0.500,0.000,0.000,0.000,1.000,0.800,0.800,0.400,0.500,0.500,0.000,0.000,0.000
33,25044713.049,3,3,797,4,5,17,3,1,0.081,827,801,7.636,0.857,1.000,1.000,0.800,0.800,0.800,0.500,0.500,0.500,0.857,1.000,1.000,0.800,0.800,0.800,0.500,0.500,0.500
34,25044713.199,2,2,803,3,7,17,3,2,0.072,835,827,13.130,0.857,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.000,0.857,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.000
35,25044713.345,2,2,825,4,7,17,0,0,0.084,853,835,13.125,0.667,0.571,0.667,0.667,0.667,0.667,0.667,0.400,0.000,0.667,0.571,0.667,0.667,0.667,0.667,0.333,0.400,0.000
36,25044713.420,3,3,777,4,9,14,8,2,0.074,814,853,8.100,0.727,0.889,0.667,0.667,0.667,0.667,0.667,0.400,0.400,0.727,0.889,0.667,0.667,0.667,0.667,0.667,0.400,0.400
37,25044713.568,2,2,780,8,5,19,0,0,0.083,812,814,13.266,1.000,0.857,0.667,0.667,0.400,0.400,0.400,0.000,0.000,1.000,0.857,0.667,0.667,0.400,0.400,0.400,0.000,0.000
38,25044713.642,2,2,738,5,1,25,2,5,0.090,776,812,13.297,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667
39,25044713.791,2,2,742,4,6,12,0,2,0.080,766,776,3.764,1.000,0.667,0.667,0.667,0.500,0.571,0.400,0.400,0.000,1.000,0.667,0.667,0.667,0.500,0.571,0.400,0.400,0.000
