frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,18910504.730,2,2,426,0,0,0,0,0,0.129,426,0,0.448,0.857,0.800,0.800,0.500,0.500,0.500,0.500,0.000,0.000,0.857,0.800,0.800,0.500,0.500,0.500,0.500,0.000,0.000
2,18910588.734,3,3,572,4,0,0,0,0,0.071,576,426,3.079,0.800,1.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.800,1.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000
3,18910589.793,3,3,415,6,0,0,0,0,0.069,421,576,4.533,0.800,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,18910589.868,2,2,424,5,0,0,0,0,0.077,429,421,4.463,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
5,18910589.944,4,4,499,14,0,0,0,1,0.074,514,429,3.923,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.000,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.000
6,18910590.021,5,5,494,12,0,0,0,0,0.075,506,514,3.905,0.667,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.667
7,18910590.097,3,3,526,12,0,0,0,0,0.097,538,506,4.165,0.800,1.000,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.800,1.000,1.000,1.000,1.000,1.000,0.667,0.667,0.667
8,18910590.174,3,3,545,12,0,0,0,0,0.077,557,538,4.761,0.800,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.800,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667
9,18910590.249,3,3,565,9,0,0,0,0,0.073,574,557,4.632,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667,0.800,1.000,1.000,0.667,0.667,0.667,0.667,0.667,0.667
10,18910590.325,4,4,561,5,0,0,0,2,0.088,568,574,3.967,0.667,0.667,0.800,0.800,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.800,0.800,0.500,0.667,0.667,0.667,0.667
11,18910590.403,2,2,570,9,0,0,0,0,0.104,579,568,4.024,1.000,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667
12,18910590.480,4,4,556,9,0,0,0,0,0.085,565,579,3.897,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.800,0.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000
13,18910590.557,5,5,591,8,0,0,0,0,0.107,599,565,3.909,0.444,0.800,0.800,1.000,1.000,1.000,1.000,0.800,1.000,0.444,0.800,0.800,1.000,1.000,1.000,1.000,0.800,1.000
14,18910590.632,4,4,564,6,0,0,0,0,0.081,570,599,4.130,0.500,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.500,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667
