frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22548083.099,3,3,679,6,6,0,1,0,0.074,692,0,1.756,0.750,0.800,0.800,0.500,0.000,0.000,0.000,0.000,0.000,0.750,0.800,0.800,0.500,0.000,0.000,0.000,0.000,0.000
2,22548212.735,6,2,666,17,1,2,6,1,0.131,693,692,4.216,0.333,0.400,0.400,0.400,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,22548212.810,4,4,685,25,0,2,1,0,0.144,713,693,3.500,0.333,0.500,0.667,0.667,0.667,0.500,0.400,0.667,0.667,0.333,0.500,0.667,0.667,0.667,0.500,0.400,0.667,0.667
4,22548212.886,10,10,710,25,1,1,1,0,0.156,738,713,1.953,0.286,0.400,0.500,0.667,0.667,0.667,0.667,0.500,1.000,0.286,0.400,0.500,0.667,0.667,0.667,0.667,0.500,1.000
5,22548212.961,4,8,661,21,2,0,0,1,0.164,685,738,2.360,0.333,0.500,0.667,0.500,0.500,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000
6,22548213.036,5,5,656,11,1,2,0,3,0.141,673,685,0.195,0.182,0.400,0.400,0.667,0.500,0.667,0.667,0.500,0.500,0.182,0.400,0.400,0.667,0.500,0.667,0.667,0.000,0.000
7,22548213.112,3,3,544,7,0,1,0,1,0.137,553,673,0.190,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.500,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.000
8,22548213.188,4,4,632,9,0,4,0,0,0.122,645,553,0.386,0.182,0.286,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.182,0.286,0.667,0.667,0.667,0.667,0.667,0.667,0.667
9,22548213.263,3,3,659,13,1,1,0,1,0.147,675,645,0.171,0.200,0.400,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.400,0.400,0.000,0.000,0.000,0.000,0.000
10,22548213.337,4,2,659,16,4,2,0,0,0.163,681,675,0.188,0.333,0.400,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
