frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,16665874.115,2,2,1200,3,0,0,0,0,0.052,1203,0,0.138,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,16665874.189,2,2,1199,0,0,0,0,0,0.054,1199,1203,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,16665874.343,2,2,1210,0,0,0,0,1,0.050,1211,1199,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,16665874.497,5,5,1240,0,0,0,0,0,0.040,1240,1211,0.087,0.400,0.400,0.400,0.500,0.500,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.500,0.500,0.000,0.000,0.000,0.000
5,16665874.646,3,3,1239,0,0,0,0,0,0.049,1239,1240,0.070,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.000
6,16665874.798,5,5,1219,1,0,0,0,0,0.048,1220,1239,0.220,0.571,0.571,0.800,1.000,0.667,0.000,0.000,0.000,0.000,0.571,0.571,0.800,1.000,0.667,0.000,0.000,0.000,0.000
7,16665874.949,2,2,1250,0,0,0,0,0,0.055,1250,1220,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,16665875.099,2,2,1174,0,0,0,0,0,0.046,1174,1250,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,16665875.253,3,3,1212,0,0,0,0,0,0.045,1212,1174,0.026,0.333,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,16665875.405,5,5,1198,1,0,0,0,0,0.050,1199,1212,0.121,0.286,0.400,0.500,0.667,0.667,0.000,0.000,0.000,0.000,0.286,0.400,0.500,0.667,0.667,0.000,0.000,0.000,0.000
11,16665875.557,4,4,1193,0,0,0,0,0,0.039,1193,1199,0.199,0.250,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.250,0.400,0.667,0.667,0.667,0.667,0.667,0.667,0.000
12,16665875.712,5,5,1203,1,0,0,0,0,0.041,1204,1193,0.056,0.286,0.286,0.400,0.667,0.667,0.667,0.667,0.000,0.000,0.286,0.286,0.400,0.667,0.667,0.667,0.667,0.000,0.000
13,16665875.864,3,3,1201,1,0,0,0,0,0.046,1202,1204,0.153,0.250,0.500,0.500,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.500,0.500,0.500,0.500,0.000,0.000,0.000,0.000
14,16665876.015,4,4,1179,1,0,0,0,0,0.038,1180,1202,0.276,0.400,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.400,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.000
15,16665876.165,5,5,1208,0,0,0,0,0,0.037,1208,1180,0.232,0.286,0.286,0.500,0.667,0.000,0.000,0.000,0.000,0.000,0.286,0.286,0.500,0.667,0.000,0.000,0.000,0.000,0.000
16,16665876.315,6,6,1164,0,0,0,0,0,0.051,1164,1208,0.260,0.444,0.444,0.571,0.667,1.000,1.000,0.667,0.667,0.667,0.444,0.444,0.571,0.667,1.000,1.000,0.667,0.667,0.667
17,16665876.467,2,2,1163,0,0,0,0,0,0.045,1163,1164,0.246,0.750,0.571,0.571,0.571,0.571,0.571,0.667,0.500,0.000,0.750,0.571,0.571,0.571,0.571,0.571,0.667,0.500,0.000
18,16665876.620,7,7,1206,0,0,0,0,0,0.059,1206,1163,0.219,0.500,0.600,0.750,0.667,0.571,0.800,0.000,0.000,0.000,0.500,0.600,0.750,0.667,0.571,0.800,0.000,0.000,0.000
19,16665876.771,4,4,1177,0,0,0,0,0,0.045,1177,1206,0.234,0.286,0.286,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.286,0.286,0.333,0.333,0.000,0.000,0.000,0.000,0.000
20,16665876.921,4,4,1156,0,0,0,0,0,0.051,1156,1177,0.081,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
21,16665877.074,2,2,1119,0,0,0,0,0,0.052,1119,1156,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
