frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,2159241.387,2,2,399,7,13,0,0,0,0.115,419,0,4.711,0.923,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.923,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,2159241.464,3,3,382,7,13,0,0,0,0.112,402,419,4.738,0.933,1.000,1.000,0.600,0.444,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.600,0.444,0.000,0.000,0.000,0.000
3,2159241.536,2,2,372,10,14,0,0,0,0.114,396,402,5.465,1.000,1.000,1.000,0.909,0.500,0.286,0.286,0.286,0.286,1.000,1.000,1.000,0.909,0.500,0.286,0.286,0.286,0.286
4,2159241.608,2,2,406,12,17,0,0,1,0.133,436,396,5.512,0.923,0.923,0.923,0.923,0.833,0.444,0.250,0.250,0.250,0.923,0.923,0.923,0.923,0.833,0.444,0.250,0.250,0.250
5,2159241.684,2,2,369,13,16,0,0,0,0.113,398,436,5.507,0.857,0.857,0.857,0.833,0.600,0.444,0.250,0.250,0.250,0.857,0.857,0.857,0.833,0.600,0.444,0.250,0.250,0.250
6,2159241.761,4,4,383,17,17,0,0,0,0.120,417,398,5.526,0.800,0.800,0.857,0.833,0.600,0.444,0.250,0.250,0.250,0.800,0.800,0.857,0.833,0.600,0.444,0.250,0.250,0.250
7,2159241.835,3,3,407,19,17,0,0,0,0.135,443,417,6.112,0.933,1.000,0.923,0.923,0.833,0.600,0.250,0.250,0.250,0.933,1.000,0.923,0.923,0.833,0.600,0.250,0.250,0.250
8,2159241.906,2,2,380,19,17,0,0,0,0.139,416,443,5.739,0.750,0.750,0.750,0.750,0.667,0.667,0.333,0.182,0.182,0.750,0.750,0.750,0.750,0.667,0.667,0.333,0.182,0.182
9,2159241.981,2,2,381,19,24,0,0,0,0.158,424,416,5.557,0.842,0.778,0.750,0.750,0.750,0.333,0.182,0.182,0.182,0.842,0.778,0.750,0.750,0.750,0.333,0.182,0.182,0.182
10,2159242.053,3,3,396,22,27,0,0,0,0.178,445,424,5.649,0.818,0.900,0.889,0.824,0.667,0.667,0.462,0.182,0.182,0.818,0.900,0.889,0.824,0.667,0.667,0.462,0.182,0.182
11,2159242.125,2,2,408,16,23,0,0,0,0.152,447,445,5.575,0.941,0.941,0.941,0.941,0.800,0.714,0.364,0.200,0.200,0.941,0.941,0.941,0.941,0.800,0.714,0.364,0.200,0.200
12,2159242.201,2,2,399,22,23,0,0,0,0.160,444,447,5.525,1.000,1.000,0.941,0.941,0.875,0.615,0.364,0.200,0.200,1.000,1.000,0.941,0.941,0.875,0.615,0.364,0.200,0.200
13,2159242.276,3,3,421,16,29,0,2,0,0.160,468,444,3.029,0.947,1.000,1.000,0.875,0.800,0.615,0.364,0.364,0.200,0.947,1.000,1.000,0.875,0.800,0.615,0.364,0.364,0.200
14,2159242.351,4,4,444,17,30,0,0,0,0.189,491,468,5.467,0.842,0.842,0.941,0.941,0.800,0.500,0.364,0.200,0.200,0.842,0.842,0.941,0.941,0.800,0.333,0.364,0.200,0.200
15,2159242.424,2,2,445,26,21,0,0,0,0.152,492,491,5.431,1.000,1.000,1.000,0.824,0.667,0.364,0.200,0.200,0.200,1.000,1.000,1.000,0.824,0.667,0.364,0.200,0.200,0.200
16,2159242.497,4,4,438,32,23,0,1,0,0.174,494,492,3.869,0.857,0.900,0.947,0.750,0.750,0.714,0.500,0.364,0.200,0.762,0.800,0.842,0.625,0.625,0.571,0.500,0.364,0.200
17,2159242.570,3,3,457,22,25,0,1,0,0.172,505,494,3.359,0.842,0.889,0.889,0.875,0.800,0.714,0.714,0.615,0.500,0.842,0.889,0.889,0.875,0.800,0.714,0.714,0.615,0.500
18,2159242.643,3,3,445,20,22,0,0,0,0.199,487,505,3.617,0.800,0.889,0.889,0.824,0.800,0.800,0.615,0.333,0.333,0.800,0.889,0.889,0.824,0.800,0.800,0.615,0.333,0.333
19,2159242.717,3,3,498,21,20,0,0,1,0.189,540,487,0.207,0.842,0.889,0.889,0.889,0.667,0.462,0.462,0.182,0.182,0.842,0.889,0.889,0.889,0.667,0.462,0.462,0.182,0.182
20,2159242.792,2,2,438,22,21,0,0,2,0.186,483,540,0.308,0.900,0.900,0.889,0.824,0.750,0.667,0.462,0.333,0.333,0.900,0.900,0.889,0.824,0.750,0.667,0.462,0.333,0.333
21,2159242.868,4,4,483,14,15,0,0,0,0.195,512,483,0.477,0.778,0.778,0.800,0.714,0.714,0.615,0.500,0.500,0.364,0.778,0.778,0.800,0.714,0.714,0.615,0.500,0.500,0.364
22,2159242.940,2,2,470,10,14,1,0,0,0.188,495,512,0.325,0.800,0.800,0.714,0.615,0.500,0.500,0.500,0.500,0.364,0.800,0.800,0.714,0.615,0.500,0.500,0.500,0.500,0.364
