2,25041905.731,4,4,324,8,0,0,0,1,0.255,333,0,3.481,0.364,0.500,0.667,0.500,0.500,0.667,0.667,0.667,0.667,0.364,0.500,0.667,0.500,0.500,0.667,0.667,0.000,0.000
3,25041905.803,4,4,314,3,0,0,0,1,0.226,318,333,1.268,0.444,0.571,0.667,0.500,0.667,0.667,0.667,0.667,0.667,0.444,0.571,0.667,0.500,0.667,0.667,0.667,0.667,0.667
4,25041905.874,5,5,338,16,0,2,0,1,0.286,357,318,3.543,0.333,0.500,0.571,0.667,0.400,0.400,0.500,0.500,0.500,0.333,0.500,0.571,0.667,0.400,0.400,0.500,0.500,0.500
5,25041905.950,5,6,327,5,0,0,0,1,0.261,333,357,3.576,0.444,0.667,0.800,1.000,0.667,0.667,0.667,0.667,0.667,0.222,0.333,0.400,0.500,0.667,0.667,0.667,0.667,0.667
6,25041906.024,4,4,263,2,0,0,0,4,0.271,269,333,3.468,0.444,0.571,0.667,0.667,0.667,0.667,0.667,0.667,0.000,0.444,0.571,0.667,0.667,0.667,0.667,0.667,0.667,0.000
7,25041906.097,2,2,285,0,0,0,0,3,0.233,288,269,3.537,0.667,0.571,0.571,0.667,0.400,0.400,0.400,0.000,0.000,0.667,0.571,0.571,0.667,0.400,0.400,0.400,0.000,0.000
8,25041906.173,4,4,343,3,0,0,0,0,0.223,346,288,2.887,0.400,0.429,0.667,0.571,0.571,0.400,0.000,0.000,0.000,0.267,0.286,0.444,0.286,0.286,0.400,0.000,0.000,0.000
9,25041906.248,3,3,461,2,0,0,0,1,0.244,464,346,3.013,0.500,0.600,0.500,0.571,0.333,0.400,0.400,0.400,0.400,0.500,0.600,0.500,0.571,0.333,0.400,0.400,0.400,0.400
10,25041906.321,6,7,533,2,0,0,0,2,0.264,537,464,1.825,0.353,0.400,0.600,0.667,0.857,0.800,0.800,0.400,0.500,0.353,0.400,0.400,0.444,0.571,0.800,0.800,0.400,0.500
11,25041906.397,7,7,462,2,0,0,0,0,0.220,464,537,2.645,0.429,0.545,0.667,0.750,0.857,1.000,1.000,0.800,0.800,0.429,0.545,0.667,0.750,0.857,1.000,1.000,0.800,0.800
12,25041906.472,10,10,605,4,0,0,0,2,0.229,611,464,2.466,0.400,0.500,0.545,0.667,0.500,0.571,0.667,0.667,0.800,0.400,0.500,0.545,0.667,0.500,0.571,0.667,0.667,0.800
13,25041906.545,8,8,600,4,0,0,0,6,0.192,610,611,1.395,0.400,0.750,0.750,0.750,0.750,0.667,0.800,0.800,0.000,0.400,0.750,0.750,0.750,0.750,0.667,0.800,0.800,0.000
14,25041906.620,4,4,641,3,0,0,0,0,0.180,644,610,1.992,0.667,0.667,0.857,0.750,0.750,0.857,0.571,0.667,0.667,0.667,0.667,0.857,0.750,0.750,0.857,0.571,0.667,0.333
15,25041906.695,7,7,585,2,0,0,0,2,0.205,589,644,1.340,0.462,0.545,0.667,0.857,0.857,1.000,1.000,0.800,0.667,0.462,0.545,0.667,0.857,0.857,1.000,1.000,0.800,0.667
16,25041906.770,4,4,685,3,0,0,0,0,0.180,688,589,1.171,0.600,0.600,0.750,0.750,0.750,0.750,0.750,0.571,0.571,0.600,0.600,0.750,0.750,0.750,0.750,0.750,0.571,0.571
17,25041906.846,9,9,720,4,0,0,0,0,0.169,724,688,1.105,0.400,0.545,0.545,0.444,0.500,0.500,0.571,0.667,0.667,0.400,0.545,0.545,0.444,0.500,0.500,0.571,0.667,0.667
