frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,12950341.638,3,2,386,6,0,0,0,0,0.059,392,0,0.375,0.889,1.000,0.400,0.400,0.400,0.400,0.400,0.400,0.000,0.889,0.750,0.400,0.400,0.400,0.400,0.400,0.400,0.000
2,12950341.710,3,6,386,4,0,0,0,0,0.062,390,392,0.522,0.889,1.000,1.000,1.000,0.857,0.857,0.667,0.667,0.400,0.667,0.750,0.750,0.750,0.857,0.571,0.667,0.667,0.400
3,12950341.786,2,2,391,4,0,0,0,2,0.043,397,390,0.458,1.000,1.000,1.000,0.857,0.857,0.857,0.667,0.667,0.667,1.000,1.000,1.000,0.857,0.857,0.857,0.667,0.667,0.667
4,12950341.859,2,2,375,3,0,0,0,0,0.034,378,397,0.009,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400
5,12950342.004,3,3,383,4,0,0,0,0,0.044,387,378,0.020,0.571,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.571,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400
6,12950342.076,2,2,370,3,0,0,0,0,0.043,373,387,0.031,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400,0.667,0.667,0.667,0.400,0.400,0.400,0.400,0.400,0.400
7,12950342.150,2,2,381,3,0,0,0,0,0.036,384,373,0.356,0.857,0.857,0.857,0.400,0.400,0.400,0.400,0.400,0.400,0.571,0.571,0.571,0.400,0.400,0.400,0.400,0.400,0.400
8,12950342.225,5,5,372,4,0,0,0,2,0.058,378,384,0.544,0.800,0.889,0.889,1.000,0.857,0.857,0.667,0.667,0.667,0.800,0.889,0.889,1.000,0.857,0.857,0.667,0.667,0.333
9,12950342.297,2,2,374,5,0,0,0,0,0.050,379,378,0.525,0.857,0.857,0.857,0.857,0.667,0.667,0.667,0.400,0.400,0.857,0.857,0.857,0.857,0.667,0.667,0.667,0.400,0.400
10,12950342.371,2,2,378,5,0,0,0,0,0.042,383,379,0.426,0.857,0.857,0.857,0.857,0.857,0.667,0.667,0.400,0.400,0.857,0.857,0.857,0.857,0.857,0.667,0.667,0.400,0.400
