frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22549055.285,2,2,631,6,8,1,0,0,0.063,646,0,9.221,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
2,22549061.721,3,3,685,5,8,1,0,0,0.063,699,646,9.012,0.667,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,22549061.870,4,4,631,3,8,1,0,0,0.059,643,699,9.053,0.571,0.800,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.571,0.800,1.000,1.000,0.667,0.667,0.000,0.000,0.000
4,22549061.946,3,3,648,6,9,1,0,0,0.051,664,643,9.022,0.667,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.667,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000
5,22549062.019,5,5,695,5,8,1,0,0,0.055,709,664,8.995,0.667,0.800,0.800,1.000,1.000,0.667,0.667,0.000,0.000,0.667,0.800,0.800,1.000,1.000,0.667,0.667,0.000,0.000
6,22549062.167,4,4,644,4,11,1,1,0,0.073,661,709,8.917,0.667,0.667,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.667,0.667,1.000,1.000,0.667,0.667,0.000,0.000,0.000
7,22549062.242,3,3,670,4,8,2,0,0,0.070,684,661,8.934,0.571,1.000,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.571,1.000,1.000,1.000,1.000,0.667,0.667,0.000,0.000
8,22549062.318,5,5,650,4,10,0,0,0,0.072,664,684,8.874,0.800,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.000,0.800,0.800,0.800,1.000,1.000,0.667,0.667,0.667,0.000
9,22549062.469,2,2,665,7,6,0,0,0,0.058,678,664,9.124,0.800,0.800,0.667,0.667,0.667,0.667,0.667,0.000,0.000,0.800,0.800,0.667,0.667,0.667,0.667,0.667,0.000,0.000
10,22549062.545,2,2,682,4,9,0,0,0,0.063,695,678,8.807,1.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000,1.000,1.000,1.000,0.667,0.667,0.667,0.000,0.000,0.000
11,22549062.622,5,5,634,5,8,1,0,0,0.052,648,695,8.745,0.800,0.800,0.800,1.000,0.667,0.667,0.667,0.000,0.000,0.800,0.800,0.800,1.000,0.667,0.667,0.667,0.000,0.000
12,22549062.772,3,3,638,2,6,1,0,0,0.051,647,648,8.693,0.800,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.800,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000
13,22549062.846,2,2,668,4,7,0,0,0,0.065,679,647,8.670,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.000,0.000,1.000,1.000,1.000,0.667,0.667,0.667,0.667,0.000,0.000
