frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,25042373.641,2,2,343,5,0,0,0,0,0.210,348,0,0.528,0.667,0.667,0.600,0.600,0.400,0.250,0.250,0.000,0.000,0.667,0.667,0.600,0.600,0.400,0.250,0.000,0.000,0.000
2,25042373.713,5,5,343,4,0,0,0,0,0.199,347,348,0.331,0.667,0.667,0.667,0.769,0.727,0.727,0.600,0.444,0.400,0.667,0.667,0.667,0.769,0.727,0.727,0.600,0.444,0.400
3,25042373.785,2,2,349,5,0,0,0,0,0.201,354,347,0.490,0.875,0.875,0.857,0.833,0.833,0.600,0.600,0.444,0.400,0.875,0.875,0.857,0.833,0.833,0.600,0.600,0.444,0.400
4,25042373.860,5,6,353,5,0,0,0,1,0.231,359,354,0.468,0.778,0.750,0.800,0.923,0.833,0.600,0.600,0.444,0.444,0.667,0.625,0.667,0.769,0.833,0.600,0.600,0.444,0.444
5,25042373.934,2,2,360,6,0,0,0,1,0.240,367,359,0.485,0.933,0.933,0.933,0.923,0.923,0.857,0.769,0.600,0.444,0.933,0.933,0.933,0.923,0.923,0.857,0.769,0.600,0.444
6,25042374.008,4,4,357,6,0,0,0,1,0.242,364,367,0.370,0.824,0.824,0.933,0.923,0.923,0.833,0.727,0.667,0.545,0.824,0.824,0.933,0.923,0.923,0.833,0.727,0.667,0.545
7,25042374.082,4,4,351,7,0,0,0,0,0.223,358,364,0.210,0.750,0.800,0.857,0.545,0.600,0.600,0.444,0.444,0.444,0.750,0.800,0.857,0.545,0.600,0.600,0.444,0.444,0.444
8,25042374.155,4,4,365,5,0,0,0,0,0.227,370,358,0.271,0.667,0.667,0.800,0.714,0.769,0.667,0.545,0.600,0.600,0.667,0.667,0.800,0.714,0.769,0.667,0.545,0.600,0.600
9,25042374.228,5,5,380,6,0,0,0,0,0.244,386,370,0.294,0.824,0.875,0.875,0.923,0.923,0.727,0.727,0.600,0.600,0.824,0.875,0.875,0.923,0.769,0.727,0.727,0.600,0.600
10,25042374.301,6,6,373,4,0,0,0,0,0.241,377,386,0.344,0.737,0.737,0.933,0.933,1.000,0.727,0.727,0.727,0.727,0.737,0.737,0.933,0.933,1.000,0.727,0.727,0.727,0.727
11,25042374.375,5,5,371,4,1,0,0,0,0.247,376,377,0.372,0.700,0.700,0.778,0.875,0.875,0.833,0.727,0.600,0.600,0.700,0.700,0.778,0.875,0.875,0.833,0.727,0.600,0.600
12,25042374.449,2,2,362,2,1,0,0,1,0.238,366,376,0.309,0.706,0.706,0.625,0.667,0.667,0.462,0.500,0.545,0.545,0.706,0.706,0.625,0.667,0.667,0.462,0.500,0.545,0.545
13,25042374.522,2,2,367,5,0,0,0,0,0.239,372,366,0.332,0.800,0.737,0.737,0.750,0.615,0.615,0.615,0.615,0.500,0.800,0.737,0.737,0.750,0.615,0.615,0.615,0.615,0.500
14,25042374.596,5,5,379,4,0,0,0,0,0.245,383,372,0.247,0.727,0.800,0.842,0.889,0.714,0.769,0.769,0.769,0.545,0.727,0.800,0.842,0.889,0.714,0.769,0.769,0.769,0.545
15,25042374.671,8,8,378,0,0,0,0,1,0.187,379,383,0.121,0.667,0.667,0.714,0.615,0.667,0.667,0.727,0.600,0.444,0.667,0.667,0.714,0.615,0.667,0.667,0.727,0.600,0.444
16,25042374.819,2,2,361,0,0,0,0,0,0.191,361,379,0.160,0.800,0.800,0.714,0.615,0.667,0.727,0.600,0.600,0.400,0.800,0.800,0.714,0.615,0.667,0.727,0.600,0.600,0.400
17,25042374.890,2,2,359,0,0,0,0,0,0.206,359,361,0.142,0.800,0.800,0.800,0.615,0.727,0.727,0.727,0.727,0.444,0.800,0.800,0.800,0.615,0.727,0.727,0.727,0.727,0.444
18,25042374.965,5,5,392,0,0,0,0,0,0.199,392,359,0.154,0.600,0.632,0.667,0.706,0.571,0.545,0.545,0.545,0.400,0.600,0.632,0.667,0.706,0.571,0.545,0.545,0.545,0.400
19,25042375.039,6,6,376,0,0,0,0,1,0.204,377,392,0.243,0.737,0.778,0.824,0.824,0.933,0.769,0.727,0.250,0.250,0.737,0.778,0.824,0.824,0.933,0.769,0.727,0.250,0.250
20,25042375.111,6,6,375,0,0,0,0,1,0.197,376,377,0.119,0.706,0.706,0.800,0.800,0.857,0.769,0.600,0.600,0.250,0.706,0.706,0.800,0.800,0.857,0.769,0.600,0.600,0.250
21,25042375.184,6,6,382,0,0,0,0,1,0.217,383,376,0.042,0.600,0.600,0.750,0.750,0.833,0.600,0.444,0.444,0.444,0.600,0.600,0.750,0.750,0.833,0.600,0.444,0.444,0.444
22,25042375.257,5,5,377,1,0,0,0,2,0.229,380,383,0.080,0.737,0.778,0.778,0.875,0.769,0.833,0.667,0.600,0.444,0.737,0.778,0.778,0.875,0.769,0.833,0.667,0.600,0.444
23,25042375.331,7,7,358,0,0,0,0,2,0.217,360,380,0.110,0.875,0.875,0.875,0.875,0.875,0.923,0.923,0.833,0.600,0.875,0.875,0.875,0.875,0.875,0.923,0.923,0.833,0.600
24,25042375.405,7,7,365,1,0,0,0,0,0.210,366,360,0.135,0.800,0.800,0.857,0.857,0.857,0.923,0.923,0.833,0.727,0.800,0.800,0.857,0.857,0.857,0.923,0.923,0.667,0.364
25,25042375.477,4,4,372,0,0,0,0,2,0.230,374,366,0.295,0.737,0.778,0.857,0.857,0.857,0.833,0.727,0.727,0.444,0.737,0.778,0.857,0.857,0.857,0.833,0.727,0.727,0.444
26,25042375.551,3,3,392,1,0,0,0,1,0.244,394,374,0.223,0.824,0.933,0.933,0.875,0.800,0.769,0.833,0.727,0.727,0.824,0.933,0.933,0.875,0.800,0.769,0.833,0.727,0.727
