frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,16666036.287,2,2,1252,17,1,0,0,0,0.058,1270,0,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,16666072.815,2,2,1116,2,0,0,0,0,0.045,1118,1270,0.357,0.571,0.222,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.222,0.222,0.000,0.000,0.000,0.000,0.000,0.000
3,16666074.081,2,2,1030,2,0,0,0,0,0.070,1032,1118,0.265,0.667,0.600,0.500,0.500,0.500,0.500,0.500,0.286,0.000,0.667,0.600,0.500,0.500,0.500,0.500,0.500,0.286,0.000
4,16666074.156,7,7,991,2,0,0,0,0,0.056,993,1032,0.281,0.333,0.364,0.400,0.400,0.600,0.667,0.667,0.500,0.286,0.333,0.364,0.400,0.200,0.600,0.667,0.667,0.500,0.286
5,16666074.305,2,2,968,2,0,0,0,0,0.061,970,993,0.449,0.909,0.909,0.667,0.222,0.444,0.500,0.286,0.286,0.286,0.909,0.909,0.667,0.222,0.222,0.250,0.000,0.286,0.286
6,16666074.455,4,5,998,2,0,0,0,0,0.060,1000,970,0.363,0.667,0.833,0.909,0.800,0.600,0.500,0.250,0.286,0.286,0.533,0.667,0.727,0.800,0.600,0.500,0.250,0.286,0.286
7,16666074.528,7,7,979,2,0,0,0,0,0.072,981,1000,0.287,0.316,0.400,0.545,0.600,0.545,0.667,0.286,0.286,0.286,0.316,0.400,0.545,0.600,0.545,0.667,0.286,0.286,0.286
8,16666074.603,3,3,1000,2,0,0,0,0,0.074,1002,981,0.278,0.769,0.833,0.800,0.500,0.444,0.500,0.286,0.286,0.286,0.769,0.833,0.800,0.500,0.444,0.500,0.286,0.286,0.286
9,16666074.825,2,2,975,0,0,0,0,0,0.070,975,1002,0.202,0.667,0.667,0.571,0.333,0.571,0.571,0.571,0.571,0.333,0.667,0.667,0.571,0.333,0.571,0.571,0.571,0.571,0.333
10,16666074.903,3,3,1004,0,0,0,0,0,0.051,1004,975,0.270,0.462,0.500,0.400,0.500,0.500,0.333,0.333,0.333,0.333,0.462,0.500,0.400,0.500,0.250,0.333,0.333,0.333,0.333
11,16666075.051,2,2,989,0,0,0,0,0,0.065,989,1004,0.517,0.800,0.800,0.667,0.500,0.571,0.571,0.571,0.286,0.333,0.800,0.800,0.667,0.500,0.571,0.571,0.571,0.286,0.333
12,16666075.202,4,4,968,0,0,0,0,0,0.060,968,989,0.334,0.714,0.833,1.000,0.750,0.750,0.750,0.750,0.571,0.333,0.714,0.833,1.000,0.750,0.750,0.750,0.750,0.571,0.333
13,16666075.352,6,6,956,0,0,0,0,0,0.076,956,968,0.449,0.533,0.533,0.500,0.444,0.571,0.571,0.571,0.333,0.333,0.533,0.533,0.500,0.444,0.571,0.571,0.571,0.333,0.333
