frame,time stamp,Best Nmin(iou>=0.3),Best Nmin(iou>=0.5),vel_slot 0,vel_slot 1,vel_slot 2,vel_slot 3,vel_slot 4,vel_slot 5,moving_obj_percentage,current_scan_points,past_scan_points,GT min velocity,f1_score(iou>=0.3)->Nmin=2,f1_score(iou>=0.3)->Nmin=3,f1_score(iou>=0.3)->Nmin=4,f1_score(iou>=0.3)->Nmin=5,f1_score(iou>=0.3)->Nmin=6,f1_score(iou>=0.3)->Nmin=7,f1_score(iou>=0.3)->Nmin=8,f1_score(iou>=0.3)->Nmin=9,f1_score(iou>=0.3)->Nmin=10,f1_score(iou>=0.5)->Nmin=2,f1_score(iou>=0.5)->Nmin=3,f1_score(iou>=0.5)->Nmin=4,f1_score(iou>=0.5)->Nmin=5,f1_score(iou>=0.5)->Nmin=6,f1_score(iou>=0.5)->Nmin=7,f1_score(iou>=0.5)->Nmin=8,f1_score(iou>=0.5)->Nmin=9,f1_score(iou>=0.5)->Nmin=10
1,22548045.787,3,3,774,1,15,10,0,2,0.198,802,0,2.769,0.462,0.600,0.545,0.250,0.000,0.000,0.000,0.000,0.000,0.462,0.600,0.545,0.250,0.000,0.000,0.000,0.000,0.000
2,22548045.863,6,4,795,0,15,11,0,2,0.204,823,802,2.572,0.600,0.600,0.667,0.667,0.750,0.571,0.333,0.333,0.333,0.600,0.600,0.667,0.444,0.500,0.571,0.333,0.333,0.333
3,22548046.011,5,2,722,5,15,17,0,1,0.228,760,823,4.502,0.500,0.400,0.444,0.571,0.286,0.286,0.333,0.333,0.000,0.500,0.400,0.222,0.000,0.000,0.000,0.000,0.000,0.000
4,22548046.163,5,5,666,0,23,19,5,6,0.256,719,760,2.961,0.429,0.462,0.500,0.667,0.600,0.500,0.500,0.333,0.400,0.429,0.462,0.500,0.667,0.400,0.500,0.500,0.000,0.000
5,22548046.237,6,6,556,5,14,13,7,7,0.267,602,719,11.785,0.462,0.545,0.545,0.600,0.667,0.250,0.286,0.000,0.000,0.308,0.364,0.364,0.400,0.444,0.000,0.000,0.000,0.000
6,22548046.311,3,3,499,4,10,15,6,2,0.280,536,602,7.398,0.400,0.500,0.444,0.250,0.000,0.000,0.000,0.000,0.000,0.200,0.250,0.222,0.250,0.000,0.000,0.000,0.000,0.000
7,22548046.387,3,3,520,5,6,11,5,1,0.226,548,536,1.637,0.400,0.444,0.444,0.333,0.400,0.400,0.000,0.000,0.000,0.400,0.444,0.444,0.333,0.400,0.400,0.000,0.000,0.000
8,22548046.462,3,3,692,7,6,13,1,3,0.204,722,548,3.751,0.600,0.750,0.750,0.667,0.286,0.333,0.286,0.000,0.000,0.600,0.750,0.750,0.667,0.286,0.333,0.286,0.000,0.000
9,22548046.536,2,2,695,2,16,9,3,5,0.193,730,722,11.017,0.857,0.857,0.667,0.571,0.571,0.500,0.571,0.400,0.000,0.857,0.857,0.667,0.571,0.571,0.500,0.571,0.400,0.000
10,22548046.612,3,3,696,0,10,10,0,5,0.193,721,730,6.951,0.571,0.667,0.667,0.667,0.571,0.667,0.667,0.400,0.400,0.571,0.667,0.667,0.667,0.571,0.667,0.667,0.400,0.400
11,22548046.686,4,4,679,2,13,9,3,3,0.224,709,721,10.844,0.667,0.667,0.800,0.667,0.667,0.571,0.400,0.000,0.000,0.667,0.667,0.800,0.667,0.667,0.571,0.400,0.000,0.000
12,22548046.835,2,2,723,1,4,10,3,3,0.187,744,709,6.492,0.571,0.571,0.400,0.286,0.000,0.000,0.000,0.000,0.000,0.571,0.571,0.400,0.286,0.000,0.000,0.000,0.000,0.000
13,22548046.910,3,3,688,5,12,14,1,3,0.223,723,744,1.649,0.444,0.667,0.667,0.667,0.667,0.400,0.500,0.000,0.000,0.444,0.667,0.667,0.667,0.667,0.400,0.500,0.000,0.000
14,22548046.985,3,3,728,3,11,12,3,0,0.234,757,723,4.349,0.500,0.571,0.500,0.444,0.333,0.400,0.333,0.333,0.000,0.500,0.571,0.500,0.222,0.333,0.400,0.333,0.333,0.000
15,22548047.134,3,3,744,3,8,8,0,4,0.222,767,757,4.919,0.545,0.667,0.667,0.286,0.333,0.000,0.000,0.000,0.000,0.545,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
16,22548047.209,2,2,741,0,17,7,2,2,0.220,769,767,8.079,0.750,0.750,0.750,0.750,0.667,0.286,0.250,0.000,0.000,0.750,0.750,0.750,0.750,0.667,0.286,0.250,0.000,0.000
17,22548047.359,2,2,740,1,11,8,0,0,0.196,760,769,1.911,0.857,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.857,0.800,0.667,0.667,0.000,0.000,0.000,0.000,0.000
18,22548047.433,4,4,719,1,14,8,2,0,0.211,744,760,5.807,0.600,0.600,0.667,0.667,0.667,0.333,0.333,0.286,0.333,0.600,0.600,0.667,0.667,0.667,0.333,0.333,0.286,0.333
19,22548047.582,3,3,721,0,12,11,1,4,0.228,749,744,3.556,0.600,0.667,0.600,0.600,0.400,0.222,0.000,0.000,0.000,0.600,0.667,0.600,0.400,0.200,0.222,0.000,0.000,0.000
20,22548047.658,2,2,686,1,12,8,1,0,0.233,708,749,2.797,0.750,0.750,0.750,0.667,0.500,0.571,0.286,0.333,0.222,0.750,0.750,0.750,0.667,0.500,0.571,0.286,0.333,0.222
21,22548047.733,3,3,667,0,15,12,0,4,0.256,698,708,3.771,0.600,0.667,0.667,0.500,0.500,0.250,0.250,0.250,0.250,0.600,0.667,0.667,0.500,0.500,0.250,0.250,0.250,0.250
22,22548047.955,3,3,559,0,10,15,10,6,0.240,600,698,4.683,0.286,0.400,0.286,0.333,0.333,0.400,0.333,0.333,0.333,0.286,0.400,0.286,0.333,0.333,0.400,0.333,0.333,0.333
23,22548048.030,3,5,543,3,18,10,2,11,0.261,587,600,9.684,0.545,0.750,0.500,0.667,0.667,0.667,0.000,0.000,0.000,0.364,0.500,0.500,0.667,0.667,0.333,0.000,0.000,0.000
24,22548048.104,3,3,477,1,8,10,3,2,0.297,501,587,7.275,0.571,0.800,0.800,0.800,0.667,0.667,0.400,0.000,0.000,0.571,0.800,0.800,0.800,0.667,0.667,0.400,0.000,0.000
25,22548048.181,3,3,615,3,6,11,1,3,0.211,639,501,2.198,0.857,1.000,0.800,0.800,0.500,0.000,0.000,0.000,0.000,0.857,1.000,0.800,0.800,0.500,0.000,0.000,0.000,0.000
26,22548048.254,2,2,593,0,9,5,0,5,0.208,612,639,11.218,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.667,0.667,0.000,0.000,0.000,0.000
